chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr8	123226189	123274284	-	ENSG00000259305.6	ZHX1-C8orf76	0.985137685364643	0.999993256694946	1	4.3247467322448
chr4	168216294	168318804	-	ENSG00000137628.17	DDX60	0.985154952617872	0.999993256694946	6	25.0316496877111
chr2	23748664	23927123	-	ENSG00000119778.15	ATAD2B	0.985165990524161	0.999993256694946	9	43.203311756476
chr7	63087070	63088261	-	ENSG00000233782.1	ZNF90P3	0.985166873851996	0.999993256694946	1	2.31892244490299
chr5	65625004	65666233	+	ENSG00000113597.18	TRAPPC13	0.985169351808928	0.999993256694946	10	42.2035487431107
chr10	7788147	7807815	+	ENSG00000165629.20	ATP5F1C	0.985219262208633	0.999993256694946	8	39.0166272047413
chr12	43758944	43789543	+	ENSG00000198001.13	AC093012.1	0.985225299186891	0.999993256694946	12	44.2953590757801
chrX	46447292	46497422	+	ENSG00000147121.16	KRBOX4	0.985253069713981	0.999993256694946	7	31.5691680845605
chrY	23379484	23392697	+	ENSG00000205936.3	PPP1R12BP2	0.985255018021493	0.999993256694946	1	2.8314875755413
chr15	51919073	51930627	-	ENSG00000259556.2	AC090971.4	0.985266403432738	0.999993256694946	1	2.50385385872711
chr19	47713422	47743134	+	ENSG00000024422.12	EHD2	0.985298717707866	0.999993256694946	5	17.507804527436
chr11	33077188	33162371	-	ENSG00000176102.13	CSTF3	0.985304055705291	0.999993256694946	7	31.9256970907575
chr8	18170477	18223689	+	ENSG00000171428.14	NAT1	0.985307175659434	0.999993256694946	7	20.6232747668977
chr15	65611366	65660995	+	ENSG00000074621.14	SLC24A1	0.985328486196544	0.999993256694946	9	31.5604846309831
chr19	49528003	49546962	+	ENSG00000142552.8	RCN3	0.985387208203208	0.999993256694946	2	8.0284468123396
chr11	112175510	112224699	+	ENSG00000197580.13	BCO2	0.98544574261858	0.999993256694946	8	22.8356819582194
chr19	10566460	10569059	-	ENSG00000129355.7	CDKN2D	0.985447185394357	0.999993256694946	1	3.83733516346715
chr20	52051663	52204308	-	ENSG00000020256.20	ZFP64	0.985487886143837	0.999993256694946	11	39.8497605355048
chrX	102803041	102806138	+	ENSG00000234886.1	MTND5P26	0.985527272961075	0.999993256694946	1	4.41753868646148
chr12	11132958	11134644	-	ENSG00000256188.3	TAS2R30	0.985578184853233	0.999993256694946	1	5.79999703301165
chr2	207074137	207167267	-	ENSG00000118263.15	KLF7	0.985586507832267	0.999993256694946	9	30.9182166278469
chr22	37469063	37486393	-	ENSG00000100060.18	MFNG	0.985595084201412	0.999993256694946	1	1.61568204316104
chr3	179653040	179789401	+	ENSG00000058056.9	USP13	0.985603444397048	0.999993256694946	4	19.1376574379223
chr8	89901849	89927888	+	ENSG00000164823.11	OSGIN2	0.985633848281956	0.999993256694946	4	21.2244259467106
chr3	69168782	69542583	-	ENSG00000114541.15	FRMD4B	0.985650674028424	0.999993256694946	14	49.9110732983458
chrX	2934521	2968475	-	ENSG00000157399.16	ARSL	0.985679737180572	0.999993256694946	1	1.28052593546169
chr2	175072250	175168382	-	ENSG00000115966.17	ATF2	0.985690866921638	0.999993256694946	13	56.1372355939441
chr12	56731296	56752374	-	ENSG00000198056.15	PRIM1	0.985707615355433	0.999993256694946	4	13.7212575174264
chr19	21804949	21852125	-	ENSG00000198521.11	ZNF43	0.98572199711482	0.999993256694946	10	48.43546755087
chr12	1946053	2004535	-	ENSG00000151065.14	DCP1B	0.985756524062322	0.999993256694946	6	23.9834434409337
chr17	75205659	75235758	+	ENSG00000125450.11	NUP85	0.985839475921522	0.999993256694946	17	57.5079703681639
chr15	83112738	83207823	-	ENSG00000166503.9	HDGFL3	0.98586164612267	0.999993256694946	6	28.570071736171
chr20	8077251	8968360	+	ENSG00000182621.18	PLCB1	0.985971499310682	0.999993256694946	27	94.4528816288639
chr7	5620047	5781739	-	ENSG00000011275.18	RNF216	0.98600390840868	0.999993256694946	8	36.1226762384613
chr9	112173522	112173971	-	ENSG00000225513.1	AL158824.2	0.98601224458338	0.999993256694946	1	2.11585638259856
chr22	38656636	38673854	+	ENSG00000100211.10	CBY1	0.986040515111341	0.999993256694946	10	33.1340635438602
chr17	62627670	62693597	+	ENSG00000011028.14	MRC2	0.986053744221522	0.999993256694946	4	21.8952199960335
chr8	118189455	118622112	-	ENSG00000177570.14	SAMD12	0.986091836694392	0.999993256694946	8	33.9535237562723
chr19	55039108	55071291	-	ENSG00000160439.16	RDH13	0.986096752565712	0.999993256694946	12	35.8547902206209
chr12	102073103	102120120	-	ENSG00000075188.9	NUP37	0.986137451435896	0.999993256694946	9	34.1430286597764
chr11	104901549	104919073	-	ENSG00000235505.7	CASP17P	0.986171936912558	0.999993256694946	5	11.1955710707955
chr2	112584240	112589275	+	ENSG00000125611.15	CHCHD5	0.986206884497058	0.999993256694946	5	15.5161515795948
chr6	170745518	170745977	+	ENSG00000219814.2	RPL23AP47	0.986222813987405	0.999993256694946	1	4.33577221886597
chr3	186783205	186789897	+	ENSG00000156976.17	EIF4A2	0.986244931388191	0.999993256694946	18	102.167103383819
chr14	90267860	90331969	-	ENSG00000119720.18	NRDE2	0.98626180507086	0.999993256694946	7	34.3105543524921
chr8	144517992	144525172	+	ENSG00000160959.8	LRRC14	0.986273685342274	0.999993256694946	7	28.7090689643787
chr6	75601509	75718281	+	ENSG00000112701.18	SENP6	0.986301175282596	0.999993256694946	11	70.6524842473511
chr2	47160083	47176921	-	ENSG00000143933.18	CALM2	0.98633257954102	0.999993256694946	8	42.8076981118702
chr19	40028260	40056231	-	ENSG00000128000.16	ZNF780B	0.986380555353186	0.999993256694946	7	29.585118820257
chr3	183697797	183812624	+	ENSG00000163872.16	YEATS2	0.9864437294959	0.999993256694946	6	26.9949409323028
chr14	71320449	71741229	+	ENSG00000197555.9	SIPA1L1	0.986458581492807	0.999993256694946	17	66.9830521757317
chr1	223779893	223845954	-	ENSG00000143514.17	TP53BP2	0.986462970933621	0.999993256694946	10	41.0997371517005
chr8	6406596	6648508	+	ENSG00000147316.13	MCPH1	0.986473845312147	0.999993256694946	7	27.3775934050313
chr5	141150022	141153287	+	ENSG00000113211.5	PCDHB6	0.986570842554099	0.999993256694946	1	4.30551024219351
chr1	168225938	168253021	+	ENSG00000213064.10	SFT2D2	0.986579638596883	0.999993256694946	3	13.8340975730805
chr17	30709299	30790908	+	ENSG00000264538.6	SUZ12P1	0.986608567826332	0.999993256694946	7	33.8752193170543
chr8	37762595	37779768	+	ENSG00000147471.12	PLPBP	0.986609498232506	0.999993256694946	7	23.0249219450052
chr1	44850522	44986722	-	ENSG00000070785.17	EIF2B3	0.986622487494317	0.999993256694946	8	23.912054573005
chr1	31409565	31434680	+	ENSG00000168528.12	SERINC2	0.986627629169536	0.999993256694946	4	18.157635712611
chr8	85373436	85449040	+	ENSG00000164879.7	CA3	0.986654081071323	0.999993256694946	1	3.94897464341683
chr22	40410281	40636719	-	ENSG00000196588.18	MRTFA	0.986685403839713	0.999993256694946	11	36.3285747981467
chr3	39383370	39397351	+	ENSG00000144659.13	SLC25A38	0.986716917744887	0.999993256694946	7	28.7031425521137
chr19	48180770	48255946	-	ENSG00000105483.18	CARD8	0.98672591489492	0.999993256694946	21	74.4639834597417
chr10	86968432	86983934	+	ENSG00000148671.14	ADIRF	0.986770802312838	0.999993256694946	2	12.1624447074888
chr4	20696282	20752907	+	ENSG00000163138.19	PACRGL	0.986771399807136	0.999993256694946	22	67.7495296530863
chr10	48909483	48914232	-	ENSG00000165383.11	LRRC18	0.986771972511388	0.999993256694946	1	3.28388172293392
chr12	64452092	64502114	+	ENSG00000183735.10	TBK1	0.986777605595542	0.999993256694946	18	72.2282332118692
chr17	35092208	35121522	-	ENSG00000185379.20	RAD51D	0.986810063074087	0.999993256694946	10	25.8645024681193
chr12	57234903	57240715	-	ENSG00000185633.10	NDUFA4L2	0.986812257540744	0.999993256694946	2	6.75842057793817
chr18	31447741	31478702	+	ENSG00000134757.5	DSG3	0.986838715164772	0.999993256694946	1	3.72098136567678
chr2	33583660	33599382	-	ENSG00000119812.19	FAM98A	0.98686518059196	0.999993256694946	8	30.4400904201746
chr12	28133249	28581511	+	ENSG00000123106.10	CCDC91	0.986873149808721	0.999993256694946	15	65.0487175086915
chr22	45502238	45601135	+	ENSG00000077942.19	FBLN1	0.986873554476608	0.999993256694946	13	50.345345729513
chr4	143996104	144019345	-	ENSG00000250361.8	GYPB	0.98688598963953	0.999993256694946	1	2.80076472983671
chr3	47413681	47477126	-	ENSG00000114650.20	SCAP	0.986895858960454	0.999993256694946	14	53.5032239543153
chr1	201518703	201584367	+	ENSG00000223396.4	RPS10P7	0.986920837107958	0.999993256694946	2	8.00020760716759
chrX	150114378	150116520	+	ENSG00000183171.5	BX322650.1	0.986932186288293	0.999993256694946	1	3.69236641520099
chr3	98579446	98593648	-	ENSG00000080819.9	CPOX	0.98693441864391	0.999993256694946	4	13.6537061988171
chr9	27245680	27284869	-	ENSG00000283945.1	LINC00032	0.986975428617636	0.999993256694946	1	2.70281460602548
chr9	17134982	17503923	+	ENSG00000044459.15	CNTLN	0.986988415192712	0.999993256694946	4	19.3005141036094
chr5	10225507	10249897	-	ENSG00000150756.14	ATPSCKMT	0.987026405957489	0.999993256694946	6	25.6082789008653
chr18	9475009	9538114	+	ENSG00000017797.13	RALBP1	0.987029283696365	0.999993256694946	6	31.6267886721192
chr4	42561457	42562425	-	ENSG00000248283.2	CCNL2P1	0.987086912675054	0.999993256694946	1	5.18491967228685
chr3	160256986	160399880	-	ENSG00000068885.15	IFT80	0.987102956606543	0.999993256694946	15	54.1316539517122
chr21	33543038	33577481	+	ENSG00000159140.21	SON	0.987116221950067	0.999993256694946	14	88.0533672829162
chr1	153534599	153536244	-	ENSG00000197956.10	S100A6	0.987129815210772	0.999993256694946	4	18.1516251587425
chr10	97737121	97760907	+	ENSG00000155256.17	ZFYVE27	0.987166402800759	0.999993256694946	11	41.8193755673958
chr12	15107783	15348675	-	ENSG00000134533.6	RERG	0.987175176027428	0.999993256694946	7	24.2687685293034
chr6	655939	656963	-	ENSG00000188996.4	HUS1B	0.987219112059363	0.999993256694946	1	2.87804066575264
chr7	44013562	44019170	-	ENSG00000272655.2	POLR2J4	0.987245231006557	0.999993256694946	2	10.0927699951955
chr2	187464230	187565760	-	ENSG00000003436.16	TFPI	0.987259756449411	0.999993256694946	7	27.1250072358936
chr22	30291990	30327046	-	ENSG00000099992.15	TBC1D10A	0.987288396469255	0.999993256694946	10	37.0643794183957
chr21	36526280	36542855	-	ENSG00000286517.1	AP000696.2	0.987299331200621	0.999993256694946	1	1.80014045646429
chr7	27739331	27844564	+	ENSG00000106052.13	TAX1BP1	0.987305889449404	0.999993256694946	10	54.2038865181151
chr14	75013764	75051532	-	ENSG00000119684.15	MLH3	0.987307219003786	0.999993256694946	11	50.4046505011593
chr6	99432379	99521728	-	ENSG00000123552.17	USP45	0.987327942479409	0.999993256694946	10	47.9617299928888
chr3	43354859	43691594	-	ENSG00000160746.13	ANO10	0.987354221834934	0.999993256694946	12	39.3530888040271
chr12	66347431	67069162	-	ENSG00000155974.12	GRIP1	0.987373906339449	0.999993256694946	13	39.0648469491852
chr19	55947832	55988629	+	ENSG00000179709.8	NLRP8	0.98743935325665	0.999993256694946	1	4.12157657433676
chr7	65084103	65100232	+	ENSG00000226002.1	GTF2IP14	0.987456290046116	0.999993256694946	1	3.91959764618957
chr6	161347417	162727771	-	ENSG00000185345.22	PRKN	0.987492538453772	0.999993256694946	5	15.8731452958523
chr12	50112082	50120457	+	ENSG00000178449.9	COX14	0.987494404549672	0.999993256694946	4	15.0080721505018
chr22	18906238	18947732	+	ENSG00000283809.1	AC007326.4	0.987525934807719	0.999993256694946	1	7.43721781702541
chr13	39038306	39050109	+	ENSG00000188811.14	NHLRC3	0.98753880605911	0.999993256694946	5	29.853337154541
chr16	23835983	24220611	+	ENSG00000166501.14	PRKCB	0.987552474700768	0.999993256694946	4	10.4514053917726
chr11	62662817	62672255	-	ENSG00000162194.12	LBHD1	0.987556475369547	0.999993256694946	5	14.3465955764273
chr11	106250019	106264905	+	ENSG00000254811.5	AP002001.1	0.987576653544596	0.999993256694946	1	3.78992879839759
chr9	70529063	71446904	-	ENSG00000083067.22	TRPM3	0.987620840174156	0.999993256694946	4	12.603882755347
chr19	37667751	37692315	-	ENSG00000196381.11	ZNF781	0.987629152431106	0.999993256694946	4	13.3587942446028
chr3	132654446	132678097	+	ENSG00000081307.12	UBA5	0.987666640704466	0.999993256694946	10	48.6207879201622
chr10	98134624	98244897	+	ENSG00000166024.13	R3HCC1L	0.987700349732762	0.999993256694946	5	21.5097831005294
chr11	75100563	75206549	+	ENSG00000137491.15	SLCO2B1	0.987702088985575	0.999993256694946	9	28.1618381067998
chr7	27170592	27180261	-	ENSG00000253293.5	HOXA10	0.987711786962584	0.999993256694946	6	28.5430239689413
chr4	82483170	82562357	-	ENSG00000249242.8	TMEM150C	0.987800009736489	0.999993256694946	3	15.3283182530149
chr13	25017766	25017903	-	ENSG00000276958.1	AL590099.1	0.987841985496196	0.999993256694946	1	1.89264967287588
chr1	192575763	192580024	+	ENSG00000090104.12	RGS1	0.987854367399187	0.999993256694946	6	36.9134348210358
chrX	107825755	107927193	+	ENSG00000080561.13	MID2	0.987917772412924	0.999993256694946	4	18.4410587704704
chr16	4748239	4767624	-	ENSG00000103199.14	ZNF500	0.988028340345861	0.999993256694946	5	19.4521062048061
chr8	18391282	18401218	+	ENSG00000156006.5	NAT2	0.988048237935319	0.999993256694946	1	1.80152816740943
chr7	100159244	100168617	-	ENSG00000197093.11	GAL3ST4	0.988067378791143	0.999993256694946	3	8.5615706441444
chr7	29146569	29514328	+	ENSG00000106069.22	CHN2	0.98806939161713	0.999993256694946	17	55.3364197916481
chr2	182909115	183038858	-	ENSG00000061676.15	NCKAP1	0.988081865085075	0.999993256694946	8	42.7660555597806
chr7	100612102	100615384	+	ENSG00000106330.12	MOSPD3	0.988108487644692	0.999993256694946	6	16.9398856206228
chr19	19776602	19836073	+	ENSG00000267419.2	ZNF56	0.988117666246145	0.999993256694946	3	9.10122945172023
chr15	85240472	85247170	+	ENSG00000188388.10	GOLGA6L3	0.988137161996296	0.999993256694946	1	0.933303157175732
chr6	169215780	169254044	-	ENSG00000186340.15	THBS2	0.988145719519628	0.999993256694946	4	15.4212090057605
chr1	15941869	15976132	-	ENSG00000116809.11	ZBTB17	0.988164377885392	0.999993256694946	12	33.6065165091702
chr3	44578223	44599694	+	ENSG00000144792.9	ZNF660	0.988205638938993	0.999993256694946	2	7.46039713984681
chr19	7678501	7682854	+	ENSG00000269711.1	AC008763.3	0.988246321454634	0.999993256694946	1	1.98144110115684
chr13	33103137	33350630	-	ENSG00000133121.21	STARD13	0.988247080664792	0.999993256694946	9	42.7763922651836
chr2	111119378	111168445	+	ENSG00000153094.23	BCL2L11	0.988254245790199	0.999993256694946	13	43.6540213919899
chr21	17593653	17612947	-	ENSG00000154640.14	BTG3	0.988284999580266	0.999993256694946	5	17.2682308128168
chr10	32446140	32882874	+	ENSG00000216937.13	CCDC7	0.988350655494183	0.999993256694946	13	53.4708275872784
chr19	39412669	39428415	+	ENSG00000090924.15	PLEKHG2	0.988370911896486	0.999993256694946	9	35.1232859410901
chr14	75902136	76084585	+	ENSG00000119650.12	IFT43	0.988401592046405	0.999993256694946	10	35.3765853823825
chr6	127288712	127343609	-	ENSG00000093144.19	ECHDC1	0.988471823002244	0.999993256694946	15	60.1730329605023
chr12	133181409	133214831	+	ENSG00000090612.21	ZNF268	0.988474926386201	0.999993256694946	10	41.8134075716354
chr1	224385143	224437033	-	ENSG00000162923.16	WDR26	0.988486607785091	0.999993256694946	10	56.8808108682104
chr3	54918231	54967088	-	ENSG00000144771.8	LRTM1	0.988487442070634	0.999993256694946	1	1.99903797560157
chr8	30578318	30658236	-	ENSG00000197265.9	GTF2E2	0.988489660171488	0.999993256694946	5	20.6482511641952
chr3	62318973	62336213	+	ENSG00000114405.10	C3orf14	0.988526693632182	0.999993256694946	5	18.743488879121
chr22	23856703	23886309	+	ENSG00000133460.19	SLC2A11	0.98857310189561	0.999993256694946	9	31.9282386688126
chr17	42968088	42980433	-	ENSG00000267060.5	PTGES3L	0.988584904780879	0.999993256694946	4	13.7618947926073
chr2	73073382	73156721	-	ENSG00000135631.17	RAB11FIP5	0.988603897764425	0.999993256694946	4	18.7191654271696
chr22	46296870	46330810	+	ENSG00000075218.19	GTSE1	0.988618319149112	0.999993256694946	2	8.23912129263382
chr15	39581079	39599466	+	ENSG00000137801.11	THBS1	0.988618482095451	0.999993256694946	7	41.1401522992253
chr3	46979666	47009704	+	ENSG00000160796.18	NBEAL2	0.988642855774033	0.999993256694946	12	47.4779967089342
chr17	8140472	8156506	-	ENSG00000179094.16	PER1	0.988742376416976	0.999993256694946	15	62.9756470949349
chr1	93924743	93925385	-	ENSG00000232752.1	MTCO3P21	0.988789636053654	0.999993256694946	1	2.60680737009495
chr10	132332154	132381508	+	ENSG00000148814.18	LRRC27	0.988929747003073	0.999993256694946	13	43.0409054456606
chr7	116811070	116922049	+	ENSG00000198898.14	CAPZA2	0.988941424356244	0.999993256694946	12	54.6919186509972
chr5	71032670	71067689	-	ENSG00000145736.14	GTF2H2	0.988951039620389	0.999993256694946	7	21.5222940640955
chr2	203014879	203226378	+	ENSG00000144426.18	NBEAL1	0.988951525953562	0.999993256694946	9	42.6449730524129
chr20	30656033	30723932	-	ENSG00000277112.3	ANKRD20A21P	0.988959725703065	0.999993256694946	1	6.06364834228422
chr2	39249266	39437301	-	ENSG00000011566.15	MAP4K3	0.98901424884477	0.999993256694946	12	53.7315380264271
chr19	10111693	10115372	+	ENSG00000244165.2	P2RY11	0.989077761971405	0.999993256694946	2	8.97355680389946
chr9	34634722	34637809	-	ENSG00000147955.17	SIGMAR1	0.98909992819956	0.999993256694946	6	22.7683886150429
chr17	7549058	7557890	+	ENSG00000239697.11	TNFSF12	0.98915207189869	0.999993256694946	4	16.4764359348025
chr16	1153106	1221771	+	ENSG00000196557.13	CACNA1H	0.98917460796777	0.999993256694946	6	25.8065019023526
chr16	71729000	71809201	-	ENSG00000166747.12	AP1G1	0.989222045169948	0.999993256694946	17	72.7737956354791
chr4	67558727	67607337	+	ENSG00000035720.8	STAP1	0.98924217329079	0.999993256694946	2	5.77988421494892
chr13	99294539	99307399	-	ENSG00000169508.7	GPR183	0.989399585047736	0.999993256694946	1	6.53020291312835
chr1	163111121	163321791	-	ENSG00000143248.13	RGS5	0.989427252269055	0.999993256694946	9	36.605576700552
chr19	43596392	43601157	+	ENSG00000124444.16	ZNF576	0.989443212636006	0.999993256694946	5	12.5928555052292
chr12	101745499	101830959	-	ENSG00000111670.16	GNPTAB	0.989451484714518	0.999993256694946	10	34.9307279725968
chr2	238238267	238240662	-	ENSG00000144485.11	HES6	0.989464419388415	0.999993256694946	2	5.4401229043904
chr8	123416726	123470028	+	ENSG00000156795.8	WDYHV1	0.989478653266544	0.999993256694946	8	31.872371466394
chr7	1815793	2233243	-	ENSG00000002822.15	MAD1L1	0.989483237111974	0.999993256694946	19	50.3777278822628
chr15	89087459	89202355	+	ENSG00000140526.18	ABHD2	0.989505876893537	0.999993256694946	10	50.5762445149876
chr2	178525989	178830802	-	ENSG00000155657.26	TTN	0.989562049822537	0.999993256694946	7	26.5134735463164
chr7	88205118	88226993	-	ENSG00000075142.13	SRI	0.989585446997538	0.999993256694946	9	41.019581955057
chr7	92198969	92246166	-	ENSG00000001631.15	KRIT1	0.989588160996369	0.999993256694946	16	63.6870997947208
chr2	226835581	226999215	+	ENSG00000144468.17	RHBDD1	0.989595214458974	0.999993256694946	13	55.0906146859608
chr10	43077064	43130351	+	ENSG00000165731.20	RET	0.989600508611799	0.999993256694946	1	5.89119729924651
chr21	36385392	36419015	+	ENSG00000159259.8	CHAF1B	0.989614409318758	0.999993256694946	2	9.31976271784322
chr4	99546709	99564039	-	ENSG00000145331.14	TRMT10A	0.989624042136795	0.999993256694946	7	27.2409641703535
chr1	162631373	162787405	+	ENSG00000162733.19	DDR2	0.989639005500812	0.999993256694946	6	25.4082969056997
chr16	48538726	48620148	-	ENSG00000102921.8	N4BP1	0.98966833869093	0.999993256694946	6	30.3753551055483
chr18	11882622	11908366	-	ENSG00000154889.17	MPPE1	0.989695056365659	0.999993256694946	24	76.0813341335156
chr11	85628573	85636539	+	ENSG00000171204.12	TMEM126B	0.989755282579271	0.999993256694946	9	38.1478003912485
chr2	169827454	170084131	+	ENSG00000144357.17	UBR3	0.989782545357107	0.999993256694946	10	53.2784885314425
chr8	58583508	58659853	-	ENSG00000035681.9	NSMAF	0.989827614488817	0.999993256694946	17	71.2858300037685
chr1	34986165	35031945	-	ENSG00000163867.17	ZMYM6	0.989832590633042	0.999993256694946	9	41.3541053944329
chr3	2362258	2362738	+	ENSG00000230398.1	HINT2P1	0.989839040484403	0.999993256694946	1	2.17473798078828
chr9	63832127	63859641	-	ENSG00000215548.2	FRG1JP	0.989850283458238	0.999993256694946	1	3.53827719426354
chr10	100912963	100965134	+	ENSG00000119906.13	SLF2	0.98985070064716	0.999993256694946	6	35.2957318465544
chr13	45671845	45672391	+	ENSG00000228869.1	COX4I1P2	0.989911433481273	0.999993256694946	1	2.76744888109614
chr14	74405894	74426210	-	ENSG00000183379.9	SYNDIG1L	0.98991943710874	0.999993256694946	1	1.07327970847097
chr9	136428619	136439845	-	ENSG00000148384.13	INPP5E	0.989965309176223	0.999993256694946	2	10.4621232381972
chr7	91692008	91880702	-	ENSG00000127989.14	MTERF1	0.989979808562931	0.999993256694946	6	19.7412287770698
chr16	70375977	70439237	-	ENSG00000157350.13	ST3GAL2	0.990034087259993	0.999993256694946	6	20.7885003932434
chr11	65879837	65883741	+	ENSG00000172543.8	CTSW	0.990048798216473	0.999993256694946	2	6.88566369010603
chr5	139408588	139444491	-	ENSG00000170464.10	DNAJC18	0.990065833424795	0.999993256694946	5	17.6497133479158
chr17	28467822	28468406	+	ENSG00000263266.2	RPS7P1	0.990103718979241	0.999993256694946	1	3.19406869167383
chr5	122843439	123029354	+	ENSG00000064652.11	SNX24	0.990157211230339	0.999993256694946	8	21.57690955129
chr4	67468762	67545503	-	ENSG00000145241.11	CENPC	0.99024565296898	0.999993256694946	7	40.212678529075
chr8	73511276	73511654	-	ENSG00000254273.1	AC018620.1	0.990260761896052	0.999993256694946	1	2.83049704240719
chr12	70242994	70355257	+	ENSG00000111596.13	CNOT2	0.990270245900641	0.999993256694946	32	127.652599124462
chr11	72836745	73142318	-	ENSG00000137478.15	FCHSD2	0.990296288098641	0.999993256694946	7	33.8423585724193
chr14	87837820	87993665	-	ENSG00000054983.17	GALC	0.990305043377506	0.999993256694946	12	41.6345404867195
chr1	161536571	161538158	-	ENSG00000224203.2	RPS23P10	0.990305349187258	0.999993256694946	1	2.84201455389893
chr17	5179535	5191868	-	ENSG00000180626.10	ZNF594	0.990313476824618	0.999993256694946	3	17.5069080434287
chr14	20365667	20413501	-	ENSG00000129566.13	TEP1	0.99033942333792	0.999993256694946	8	37.2022086934692
chr8	18055992	18084998	-	ENSG00000104763.19	ASAH1	0.990373863581018	0.999993256694946	45	162.563588542545
chr3	113286930	113441610	-	ENSG00000206530.11	CFAP44	0.990434963571705	0.999993256694946	12	45.3789319506668
chr22	30356635	30378658	+	ENSG00000187860.10	CCDC157	0.990488485519747	0.999993256694946	4	10.9829831134519
chr17	41619442	41624842	-	ENSG00000128422.17	KRT17	0.990499469324718	0.999993256694946	8	32.0303254142459
chrX	119805311	119852998	-	ENSG00000125351.11	UPF3B	0.990538545141536	0.999993256694946	4	17.4435578956991
chr10	75431624	76560168	+	ENSG00000148655.15	LRMDA	0.990562764125684	0.999993256694946	13	47.5256502968077
chr10	17137336	17202054	-	ENSG00000107614.22	TRDMT1	0.990563418161711	0.999993256694946	8	33.8795322969176
chr10	119104086	119137984	+	ENSG00000119979.18	DENND10	0.990569197619562	0.999993256694946	9	36.0813493326713
chr7	102456238	102464863	-	ENSG00000160993.4	ALKBH4	0.990576956109805	0.999993256694946	2	9.8323173746465
chr9	120855651	120894896	-	ENSG00000119403.15	PHF19	0.990580891505381	0.999993256694946	8	27.3637689749058
chr1	66812885	66924856	-	ENSG00000152763.17	WDR78	0.990618755600098	0.999993256694946	11	36.3388506485123
chr2	208266255	208358746	+	ENSG00000115020.17	PIKFYVE	0.99062842913027	0.999993256694946	8	40.1545741808753
chr11	1732406	1750595	-	ENSG00000244242.2	IFITM10	0.990658068011468	0.999993256694946	3	6.15845079132541
chr17	4556927	4560818	-	ENSG00000167741.10	GGT6	0.990702474057246	0.999993256694946	3	9.20141665705808
chr11	69048932	69136316	+	ENSG00000162341.18	TPCN2	0.990706643104702	0.999993256694946	7	29.935755906213
chr17	1569267	1628886	-	ENSG00000167703.14	SLC43A2	0.990804589484836	0.999993256694946	9	25.3385583202216
chr17	43398993	43401137	+	ENSG00000175906.5	ARL4D	0.990825758540359	0.999993256694946	1	4.96144330857474
chr7	87934143	88202889	+	ENSG00000008277.14	ADAM22	0.990851415380274	0.999993256694946	11	47.3606880056074
chr7	150716606	150724284	+	ENSG00000213203.3	GIMAP1	0.990907947287523	0.999993256694946	1	5.6044196521196
chr20	61252261	61940617	+	ENSG00000179242.16	CDH4	0.99091278622941	0.999993256694946	1	1.97348147445276
chr8	74234700	74321540	-	ENSG00000104369.5	JPH1	0.990923247172579	0.999993256694946	3	11.2329673656911
chr7	99504651	99534700	+	ENSG00000196652.11	ZKSCAN5	0.990924000057962	0.999993256694946	4	21.3529052646701
chr9	5881596	6008482	-	ENSG00000183354.12	KIAA2026	0.991005216393105	0.999993256694946	6	35.264568606774
chr22	20701114	20704606	+	ENSG00000226287.8	TMEM191A	0.991010863319902	0.999993256694946	3	7.42876173429554
chr3	69054730	69080408	-	ENSG00000144744.17	UBA3	0.991034079498585	0.999993256694946	11	41.7445808016249
chr1	1311585	1324691	-	ENSG00000127054.20	INTS11	0.991037547922489	0.999993256694946	30	84.6914234766232
chr10	76869601	77638369	-	ENSG00000156113.23	KCNMA1	0.991067688688817	0.999993256694946	33	113.109637587015
chr3	191329085	191398659	+	ENSG00000152492.15	CCDC50	0.991082779197016	0.999993256694946	3	21.1570087977883
chr1	207034366	207081024	+	ENSG00000123836.15	PFKFB2	0.991102429461489	0.999993256694946	7	27.2170425680205
chr1	205767986	205775482	-	ENSG00000117280.13	RAB29	0.991106788024268	0.999993256694946	7	27.6788696602742
chr17	57861243	57955412	-	ENSG00000180891.13	CUEDC1	0.991116942995875	0.999993256694946	11	43.3554359684799
chr18	61808067	61894247	-	ENSG00000176641.11	RNF152	0.99112751517537	0.999993256694946	5	21.2882778067431
chr19	54617158	54637528	+	ENSG00000104972.15	LILRB1	0.991137895039985	0.999993256694946	1	1.73905184021554
chr20	18467389	18484646	+	ENSG00000132664.12	POLR3F	0.991171058678108	0.999993256694946	5	17.7665005742139
chr17	55264960	55325187	+	ENSG00000108924.14	HLF	0.991180737444396	0.999993256694946	5	20.7201153652508
chr2	121216587	121285202	-	ENSG00000115112.8	TFCP2L1	0.991194670186069	0.999993256694946	2	9.52314235387985
chr8	31033788	31176138	+	ENSG00000165392.11	WRN	0.991252581730303	0.999993256694946	5	25.194796713589
chr4	185204237	185370185	+	ENSG00000109762.16	SNX25	0.991254793808895	0.999993256694946	8	38.0693074096699
chr22	29327680	29423179	-	ENSG00000100280.16	AP1B1	0.991266677886728	0.999993256694946	9	45.8971889854828
chr1	190097658	190478404	-	ENSG00000162670.11	BRINP3	0.99128171577424	0.999993256694946	5	20.0975275610954
chr11	3854527	4093210	+	ENSG00000167323.11	STIM1	0.991360841133302	0.999993256694946	19	68.061775018997
