chr_x	start_x	end_x	chr_y	start_y	end_y	loopID	Benign	Malignant
chr6	151650000	151690000	chr6	152250000	152290000	7190_7194	3	8
chr6	151760000	151780000	chr6	152100000	152150000	7192_7193	2	4
chr1	8550000	8570000	chr1	8690000	8740000	71_73	3	3
chr6	154140000	154170000	chr6	154270000	154290000	7204_7205	4	7
chr6	154140000	154170000	chr6	154360000	154380000	7204_7207	3	4
chr6	154660000	154690000	chr6	155140000	155200000	7209_7216	3	7
chr1	93300000	93320000	chr1	93810000	93860000	720_725	3	6
chr6	154900000	154940000	chr6	155140000	155200000	7213_7216	4	9
chr6	154900000	154940000	chr6	155230000	155270000	7213_7217	1	6
chr1	93420000	93460000	chr1	93600000	93640000	721_723	2	4
chr1	93420000	93460000	chr1	93810000	93860000	721_725	4	5
chr6	157310000	157360000	chr6	157610000	157640000	7230_7232	1	3
chr6	157310000	157360000	chr6	157650000	157680000	7230_7233	4	4
chr6	158200000	158230000	chr6	158510000	158530000	7238_7240	4	1
chr6	158200000	158230000	chr6	158580000	158630000	7238_7241	5	10
chr6	158200000	158230000	chr6	158680000	158730000	7238_7243	1	5
chr1	93600000	93640000	chr1	93810000	93860000	723_725	4	9
chr6	158680000	158730000	chr6	158960000	158980000	7243_7247	5	11
chr6	159010000	159030000	chr6	159110000	159140000	7248_7249	4	9
chr6	159160000	159190000	chr6	159640000	159670000	7250_7251	5	7
chr6	159860000	159880000	chr6	160440000	160470000	7253_7256	3	2
chr6	160050000	160130000	chr6	160440000	160470000	7254_7256	5	11
chr6	160720000	160750000	chr6	161350000	161380000	7258_7263	4	5
chr6	160910000	160940000	chr6	161350000	161380000	7259_7263	5	9
chr6	161110000	161160000	chr6	161350000	161380000	7261_7263	5	7
chr6	163400000	163430000	chr6	163940000	163960000	7269_7273	4	2
chr1	94030000	94070000	chr1	94320000	94350000	726_729	5	12
chr6	165420000	165460000	chr6	165840000	165860000	7274_7277	4	9
chr6	165880000	165900000	chr6	166090000	166110000	7278_7279	5	12
chr6	166270000	166290000	chr6	166390000	166410000	7280_7281	5	7
chr6	166770000	166790000	chr6	166950000	167000000	7282_7283	5	8
chr6	166770000	166790000	chr6	167120000	167150000	7282_7284	3	3
chr6	167470000	167510000	chr6	167880000	167920000	7287_7289	5	4
chr6	168140000	168190000	chr6	168330000	168360000	7291_7292	5	5
chr6	168370000	168390000	chr6	168870000	168900000	7293_7299	5	10
chr6	169790000	169840000	chr6	170280000	170320000	7303_7308	3	2
chr6	169790000	169840000	chr6	170520000	170550000	7303_7309	1	3
chr7	310000	350000	chr7	620000	660000	7310_7312	2	8
chr7	310000	350000	chr7	750000	780000	7310_7313	4	9
chr7	1190000	1220000	chr7	1410000	1450000	7317_7318	3	9
chr1	94480000	94540000	chr1	94790000	94830000	731_732	5	13
chr1	94480000	94540000	chr1	95020000	95060000	731_734	4	2
chr7	1570000	1600000	chr7	2200000	2230000	7320_7323	2	7
chr7	1570000	1600000	chr7	2330000	2360000	7320_7325	3	6
chr7	1650000	1680000	chr7	2200000	2230000	7321_7323	3	6
chr7	2860000	2900000	chr7	3140000	3180000	7330_7332	4	8
chr7	2860000	2900000	chr7	3880000	3910000	7330_7334	2	3
chr7	3270000	3310000	chr7	3880000	3910000	7333_7334	5	6
chr7	4790000	4830000	chr7	5080000	5090000	7338_7339	4	7
chr1	94840000	94860000	chr1	95020000	95060000	733_734	5	11
chr7	5220000	5250000	chr7	5450000	5500000	7340_7342	4	7
chr7	5450000	5500000	chr7	5660000	5700000	7342_7345	3	6
chr7	5560000	5570000	chr7	5660000	5700000	7344_7345	2	4
chr7	5840000	5870000	chr7	6320000	6360000	7347_7350	2	5
chr7	6130000	6170000	chr7	6320000	6360000	7348_7350	5	9
chr7	7400000	7430000	chr7	7530000	7550000	7357_7359	2	5
chr7	7590000	7620000	chr7	8200000	8250000	7360_7363	3	2
chr7	11400000	11440000	chr7	12310000	12350000	7372_7376	2	6
chr7	12050000	12100000	chr7	12310000	12350000	7375_7376	4	6
chr7	12520000	12540000	chr7	13240000	13310000	7379_7386	5	5
chr7	12650000	12700000	chr7	13100000	13130000	7381_7384	2	4
chr7	12650000	12700000	chr7	13240000	13310000	7381_7386	4	7
chr7	13240000	13310000	chr7	14440000	14480000	7386_7394	5	8
chr1	96960000	96980000	chr1	98040000	98070000	739_746	1	4
chr7	15290000	15330000	chr7	16050000	16110000	7403_7406	4	5
chr7	16050000	16110000	chr7	16540000	16580000	7406_7409	5	8
chr7	16950000	17000000	chr7	17290000	17330000	7413_7414	3	5
chr7	16950000	17000000	chr7	17630000	17660000	7413_7418	1	4
chr7	17680000	17740000	chr7	18310000	18370000	7419_7421	3	7
chr7	18310000	18370000	chr7	18560000	18590000	7421_7422	4	7
chr7	19710000	19770000	chr7	20160000	20180000	7428_7432	1	5
chr7	19710000	19770000	chr7	20590000	20640000	7428_7436	5	10
chr7	20760000	20790000	chr7	21240000	21280000	7438_7445	4	9
chr7	21240000	21280000	chr7	21490000	21540000	7445_7446	4	10
chr7	21240000	21280000	chr7	21760000	21780000	7445_7447	1	4
chr7	23530000	23580000	chr7	23700000	23720000	7458_7459	5	10
chr7	23850000	23910000	chr7	24370000	24410000	7461_7465	1	6
chr7	24800000	24830000	chr7	25070000	25090000	7469_7471	1	8
chr7	25250000	25280000	chr7	25380000	25410000	7472_7473	4	8
chr7	25250000	25280000	chr7	25550000	25580000	7472_7474	5	11
chr7	25250000	25280000	chr7	25820000	25910000	7472_7475	5	6
chr7	25380000	25410000	chr7	25550000	25580000	7473_7474	4	9
chr7	25380000	25410000	chr7	25820000	25910000	7473_7475	5	10
chr7	25550000	25580000	chr7	25820000	25910000	7474_7475	1	5
chr7	25820000	25910000	chr7	26060000	26110000	7475_7476	5	10
chr7	25820000	25910000	chr7	26260000	26310000	7475_7479	2	3
chr7	25820000	25910000	chr7	26340000	26390000	7475_7480	5	12
chr7	25820000	25910000	chr7	26480000	26530000	7475_7481	1	4
chr7	25820000	25910000	chr7	26640000	26700000	7475_7483	4	12
chr7	25820000	25910000	chr7	26840000	26870000	7475_7485	1	3
chr7	25820000	25910000	chr7	27120000	27180000	7475_7487	3	7
chr7	26060000	26110000	chr7	26340000	26390000	7476_7480	4	4
chr7	26060000	26110000	chr7	26640000	26700000	7476_7483	2	3
chr7	26340000	26390000	chr7	26640000	26700000	7480_7483	4	11
chr7	26340000	26390000	chr7	27120000	27180000	7480_7487	3	8
chr7	26640000	26700000	chr7	26840000	26870000	7483_7485	2	3
chr7	26640000	26700000	chr7	27120000	27180000	7483_7487	5	12
chr7	26840000	26870000	chr7	27120000	27180000	7485_7487	5	12
chr7	27190000	27250000	chr7	27570000	27600000	7488_7489	5	12
chr7	27190000	27250000	chr7	27740000	27800000	7488_7492	5	11
chr7	27190000	27250000	chr7	27910000	27930000	7488_7493	5	9
chr7	27190000	27250000	chr7	28000000	28040000	7488_7494	3	10
chr7	27190000	27250000	chr7	28090000	28100000	7488_7496	1	7
chr7	28290000	28320000	chr7	28840000	28870000	7497_7504	4	3
chr7	28370000	28410000	chr7	28620000	28650000	7499_7503	1	9
chr7	28370000	28410000	chr7	28840000	28870000	7499_7504	5	11
chr1	99170000	99190000	chr1	99460000	99490000	749_750	3	10
chr1	99170000	99190000	chr1	99690000	99720000	749_751	4	9
chr7	28910000	28940000	chr7	29090000	29120000	7505_7506	5	12
chr7	28910000	28940000	chr7	29390000	29420000	7505_7509	5	8
chr7	29090000	29120000	chr7	29390000	29420000	7506_7509	3	7
chr7	29180000	29200000	chr7	29390000	29420000	7508_7509	4	6
chr7	30150000	30190000	chr7	30390000	30430000	7514_7516	4	9
chr7	30150000	30190000	chr7	30550000	30580000	7514_7518	3	4
chr7	30260000	30290000	chr7	30390000	30430000	7515_7516	3	3
chr7	30790000	30820000	chr7	30950000	31000000	7519_7520	3	8
chr7	30790000	30820000	chr7	31110000	31170000	7519_7522	2	7
chr7	30950000	31000000	chr7	31110000	31170000	7520_7522	5	8
chr7	31110000	31170000	chr7	31720000	31780000	7522_7525	3	3
chr7	31430000	31460000	chr7	31620000	31650000	7523_7524	1	3
chr7	31720000	31780000	chr7	32180000	32230000	7525_7528	3	6
chr1	99790000	99830000	chr1	100450000	100480000	752_755	1	4
chr7	32770000	32800000	chr7	33090000	33120000	7530_7533	1	3
chr7	33210000	33260000	chr7	33890000	33950000	7536_7541	4	8
chr7	33740000	33770000	chr7	33890000	33950000	7539_7541	1	5
chr7	35700000	35730000	chr7	35890000	35920000	7545_7546	5	7
chr7	35970000	36020000	chr7	36270000	36330000	7547_7550	2	6
chr7	36110000	36170000	chr7	36270000	36330000	7549_7550	3	9
chr7	36460000	36500000	chr7	37180000	37260000	7551_7555	1	7
chr7	36950000	37000000	chr7	37180000	37260000	7554_7555	3	2
chr7	37180000	37260000	chr7	37470000	37510000	7555_7557	3	5
chr7	37180000	37260000	chr7	37810000	37860000	7555_7561	5	11
chr1	100450000	100480000	chr1	100840000	100890000	755_757	5	9
chr7	37900000	37920000	chr7	38190000	38240000	7562_7565	2	6
chr7	38390000	38420000	chr7	39430000	39540000	7568_7578	4	8
chr1	100600000	100620000	chr1	100840000	100890000	756_757	1	4
chr7	38780000	38810000	chr7	39430000	39540000	7573_7578	5	13
chr7	38910000	38960000	chr7	39430000	39540000	7575_7578	5	12
chr7	39570000	39600000	chr7	39730000	39760000	7579_7580	5	10
chr7	39880000	39900000	chr7	40040000	40060000	7581_7582	3	3
chr7	40220000	40250000	chr7	41680000	41740000	7584_7600	3	7
chr7	40310000	40350000	chr7	41020000	41060000	7586_7594	1	4
chr7	40310000	40350000	chr7	41680000	41740000	7586_7600	5	10
chr1	100910000	100940000	chr1	101240000	101290000	758_760	5	11
chr7	41020000	41060000	chr7	41680000	41740000	7594_7600	4	11
chr7	41940000	42010000	chr7	42680000	42710000	7602_7608	5	8
chr7	41940000	42010000	chr7	42820000	42870000	7602_7609	5	12
chr7	42930000	42960000	chr7	43240000	43280000	7612_7615	4	8
chr7	42930000	42960000	chr7	43450000	43470000	7612_7618	1	4
chr7	43560000	43590000	chr7	43700000	43730000	7619_7620	5	8
chr7	43560000	43590000	chr7	43820000	43850000	7619_7621	3	4
chr7	44210000	44260000	chr7	44460000	44500000	7624_7625	5	7
chr7	44210000	44260000	chr7	44540000	44610000	7624_7626	4	7
chr7	44540000	44610000	chr7	44760000	44790000	7626_7627	3	7
chr7	44540000	44610000	chr7	44840000	44880000	7626_7629	1	7
chr7	44540000	44610000	chr7	45110000	45140000	7626_7632	4	6
chr7	44840000	44880000	chr7	45110000	45140000	7629_7632	5	7
chr7	45150000	45170000	chr7	45250000	45270000	7633_7634	3	6
chr7	45150000	45170000	chr7	45840000	45860000	7633_7636	1	4
chr7	45880000	45940000	chr7	46340000	46370000	7637_7638	4	10
chr7	45880000	45940000	chr7	47070000	47120000	7637_7642	5	10
chr7	45880000	45940000	chr7	47150000	47200000	7637_7644	5	11
chr7	45880000	45940000	chr7	47230000	47300000	7637_7645	4	4
chr7	46340000	46370000	chr7	47070000	47120000	7638_7642	4	3
chr7	47230000	47300000	chr7	47790000	47840000	7645_7652	5	11
chr7	47410000	47460000	chr7	47790000	47840000	7647_7652	4	8
chr7	47550000	47600000	chr7	47790000	47840000	7649_7652	2	3
chr7	47930000	47980000	chr7	48100000	48120000	7653_7654	5	9
chr7	48290000	48310000	chr7	49830000	49860000	7655_7662	1	3
chr7	50450000	50480000	chr7	50640000	50690000	7669_7671	4	9
chr7	50450000	50480000	chr7	51040000	51070000	7669_7674	1	3
chr7	50450000	50480000	chr7	51130000	51170000	7669_7676	5	10
chr7	50640000	50690000	chr7	51130000	51170000	7671_7676	2	6
chr1	107260000	107290000	chr1	107740000	107760000	767_771	3	6
chr7	54750000	54800000	chr7	55230000	55290000	7686_7691	5	12
chr7	54750000	54800000	chr7	55390000	55420000	7686_7692	1	4
chr7	54860000	54890000	chr7	55230000	55290000	7687_7691	2	7
chr7	55230000	55290000	chr7	55390000	55420000	7691_7692	5	8
chr1	107520000	107550000	chr1	107740000	107760000	769_771	2	5
chr7	64170000	64190000	chr7	64600000	64640000	7700_7706	1	4
chr7	64310000	64340000	chr7	64600000	64640000	7703_7706	1	7
chr7	64940000	64970000	chr7	65290000	65330000	7707_7708	4	6
chr7	66540000	66570000	chr7	66960000	67010000	7718_7725	1	3
chr1	107770000	107800000	chr1	108110000	108130000	772_775	5	12
chr1	108510000	108520000	chr1	108640000	108660000	776_777	2	3
chr7	70020000	70070000	chr7	70660000	70720000	7774_7785	1	5
chr7	70180000	70210000	chr7	70660000	70720000	7777_7785	3	9
chr7	70820000	70870000	chr7	71090000	71150000	7787_7792	1	3
chr7	70820000	70870000	chr7	71700000	71760000	7787_7803	5	12
chr7	71090000	71150000	chr7	71700000	71760000	7792_7803	3	6
chr1	109250000	109280000	chr1	109390000	109420000	780_781	5	10
chr7	73590000	73630000	chr7	73710000	73740000	7811_7812	5	7
chr7	73590000	73630000	chr7	73840000	73890000	7811_7813	2	4
chr7	73840000	73890000	chr7	74010000	74040000	7813_7814	2	9
chr7	74050000	74090000	chr7	74380000	74410000	7815_7817	3	8
chr7	74200000	74220000	chr7	74380000	74410000	7816_7817	5	12
chr7	74420000	74440000	chr7	74540000	74580000	7818_7819	5	8
chr7	74420000	74440000	chr7	74670000	74710000	7818_7820	2	3
chr7	75860000	75890000	chr7	76000000	76030000	7827_7828	5	9
chr7	76170000	76190000	chr7	76260000	76300000	7830_7831	2	3
chr7	77410000	77440000	chr7	77750000	77770000	7835_7838	1	4
chr7	77650000	77670000	chr7	77750000	77770000	7837_7838	4	8
chr1	109630000	109660000	chr1	109760000	109790000	783_784	4	6
chr7	80050000	80120000	chr7	80390000	80450000	7856_7859	4	11
chr7	80390000	80450000	chr7	80640000	80670000	7859_7861	4	9
chr7	80760000	80820000	chr7	81430000	81470000	7862_7867	2	7
chr7	80910000	80940000	chr7	81430000	81470000	7864_7867	4	10
chr7	81480000	81530000	chr7	81970000	82070000	7868_7872	1	12
chr7	81480000	81530000	chr7	82560000	82610000	7868_7875	2	3
chr7	81480000	81530000	chr7	82710000	82730000	7868_7876	1	4
chr7	81970000	82070000	chr7	82560000	82610000	7872_7875	2	6
chr7	81970000	82070000	chr7	82710000	82730000	7872_7876	1	7
chr7	82210000	82250000	chr7	82460000	82500000	7873_7874	1	3
chr7	82790000	82830000	chr7	83250000	83290000	7877_7880	4	7
chr1	110180000	110220000	chr1	110310000	110320000	787_788	5	12
chr1	110180000	110220000	chr1	110450000	110500000	787_789	5	11
chr7	83400000	83430000	chr7	83640000	83670000	7882_7883	5	10
chr7	83930000	83950000	chr7	85010000	85060000	7885_7890	2	3
chr7	85010000	85060000	chr7	85440000	85480000	7890_7894	4	5
chr7	85010000	85060000	chr7	85540000	85570000	7890_7896	4	8
chr7	85010000	85060000	chr7	85830000	85860000	7890_7898	1	9
chr1	8910000	8930000	chr1	9090000	9110000	78_80	3	6
chr7	86920000	86950000	chr7	87130000	87160000	7903_7904	4	9
chr7	86920000	86950000	chr7	87220000	87250000	7903_7905	4	7
chr7	87300000	87320000	chr7	87410000	87430000	7906_7907	4	11
chr7	88230000	88250000	chr7	88350000	88380000	7912_7913	1	7
chr1	110610000	110640000	chr1	110760000	110780000	791_792	4	11
chr7	90540000	90560000	chr7	91020000	91060000	7925_7928	1	5
chr7	91070000	91110000	chr7	91620000	91650000	7929_7933	2	4
chr7	91070000	91110000	chr7	91770000	91820000	7929_7934	4	11
chr7	92600000	92640000	chr7	92820000	92870000	7939_7942	3	6
chr7	92600000	92640000	chr7	93030000	93070000	7939_7944	5	8
chr1	111210000	111230000	chr1	111380000	111420000	793_795	5	8
chr7	92680000	92710000	chr7	92820000	92870000	7941_7942	2	4
chr7	94430000	94460000	chr7	95460000	95490000	7956_7965	3	7
chr7	95520000	95540000	chr7	95680000	95690000	7966_7967	5	12
chr7	95710000	95740000	chr7	95860000	95930000	7968_7970	2	6
chr1	111470000	111510000	chr1	111650000	111670000	796_798	2	11
chr1	111470000	111510000	chr1	111750000	111770000	796_801	5	9
chr7	95860000	95930000	chr7	97010000	97070000	7970_7976	5	8
chr7	96060000	96090000	chr7	97010000	97070000	7971_7976	5	9
chr7	96400000	96440000	chr7	97010000	97070000	7973_7976	5	9
chr7	97100000	97140000	chr7	97820000	97850000	7977_7979	4	5
chr7	97490000	97510000	chr7	97820000	97850000	7978_7979	1	5
chr7	98010000	98030000	chr7	98150000	98180000	7980_7981	5	7
chr7	98290000	98320000	chr7	98390000	98410000	7983_7984	2	7
chr7	98290000	98320000	chr7	98830000	98860000	7983_7987	4	6
chr7	98420000	98450000	chr7	98740000	98760000	7985_7986	1	7
chr7	98420000	98450000	chr7	98830000	98860000	7985_7987	5	12
chr7	99030000	99050000	chr7	99290000	99360000	7991_7994	5	12
chr7	100450000	100480000	chr7	100560000	100590000	8002_8003	4	9
chr7	100450000	100480000	chr7	100680000	100720000	8002_8005	5	9
chr7	100450000	100480000	chr7	100840000	100880000	8002_8006	2	3
chr7	100560000	100590000	chr7	100680000	100720000	8003_8005	4	8
chr7	100680000	100720000	chr7	100840000	100880000	8005_8006	3	3
chr7	100890000	100910000	chr7	101060000	101070000	8007_8008	4	6
chr7	101540000	101590000	chr7	102220000	102300000	8011_8019	6	11
chr7	101680000	101700000	chr7	102220000	102300000	8014_8019	5	10
chr7	101790000	101830000	chr7	102220000	102300000	8016_8019	4	6
chr7	103560000	103590000	chr7	104140000	104180000	8024_8026	1	4
chr7	104220000	104280000	chr7	104840000	104880000	8027_8029	3	6
chr1	111780000	111800000	chr1	111990000	112010000	802_805	3	2
chr1	111780000	111800000	chr1	112330000	112360000	802_806	3	2
chr7	105640000	105660000	chr7	106020000	106060000	8037_8041	4	5
chr7	105750000	105780000	chr7	106020000	106060000	8039_8041	4	5
chr7	106020000	106060000	chr7	106130000	106200000	8041_8042	5	9
chr7	106130000	106200000	chr7	106430000	106470000	8042_8046	5	11
chr7	106130000	106200000	chr7	106730000	106750000	8042_8050	4	3
chr7	106780000	106810000	chr7	107120000	107160000	8051_8053	4	7
chr7	106930000	106960000	chr7	107120000	107160000	8052_8053	5	6
chr7	107170000	107230000	chr7	107710000	107760000	8054_8059	4	3
chr7	107430000	107480000	chr7	107710000	107760000	8056_8059	4	4
chr7	107710000	107760000	chr7	107860000	107900000	8059_8060	5	7
chr7	107860000	107900000	chr7	108130000	108150000	8060_8061	2	3
chr7	108170000	108190000	chr7	108460000	108490000	8062_8065	4	9
chr7	111080000	111100000	chr7	111480000	111500000	8074_8075	2	4
chr7	111740000	111770000	chr7	111850000	111870000	8077_8078	2	3
chr7	111740000	111770000	chr7	112390000	112420000	8077_8081	3	6
chr7	111740000	111770000	chr7	112480000	112510000	8077_8083	4	4
chr1	112380000	112400000	chr1	112680000	112740000	807_811	2	6
chr7	112540000	112570000	chr7	113400000	113440000	8084_8088	4	4
chr7	116140000	116190000	chr7	116560000	116620000	8094_8098	1	3
chr7	116140000	116190000	chr7	116800000	116830000	8094_8100	2	6
chr7	116250000	116280000	chr7	116520000	116530000	8095_8096	2	3
chr7	116250000	116280000	chr7	116560000	116620000	8095_8098	5	8
chr7	116250000	116280000	chr7	116800000	116830000	8095_8100	4	8
chr7	116560000	116620000	chr7	116800000	116830000	8098_8100	3	6
chr7	116950000	116990000	chr7	117120000	117140000	8102_8103	5	9
chr7	117430000	117470000	chr7	117690000	117720000	8107_8108	4	8
chr7	117730000	117760000	chr7	118100000	118150000	8109_8111	4	6
chr7	118900000	118940000	chr7	119170000	119200000	8115_8117	2	6
chr1	112680000	112740000	chr1	113020000	113070000	811_816	2	9
chr7	120790000	120820000	chr7	120920000	120950000	8121_8122	2	4
chr7	120970000	121000000	chr7	121080000	121100000	8123_8124	5	7
chr7	121360000	121390000	chr7	121540000	121560000	8127_8128	5	8
chr7	122210000	122240000	chr7	122510000	122540000	8133_8134	2	5
chr7	124140000	124180000	chr7	124780000	124800000	8147_8148	1	5
chr7	127690000	127730000	chr7	128200000	128220000	8158_8162	5	8
chr1	112870000	112890000	chr1	113020000	113070000	815_816	5	8
chr7	128470000	128490000	chr7	128870000	128890000	8163_8166	2	3
chr7	128900000	128920000	chr7	129080000	129100000	8167_8168	4	6
chr7	129650000	129680000	chr7	129990000	130020000	8173_8177	4	10
chr7	129800000	129830000	chr7	129990000	130020000	8174_8177	3	8
chr7	130040000	130100000	chr7	130710000	130770000	8178_8181	5	8
chr7	130230000	130250000	chr7	130710000	130770000	8179_8181	1	4
chr1	113120000	113160000	chr1	113660000	113700000	817_822	5	11
chr7	130880000	130910000	chr7	131000000	131040000	8183_8184	3	7
chr7	131050000	131110000	chr7	131300000	131320000	8185_8186	2	7
chr7	131050000	131110000	chr7	131410000	131430000	8185_8187	2	5
chr7	131500000	131520000	chr7	131640000	131660000	8188_8189	5	9
chr7	131690000	131720000	chr7	132560000	132610000	8190_8198	1	3
chr7	131940000	131970000	chr7	132240000	132290000	8193_8196	1	6
chr7	132310000	132330000	chr7	132560000	132610000	8197_8198	5	11
chr1	9260000	9290000	chr1	9460000	9490000	81_82	5	11
chr7	134430000	134450000	chr7	134590000	134610000	8201_8203	1	3
chr7	134620000	134710000	chr7	134940000	135000000	8204_8207	4	8
chr7	134620000	134710000	chr7	135150000	135190000	8204_8208	5	7
chr7	134940000	135000000	chr7	135150000	135190000	8207_8208	4	7
chr7	135270000	135300000	chr7	135540000	135600000	8209_8210	4	6
chr7	135270000	135300000	chr7	135630000	135640000	8209_8212	3	2
chr7	135660000	135690000	chr7	135980000	136020000	8213_8215	5	8
chr7	135790000	135820000	chr7	135980000	136020000	8214_8215	5	11
chr7	137640000	137670000	chr7	137870000	137920000	8220_8222	4	9
chr7	137640000	137670000	chr7	138000000	138040000	8220_8223	4	6
chr7	137870000	137920000	chr7	138000000	138040000	8222_8223	4	10
chr7	138140000	138170000	chr7	138720000	138770000	8225_8228	4	12
chr7	139470000	139530000	chr7	139980000	140010000	8230_8234	4	8
chr7	139610000	139650000	chr7	139980000	140010000	8231_8234	5	12
chr7	139760000	139790000	chr7	139980000	140010000	8233_8234	3	6
chr7	140170000	140190000	chr7	140310000	140340000	8238_8239	3	1
chr7	140500000	140530000	chr7	140640000	140660000	8241_8242	5	11
chr7	140800000	140830000	chr7	140990000	141030000	8247_8248	5	5
chr7	140990000	141030000	chr7	141520000	141550000	8248_8252	3	1
chr7	141040000	141080000	chr7	141520000	141550000	8249_8252	2	4
chr7	141960000	141990000	chr7	142170000	142200000	8256_8257	4	11
chr7	142610000	142660000	chr7	142780000	142800000	8259_8260	5	9
chr1	113970000	114000000	chr1	114260000	114300000	825_826	5	10
chr7	142840000	142880000	chr7	142990000	143020000	8261_8262	2	3
chr7	142840000	142880000	chr7	143200000	143230000	8261_8263	3	6
chr7	142990000	143020000	chr7	143200000	143230000	8262_8263	5	12
chr7	148270000	148290000	chr7	148470000	148490000	8272_8273	3	9
chr7	148500000	148510000	chr7	148950000	148980000	8274_8277	3	2
chr7	148550000	148590000	chr7	148950000	148980000	8275_8277	5	8
chr7	150440000	150460000	chr7	150730000	150760000	8282_8283	5	7
chr7	152330000	152350000	chr7	152680000	152720000	8298_8300	2	6
chr7	152440000	152460000	chr7	152680000	152720000	8299_8300	1	3
chr1	114960000	114990000	chr1	115110000	115120000	829_831	4	4
chr7	154900000	154930000	chr7	155330000	155370000	8305_8307	5	7
chr7	155170000	155200000	chr7	155330000	155370000	8306_8307	4	7
chr7	155580000	155610000	chr7	155740000	155760000	8309_8310	5	10
chr7	155790000	155830000	chr7	156460000	156490000	8311_8315	5	10
chr7	155790000	155830000	chr7	156740000	156830000	8311_8322	6	13
chr7	156940000	157010000	chr7	157230000	157260000	8323_8326	4	6
chr1	115130000	115150000	chr1	115460000	115480000	832_833	4	12
chr1	115130000	115150000	chr1	115570000	115630000	832_834	5	10
chr8	1880000	1900000	chr8	2010000	2040000	8344_8345	5	11
chr1	115570000	115630000	chr1	115760000	115820000	834_835	2	10
chr8	4820000	4850000	chr8	4980000	5010000	8354_8355	1	8
chr1	115760000	115820000	chr1	115960000	116000000	835_836	3	10
chr1	115760000	115820000	chr1	116480000	116520000	835_842	1	3
chr8	6410000	6440000	chr8	6560000	6600000	8363_8364	3	6
chr8	6410000	6440000	chr8	6680000	6700000	8363_8365	4	12
chr8	6410000	6440000	chr8	6770000	6800000	8363_8366	5	12
chr8	8250000	8280000	chr8	8630000	8680000	8367_8369	4	6
chr8	8380000	8400000	chr8	8630000	8680000	8368_8369	1	4
chr8	8750000	8790000	chr8	8970000	9010000	8372_8376	5	11
chr8	9030000	9060000	chr8	9140000	9180000	8377_8379	4	9
chr8	9030000	9060000	chr8	9320000	9390000	8377_8381	2	4
chr8	9320000	9390000	chr8	9800000	9850000	8381_8384	5	3
chr8	10020000	10050000	chr8	10320000	10350000	8385_8387	5	10
chr1	116130000	116160000	chr1	116320000	116390000	838_840	3	7
chr1	116130000	116160000	chr1	116400000	116420000	838_841	1	3
chr1	116130000	116160000	chr1	116480000	116520000	838_842	5	12
chr8	10570000	10590000	chr8	10810000	10830000	8390_8391	5	12
chr8	11400000	11440000	chr8	11540000	11580000	8395_8396	5	12
chr8	11400000	11440000	chr8	11720000	11770000	8395_8397	3	7
chr8	11540000	11580000	chr8	11720000	11770000	8396_8397	5	12
chr8	12860000	12890000	chr8	13020000	13060000	8400_8401	5	12
chr8	12860000	12890000	chr8	13630000	13670000	8400_8405	4	7
chr8	13020000	13060000	chr8	13630000	13670000	8401_8405	5	10
chr8	13360000	13400000	chr8	13630000	13670000	8403_8405	5	7
chr8	16810000	16840000	chr8	17110000	17150000	8417_8418	5	7
chr8	17310000	17350000	chr8	17550000	17610000	8419_8423	4	6
chr8	17310000	17350000	chr8	17880000	17920000	8419_8426	1	3
chr8	17550000	17610000	chr8	17690000	17730000	8423_8424	3	7
chr8	17550000	17610000	chr8	17880000	17920000	8423_8426	4	11
chr8	17690000	17730000	chr8	17880000	17920000	8424_8426	4	10
chr8	18120000	18140000	chr8	18780000	18810000	8429_8436	1	3
chr8	18150000	18200000	chr8	18670000	18690000	8430_8434	1	3
chr8	18900000	18930000	chr8	19250000	19300000	8437_8442	5	8
chr8	19340000	19420000	chr8	19750000	19800000	8444_8448	4	8
chr8	19340000	19420000	chr8	19820000	19850000	8444_8449	1	4
chr8	19340000	19420000	chr8	20110000	20140000	8444_8452	4	4
chr8	19860000	19890000	chr8	20110000	20140000	8450_8452	5	12
chr8	20220000	20250000	chr8	20360000	20380000	8453_8454	5	9
chr1	116580000	116590000	chr1	117030000	117080000	845_849	1	3
chr8	21030000	21070000	chr8	21210000	21260000	8461_8463	2	4
chr8	21030000	21070000	chr8	21780000	21800000	8461_8467	4	3
chr8	22400000	22440000	chr8	22560000	22590000	8474_8475	5	11
chr8	22400000	22440000	chr8	22890000	22930000	8474_8478	4	3
chr8	22610000	22670000	chr8	22890000	22930000	8476_8478	5	12
chr8	22610000	22670000	chr8	23000000	23030000	8476_8479	3	11
chr8	22680000	22720000	chr8	22890000	22930000	8477_8478	1	3
chr1	116730000	116750000	chr1	117030000	117080000	847_849	4	10
chr8	23460000	23500000	chr8	23680000	23760000	8485_8487	5	12
chr8	23460000	23500000	chr8	24180000	24230000	8485_8489	1	3
chr8	23580000	23610000	chr8	23680000	23760000	8486_8487	3	4
chr8	23680000	23760000	chr8	24180000	24230000	8487_8489	4	3
chr8	23840000	23870000	chr8	24180000	24230000	8488_8489	3	8
chr1	116840000	116860000	chr1	117030000	117080000	848_849	3	2
chr8	24240000	24260000	chr8	24400000	24420000	8490_8491	4	7
chr8	25160000	25190000	chr8	25450000	25520000	8495_8500	5	4
chr1	117030000	117080000	chr1	117280000	117300000	849_851	3	5
