loop_chr_x	loop_start_x	loop_end_x	loop_chr_y	loop_start_y	loop_end_y	loop_anchor_ID_x	loop_anchor_ID_y	loop_loopID	loop_Loop_Type	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr1	41550000	41600000	chr1	42030000	42050000	386	390	386_390	shared	chr1	41574220	41574721	5.42	5.19	0.23	0.464	0.64
chr1	41550000	41600000	chr1	42110000	42180000	386	391	386_391	shared	chr1	41574220	41574721	5.42	5.19	0.23	0.464	0.64
chr13	75680000	75710000	chr13	76460000	76490000	13018	13020	13018_13020	shared	chr13	75702064	75702565	3.92	4.32	-0.4	0.464	0.641
chr10	61890000	61930000	chr10	62230000	62250000	10376	10379	10376_10379	shared	chr10	61917590	61918091	5.39	5.63	-0.24	0.464	0.641
chr2	30170000	30230000	chr2	30680000	30740000	1813	1820	1813_1820	shared	chr2	30217392	30217893	7.22	7.37	-0.15	0.464	0.641
chr2	30170000	30230000	chr2	31150000	31190000	1813	1822	1813_1822	shared	chr2	30217392	30217893	7.22	7.37	-0.15	0.464	0.641
chr2	30170000	30230000	chr2	31320000	31350000	1813	1824	1813_1824	T2E-specific	chr2	30217392	30217893	7.22	7.37	-0.15	0.464	0.641
chr6	44460000	44510000	chr6	45380000	45440000	6573	6576	6573_6576	shared	chr6	44479088	44479589	4.8	5.03	-0.23	0.464	0.641
chr6	44460000	44510000	chr6	45700000	45750000	6573	6580	6573_6580	shared	chr6	44479088	44479589	4.8	5.03	-0.23	0.464	0.641
chr6	44460000	44510000	chr6	45910000	45950000	6573	6582	6573_6582	shared	chr6	44479088	44479589	4.8	5.03	-0.23	0.464	0.641
chr11	112270000	112310000	chr11	112550000	112610000	11606	11608	11606_11608	shared	chr11	112280173	112280674	5.67	5.45	0.22	0.465	0.641
chr11	112270000	112310000	chr11	113260000	113330000	11606	11612	11606_11612	shared	chr11	112280173	112280674	5.67	5.45	0.22	0.465	0.641
chr2	218270000	218300000	chr2	218370000	218400000	2857	2858	2857_2858	shared	chr2	218292485	218292986	6.42	6.6	-0.18	0.465	0.641
chr1	226620000	226650000	chr1	226730000	226750000	1469	1470	1469_1470	shared	chr1	226626252	226626753	5.45	5.27	0.18	0.465	0.641
chr1	226620000	226650000	chr1	226820000	226840000	1469	1471	1469_1471	shared	chr1	226626252	226626753	5.45	5.27	0.18	0.465	0.641
chr14	91160000	91190000	chr14	91280000	91300000	13630	13631	13630_13631	shared	chr14	91173283	91173784	5.04	5.24	-0.2	0.465	0.641
chr5	91080000	91120000	chr5	91370000	91430000	5631	5634	5631_5634	shared	chr5	91112976	91113477	4.28	3.89	0.39	0.465	0.642
chr3	128300000	128330000	chr3	128480000	128510000	3845	3847	3845_3847	shared	chr3	128321520	128322021	6.01	6.27	-0.26	0.465	0.642
chr13	20940000	20970000	chr13	21100000	21150000	12743	12745	12743_12745	shared	chr13	20960761	20961262	4.38	4.66	-0.28	0.465	0.642
chr13	20940000	20970000	chr13	21460000	21490000	12743	12748	12743_12748	shared	chr13	20960761	20961262	4.38	4.66	-0.28	0.465	0.642
chr16	79580000	79640000	chr16	80070000	80090000	14720	14725	14720_14725	shared	chr16	79610721	79611222	4.21	4.55	-0.34	0.465	0.642
chr7	95520000	95540000	chr7	95680000	95690000	7966	7967	7966_7967	shared	chr7	95527651	95528152	4.92	4.58	0.33	0.465	0.642
chr10	49360000	49420000	chr10	49500000	49530000	10275	10276	10275_10276	shared	chr10	49413918	49414419	3.37	4.22	-0.86	0.465	0.642
chr9	105140000	105190000	chr9	105400000	105430000	9614	9616	9614_9616	shared	chr9	105154138	105154639	4.26	3.94	0.32	0.465	0.642
chr16	72920000	72970000	chr16	73040000	73070000	14680	14681	14680_14681	shared	chr16	72919732	72920233	4.08	4.38	-0.3	0.465	0.642
chr15	90610000	90670000	chr15	90880000	90920000	14196	14198	14196_14198	shared	chr15	90618198	90618699	4.44	4.69	-0.26	0.466	0.642
chr7	97100000	97140000	chr7	97820000	97850000	7977	7979	7977_7979	shared	chr7	97117225	97117726	7.16	7.02	0.13	0.466	0.642
chr8	101280000	101350000	chr8	101610000	101650000	8915	8920	8915_8920	shared	chr8	101279869	101280370	4.74	5.03	-0.29	0.466	0.643
chr8	101280000	101350000	chr8	102180000	102250000	8915	8923	8915_8923	shared	chr8	101279869	101280370	4.74	5.03	-0.29	0.466	0.643
chr16	53750000	53800000	chr16	54920000	54960000	14585	14597	14585_14597	shared	chr16	53780168	53780669	5.61	5.42	0.19	0.467	0.643
chr16	3680000	3720000	chr16	3870000	3890000	14290	14292	14290_14292	shared	chr16	3712946	3713447	4.99	5.32	-0.33	0.467	0.644
chr2	24970000	24990000	chr2	25120000	25150000	1774	1775	1774_1775	shared	chr2	24975658	24976159	4.86	4.65	0.21	0.467	0.644
chr2	232840000	232890000	chr2	233020000	233060000	2992	2995	2992_2995	shared	chr2	232885256	232885757	5.45	5.68	-0.23	0.467	0.644
chr2	232840000	232890000	chr2	233210000	233290000	2992	2996	2992_2996	shared	chr2	232885256	232885757	5.45	5.68	-0.23	0.467	0.644
chr14	49850000	49890000	chr14	50090000	50110000	13317	13319	13317_13319	shared	chr14	49867720	49868221	7.55	7.42	0.13	0.468	0.644
chr17	40000000	40030000	chr17	40160000	40190000	15118	15119	15118_15119	shared	chr17	40018692	40019193	5.03	4.8	0.23	0.468	0.644
chr10	132440000	132480000	chr10	132630000	132650000	10853	10855	10853_10855	shared	chr10	132460735	132461236	4.97	4.72	0.25	0.468	0.645
chr15	92790000	92820000	chr15	92890000	92950000	14212	14213	14212_14213	shared	chr15	92804179	92804680	6.52	6.7	-0.18	0.468	0.645
chr20	20650000	20680000	chr20	20810000	20830000	16385	16387	16385_16387	shared	chr20	20655469	20655970	5.36	5.56	-0.2	0.469	0.645
chr5	95640000	95660000	chr5	95820000	95880000	5643	5645	5643_5645	shared	chr5	95639511	95640012	4.65	4.88	-0.23	0.469	0.645
chr10	102820000	102840000	chr10	103060000	103100000	10651	10653	10651_10653	shared	chr10	102834672	102835173	4.89	5.1	-0.21	0.469	0.645
chr11	113990000	114080000	chr11	114160000	114200000	11618	11619	11618_11619	shared	chr11	113994488	113994989	4.69	4.93	-0.25	0.469	0.645
chr11	113990000	114080000	chr11	114230000	114270000	11618	11620	11618_11620	shared	chr11	113994488	113994989	4.69	4.93	-0.25	0.469	0.645
chr15	71400000	71470000	chr15	71720000	71740000	14053	14056	14053_14056	shared	chr15	71415628	71416129	5.37	5.17	0.2	0.469	0.645
chr9	590000	630000	chr9	740000	800000	9173	9174	9173_9174	shared	chr9	621542	622043	4.62	4.86	-0.25	0.47	0.646
chr17	40390000	40450000	chr17	40540000	40560000	15122	15123	15122_15123	shared	chr17	40417481	40417982	5.97	5.78	0.19	0.47	0.646
chr3	69130000	69180000	chr3	69290000	69330000	3573	3574	3573_3574	shared	chr3	69171429	69171930	4.73	4.99	-0.25	0.47	0.646
chr3	69130000	69180000	chr3	69410000	69450000	3573	3575	3573_3575	shared	chr3	69171429	69171930	4.73	4.99	-0.25	0.47	0.646
chr3	69130000	69180000	chr3	69660000	69700000	3573	3576	3573_3576	shared	chr3	69171429	69171930	4.73	4.99	-0.25	0.47	0.646
chr2	233210000	233290000	chr2	233430000	233480000	2996	2998	2996_2998	shared	chr2	233271772	233272273	5.63	5.87	-0.24	0.47	0.646
chr8	38170000	38210000	chr8	38380000	38430000	8581	8583	8581_8583	shared	chr8	38183102	38183603	4.03	4.37	-0.34	0.47	0.646
chr8	38170000	38210000	chr8	38700000	38730000	8581	8585	8581_8585	shared	chr8	38183102	38183603	4.03	4.37	-0.34	0.47	0.646
chrX	12940000	12990000	chrX	13470000	13520000	17330	17337	17330_17337	shared	chrX	12947156	12947657	5.58	5.78	-0.2	0.47	0.646
chr20	57580000	57660000	chr20	58070000	58110000	16719	16725	16719_16725	shared	chr20	57622783	57623284	4.97	4.74	0.22	0.47	0.646
chr20	57580000	57660000	chr20	58170000	58260000	16719	16726	16719_16726	shared	chr20	57622783	57623284	4.97	4.74	0.22	0.47	0.646
chr1	39070000	39120000	chr1	39250000	39280000	361	362	361_362	shared	chr1	39089504	39090005	4.76	4.44	0.31	0.471	0.647
chr17	4710000	4750000	chr17	4880000	4900000	14834	14836	14834_14836	shared	chr17	4731279	4731780	7.22	7.09	0.14	0.471	0.647
chr13	49940000	50000000	chr13	50510000	50550000	12975	12979	12975_12979	shared	chr13	49972409	49972910	5.31	5.5	-0.2	0.471	0.647
chr13	49940000	50000000	chr13	50780000	50810000	12975	12980	12975_12980	shared	chr13	49972409	49972910	5.31	5.5	-0.2	0.471	0.647
chr13	49940000	50000000	chr13	50900000	50930000	12975	12981	12975_12981	shared	chr13	49972409	49972910	5.31	5.5	-0.2	0.471	0.647
chr13	49940000	50000000	chr13	51060000	51080000	12975	12982	12975_12982	shared	chr13	49972409	49972910	5.31	5.5	-0.2	0.471	0.647
chr6	29700000	29740000	chr6	29830000	29860000	6442	6443	6442_6443	shared	chr6	29706438	29706939	4.21	4.49	-0.28	0.471	0.647
chr6	29700000	29740000	chr6	30010000	30030000	6442	6444	6442_6444	shared	chr6	29706438	29706939	4.21	4.49	-0.28	0.471	0.647
chr15	96320000	96390000	chr15	96870000	96910000	14240	14241	14240_14241	shared	chr15	96328246	96328747	5.19	4.99	0.21	0.472	0.647
chr5	158030000	158090000	chr5	159090000	159170000	6011	6018	6011_6018	shared	chr5	158075406	158075907	5.36	5.11	0.25	0.472	0.647
chr7	5220000	5250000	chr7	5450000	5500000	7340	7342	7340_7342	shared	chr7	5248392	5248893	5.02	4.75	0.27	0.472	0.647
chr13	51890000	51940000	chr13	52110000	52150000	12991	12993	12991_12993	shared	chr13	51911993	51912494	5.56	5.34	0.23	0.472	0.648
chr17	67360000	67390000	chr17	67460000	67490000	15328	15329	15328_15329	shared	chr17	67369426	67369927	5.8	5.98	-0.19	0.472	0.648
chr17	67360000	67390000	chr17	67600000	67630000	15328	15330	15328_15330	shared	chr17	67369426	67369927	5.8	5.98	-0.19	0.472	0.648
chr17	67360000	67390000	chr17	67680000	67710000	15328	15331	15328_15331	shared	chr17	67369426	67369927	5.8	5.98	-0.19	0.472	0.648
chr6	41430000	41480000	chr6	41580000	41610000	6538	6539	6538_6539	shared	chr6	41434763	41435264	4.7	4.44	0.26	0.472	0.648
chr11	57450000	57470000	chr11	57630000	57680000	11250	11254	11250_11254	shared	chr11	57456959	57457460	4.58	4.25	0.33	0.472	0.648
chr8	42350000	42440000	chr8	42670000	42680000	8609	8611	8609_8611	shared	chr8	42412788	42413289	5.3	5.04	0.26	0.472	0.648
chr8	42350000	42440000	chr8	42790000	42820000	8609	8613	8609_8613	shared	chr8	42412788	42413289	5.3	5.04	0.26	0.472	0.648
chr16	31130000	31220000	chr16	31420000	31510000	14514	14519	14514_14519	shared	chr16	31182288	31182789	5.12	5.31	-0.19	0.473	0.648
chr20	20650000	20680000	chr20	20810000	20830000	16385	16387	16385_16387	shared	chr20	20665081	20665582	4.73	4.98	-0.25	0.473	0.648
chr1	178490000	178560000	chr1	178740000	178780000	1153	1155	1153_1155	shared	chr1	178542070	178542571	7.33	7.18	0.14	0.473	0.648
chr1	178490000	178560000	chr1	178980000	179020000	1153	1158	1153_1158	shared	chr1	178542070	178542571	7.33	7.18	0.14	0.473	0.648
chr17	57850000	57880000	chr17	57980000	58020000	15249	15251	15249_15251	shared	chr17	57861550	57862051	7.17	7	0.17	0.473	0.649
chr17	57850000	57880000	chr17	58090000	58150000	15249	15254	15249_15254	shared	chr17	57861550	57862051	7.17	7	0.17	0.473	0.649
chr2	8510000	8560000	chr2	8670000	8720000	1673	1677	1673_1677	shared	chr2	8550952	8551453	6.44	6.63	-0.19	0.473	0.649
chr16	81370000	81420000	chr16	81710000	81750000	14735	14738	14735_14738	shared	chr16	81383436	81383937	4.64	4.9	-0.26	0.473	0.649
chr10	62010000	62060000	chr10	62230000	62250000	10377	10379	10377_10379	shared	chr10	62018431	62018932	6.03	6.22	-0.19	0.474	0.649
chr11	10770000	10800000	chr11	11010000	11050000	10945	10948	10945_10948	shared	chr11	10777832	10778333	4.88	4.65	0.23	0.474	0.649
chr11	10770000	10800000	chr11	11750000	11820000	10945	10958	10945_10958	shared	chr11	10777832	10778333	4.88	4.65	0.23	0.474	0.649
chr9	137270000	137310000	chr9	137400000	137440000	9895	9896	9895_9896	shared	chr9	137274208	137274709	5.31	5.55	-0.24	0.474	0.649
chr3	100040000	100090000	chr3	100230000	100260000	3687	3688	3687_3688	shared	chr3	100070438	100070939	4.38	4.09	0.29	0.474	0.65
chr1	20190000	20230000	chr1	20470000	20500000	181	183	181_183	shared	chr1	20194818	20195319	5.09	5.33	-0.24	0.474	0.65
chr17	68510000	68560000	chr17	68750000	68790000	15336	15337	15336_15337	shared	chr17	68510561	68511062	4.69	4.93	-0.24	0.475	0.65
chr17	68510000	68560000	chr17	69220000	69250000	15336	15340	15336_15340	shared	chr17	68510561	68511062	4.69	4.93	-0.24	0.475	0.65
chr12	124340000	124380000	chr12	124740000	124800000	12693	12700	12693_12700	shared	chr12	124355653	124356154	4.81	5.06	-0.25	0.475	0.65
chr7	142990000	143020000	chr7	143200000	143230000	8262	8263	8262_8263	shared	chr7	143003710	143004211	4.24	4.47	-0.23	0.475	0.65
chr5	154600000	154660000	chr5	154800000	154830000	5989	5990	5989_5990	shared	chr5	154654938	154655439	5.09	4.79	0.3	0.475	0.65
chr5	154600000	154660000	chr5	154900000	154930000	5989	5991	5989_5991	shared	chr5	154654938	154655439	5.09	4.79	0.3	0.475	0.65
chr14	68230000	68270000	chr14	68780000	68850000	13485	13495	13485_13495	shared	chr14	68233874	68234375	4.5	4.22	0.28	0.475	0.65
chr6	15230000	15280000	chr6	15420000	15510000	6311	6314	6311_6314	shared	chr6	15268812	15269313	5.1	4.89	0.22	0.475	0.65
chr19	30670000	30710000	chr19	32020000	32060000	16070	16082	16070_16082	shared	chr19	30682442	30682943	4.77	4.53	0.23	0.475	0.65
chr19	30670000	30710000	chr19	32210000	32240000	16070	16083	16070_16083	shared	chr19	30682442	30682943	4.77	4.53	0.23	0.475	0.65
chr19	30670000	30710000	chr19	32280000	32340000	16070	16084	16070_16084	shared	chr19	30682442	30682943	4.77	4.53	0.23	0.475	0.65
chr1	178740000	178780000	chr1	178980000	179020000	1155	1158	1155_1158	shared	chr1	178751050	178751551	4.89	5.12	-0.23	0.475	0.65
chr17	860000	880000	chr17	970000	1000000	14799	14800	14799_14800	shared	chr17	864077	864578	4.95	4.7	0.25	0.475	0.65
chr2	173020000	173060000	chr2	173200000	173230000	2583	2584	2583_2584	shared	chr2	173041664	173042165	4.78	4.52	0.25	0.475	0.651
chr2	152160000	152210000	chr2	152600000	152640000	2463	2467	2463_2467	shared	chr2	152165135	152165636	5.28	5.47	-0.19	0.476	0.651
chr7	5220000	5250000	chr7	5450000	5500000	7340	7342	7340_7342	shared	chr7	5237205	5237706	5.89	5.67	0.23	0.476	0.651
chr21	28500000	28520000	chr21	28720000	28760000	16841	16842	16841_16842	shared	chr21	28517067	28517568	4.3	4.59	-0.29	0.476	0.651
chr12	124420000	124460000	chr12	124740000	124800000	12695	12700	12695_12700	shared	chr12	124423063	124423564	7.5	7.31	0.19	0.476	0.651
chr9	94770000	94800000	chr9	95090000	95160000	9531	9534	9531_9534	shared	chr9	94772270	94772771	4.68	4.93	-0.25	0.476	0.651
chr6	35510000	35570000	chr6	35720000	35770000	6487	6489	6487_6489	shared	chr6	35522902	35523403	6.44	6.64	-0.21	0.476	0.651
chr7	137870000	137920000	chr7	138000000	138040000	8222	8223	8222_8223	shared	chr7	137903768	137904269	5.22	5.44	-0.22	0.477	0.651
chr4	2750000	2790000	chr4	2920000	2950000	4333	4334	4333_4334	shared	chr4	2756459	2756960	6.01	5.8	0.21	0.477	0.652
chr6	7220000	7300000	chr6	7570000	7630000	6231	6234	6231_6234	shared	chr6	7219680	7220181	4.7	4.92	-0.22	0.477	0.652
chr8	22610000	22670000	chr8	22890000	22930000	8476	8478	8476_8478	shared	chr8	22668673	22669174	7.74	7.59	0.15	0.477	0.652
chr8	22610000	22670000	chr8	23000000	23030000	8476	8479	8476_8479	shared	chr8	22668673	22669174	7.74	7.59	0.15	0.477	0.652
chr17	81000000	81020000	chr17	81090000	81120000	15456	15457	15456_15457	shared	chr17	81018184	81018685	7.2	7.06	0.14	0.478	0.653
chr13	42840000	42910000	chr13	43770000	43840000	12915	12921	12915_12921	shared	chr13	42895111	42895612	4.77	5.07	-0.3	0.478	0.653
chr4	37770000	37830000	chr4	38020000	38080000	4481	4482	4481_4482	shared	chr4	37821357	37821858	3.97	3.6	0.38	0.478	0.653
chr15	77180000	77200000	chr15	77530000	77560000	14098	14100	14098_14100	shared	chr15	77187255	77187756	4.94	4.68	0.26	0.478	0.653
chr12	109250000	109270000	chr12	109380000	109400000	12556	12557	12556_12557	shared	chr12	109264366	109264867	5.05	4.76	0.29	0.478	0.653
chr8	60410000	60440000	chr8	60600000	60620000	8699	8702	8699_8702	shared	chr8	60412785	60413286	5.48	5.27	0.21	0.478	0.653
chr8	60410000	60440000	chr8	61010000	61040000	8699	8708	8699_8708	shared	chr8	60412785	60413286	5.48	5.27	0.21	0.478	0.653
chr8	60410000	60440000	chr8	61080000	61110000	8699	8710	8699_8710	shared	chr8	60412785	60413286	5.48	5.27	0.21	0.478	0.653
chr10	45430000	45470000	chr10	45580000	45610000	10249	10250	10249_10250	shared	chr10	45445274	45445775	5.23	5.5	-0.27	0.478	0.653
chr10	15420000	15450000	chr10	15700000	15730000	10033	10036	10033_10036	shared	chr10	15434202	15434703	5.85	6.05	-0.2	0.478	0.653
chr10	15420000	15450000	chr10	15820000	15840000	10033	10037	10033_10037	shared	chr10	15434202	15434703	5.85	6.05	-0.2	0.478	0.653
chr12	132390000	132420000	chr12	132520000	132550000	12730	12731	12730_12731	shared	chr12	132415002	132415503	6.23	6.44	-0.22	0.478	0.653
chr1	11310000	11340000	chr1	11610000	11660000	102	104	102_104	shared	chr1	11314962	11315463	5.24	5.01	0.22	0.478	0.653
chr1	10500000	10530000	chr1	10640000	10690000	91	92	91_92	shared	chr1	10529775	10530276	4.65	4.38	0.26	0.479	0.653
chr1	10500000	10530000	chr1	10770000	10810000	91	93	91_93	shared	chr1	10529775	10530276	4.65	4.38	0.26	0.479	0.653
chr1	10500000	10530000	chr1	10860000	10890000	91	95	91_95	shared	chr1	10529775	10530276	4.65	4.38	0.26	0.479	0.653
chr1	10500000	10530000	chr1	10920000	10970000	91	97	91_97	shared	chr1	10529775	10530276	4.65	4.38	0.26	0.479	0.653
chr3	52840000	52870000	chr3	53060000	53090000	3439	3440	3439_3440	shared	chr3	52844633	52845134	4.73	4.5	0.23	0.479	0.653
chr15	90310000	90340000	chr15	90470000	90490000	14192	14194	14192_14194	shared	chr15	90315674	90316175	6	6.15	-0.15	0.479	0.653
chr14	61440000	61500000	chr14	61700000	61750000	13406	13410	13406_13410	shared	chr14	61441132	61441633	4.46	4.74	-0.28	0.479	0.653
chr14	61440000	61500000	chr14	61820000	61850000	13406	13413	13406_13413	shared	chr14	61441132	61441633	4.46	4.74	-0.28	0.479	0.653
chr8	125100000	125150000	chr8	125420000	125450000	9059	9061	9059_9061	shared	chr8	125122510	125123011	5.12	5.32	-0.2	0.479	0.654
chr8	125100000	125150000	chr8	125630000	125670000	9059	9063	9059_9063	shared	chr8	125122510	125123011	5.12	5.32	-0.2	0.479	0.654
chr8	125100000	125150000	chr8	125690000	125710000	9059	9064	9059_9064	shared	chr8	125122510	125123011	5.12	5.32	-0.2	0.479	0.654
chr7	37900000	37920000	chr7	38190000	38240000	7562	7565	7562_7565	shared	chr7	37919321	37919822	4.46	4.71	-0.25	0.479	0.654
chr10	62010000	62060000	chr10	62230000	62250000	10377	10379	10377_10379	shared	chr10	62028847	62029348	4.26	3.94	0.31	0.479	0.654
chr1	58720000	58810000	chr1	59050000	59090000	534	536	534_536	shared	chr1	58773090	58773591	7.11	6.95	0.17	0.479	0.654
chr1	58720000	58810000	chr1	59680000	59780000	534	542	534_542	shared	chr1	58773090	58773591	7.11	6.95	0.17	0.479	0.654
chr19	18560000	18610000	chr19	18840000	18910000	16040	16042	16040_16042	shared	chr19	18588861	18589362	7.18	7.03	0.15	0.48	0.654
chr17	44900000	44930000	chr17	45010000	45030000	15157	15158	15157_15158	shared	chr17	44924255	44924756	4.42	4.15	0.27	0.48	0.654
chr17	44900000	44930000	chr17	45090000	45120000	15157	15159	15157_15159	shared	chr17	44924255	44924756	4.42	4.15	0.27	0.48	0.654
chr12	108620000	108670000	chr12	108790000	108820000	12548	12549	12548_12549	shared	chr12	108665379	108665880	5.44	5.26	0.18	0.48	0.654
chr12	53980000	54030000	chr12	54190000	54250000	12189	12190	12189_12190	shared	chr12	54017999	54018500	6.93	6.72	0.21	0.48	0.655
chr3	55470000	55510000	chr3	55710000	55750000	3460	3462	3460_3462	shared	chr3	55491622	55492123	5.29	5.04	0.24	0.48	0.655
chr3	55470000	55510000	chr3	55880000	55910000	3460	3463	3460_3463	shared	chr3	55491622	55492123	5.29	5.04	0.24	0.48	0.655
chr3	55470000	55510000	chr3	56230000	56260000	3460	3466	3460_3466	shared	chr3	55491622	55492123	5.29	5.04	0.24	0.48	0.655
chr12	53980000	54030000	chr12	54190000	54250000	12189	12190	12189_12190	shared	chr12	54021585	54022086	5.29	5.04	0.26	0.481	0.655
chr16	3960000	4000000	chr16	4250000	4270000	14293	14296	14293_14296	shared	chr16	3983074	3983575	5.56	5.36	0.2	0.481	0.656
chr16	3960000	4000000	chr16	4310000	4350000	14293	14298	14293_14298	shared	chr16	3983074	3983575	5.56	5.36	0.2	0.481	0.656
chr4	7180000	7210000	chr4	7700000	7730000	4356	4360	4356_4360	shared	chr4	7200758	7201259	4.89	4.65	0.24	0.481	0.656
chr18	74320000	74370000	chr18	74470000	74480000	15862	15863	15862_15863	shared	chr18	74368926	74369427	5.61	5.42	0.19	0.481	0.656
chr18	74320000	74370000	chr18	74540000	74560000	15862	15864	15862_15864	shared	chr18	74368926	74369427	5.61	5.42	0.19	0.481	0.656
chr4	94610000	94650000	chr4	95100000	95120000	4766	4768	4766_4768	shared	chr4	94629075	94629576	5.34	5.58	-0.24	0.481	0.656
chr2	182750000	182780000	chr2	182960000	182980000	2654	2655	2654_2655	shared	chr2	182762097	182762598	4.23	4.5	-0.26	0.482	0.656
chr7	54750000	54800000	chr7	55230000	55290000	7686	7691	7686_7691	shared	chr7	54788783	54789284	4.97	5.18	-0.2	0.482	0.656
chr7	54750000	54800000	chr7	55390000	55420000	7686	7692	7686_7692	shared	chr7	54788783	54789284	4.97	5.18	-0.2	0.482	0.656
chr16	27150000	27210000	chr16	27350000	27380000	14479	14482	14479_14482	shared	chr16	27170937	27171438	4.26	4.56	-0.31	0.482	0.656
chr16	27150000	27210000	chr16	27440000	27460000	14479	14483	14479_14483	shared	chr16	27170937	27171438	4.26	4.56	-0.31	0.482	0.656
chr11	113990000	114080000	chr11	114160000	114200000	11618	11619	11618_11619	shared	chr11	114053184	114053685	3.93	4.3	-0.38	0.482	0.656
chr11	113990000	114080000	chr11	114230000	114270000	11618	11620	11618_11620	shared	chr11	114053184	114053685	3.93	4.3	-0.38	0.482	0.656
chr3	99830000	99850000	chr3	100040000	100090000	3686	3687	3686_3687	shared	chr3	99843690	99844191	5.98	5.78	0.2	0.482	0.656
chr3	99830000	99850000	chr3	100230000	100260000	3686	3688	3686_3688	shared	chr3	99843690	99844191	5.98	5.78	0.2	0.482	0.656
chr5	59150000	59220000	chr5	59360000	59410000	5403	5404	5403_5404	shared	chr5	59206737	59207238	4.52	4.79	-0.27	0.482	0.656
chr20	57580000	57660000	chr20	58070000	58110000	16719	16725	16719_16725	shared	chr20	57597024	57597525	6.1	5.88	0.22	0.482	0.657
chr20	57580000	57660000	chr20	58170000	58260000	16719	16726	16719_16726	shared	chr20	57597024	57597525	6.1	5.88	0.22	0.482	0.657
chr8	95280000	95320000	chr8	95740000	95770000	8862	8864	8862_8864	shared	chr8	95305088	95305589	4.87	5.08	-0.21	0.482	0.657
chr3	183450000	183490000	chr3	183760000	183780000	4183	4185	4183_4185	shared	chr3	183469273	183469774	5.27	5.46	-0.2	0.483	0.657
chr3	183450000	183490000	chr3	183850000	183910000	4183	4186	4183_4186	shared	chr3	183469273	183469774	5.27	5.46	-0.2	0.483	0.657
chr12	77040000	77070000	chr12	77680000	77700000	12323	12327	12323_12327	shared	chr12	77065215	77065716	6.55	6.35	0.2	0.483	0.657
chr1	2190000	2220000	chr1	2380000	2400000	8	10	8_10	shared	chr1	2190796	2191297	7.28	7.11	0.17	0.483	0.657
chr20	60040000	60090000	chr20	61860000	61910000	16741	16754	16741_16754	shared	chr20	60087473	60087974	6.32	5.78	0.54	0.483	0.657
chr2	217780000	217800000	chr2	217880000	217900000	2851	2852	2851_2852	shared	chr2	217785604	217786105	4.95	4.7	0.25	0.483	0.657
chr2	217780000	217800000	chr2	218030000	218070000	2851	2854	2851_2854	shared	chr2	217785604	217786105	4.95	4.7	0.25	0.483	0.657
chr11	62380000	62430000	chr11	62540000	62570000	11299	11300	11299_11300	shared	chr11	62384128	62384629	3.82	4.17	-0.35	0.483	0.657
chr1	172390000	172470000	chr1	172700000	172770000	1112	1116	1112_1116	shared	chr1	172431863	172432364	5.77	5.61	0.16	0.483	0.657
chr5	73900000	73920000	chr5	74620000	74660000	5524	5535	5524_5535	shared	chr5	73913336	73913837	5.42	5.63	-0.21	0.483	0.657
chr11	2520000	2560000	chr11	2860000	2900000	10875	10878	10875_10878	shared	chr11	2532921	2533422	5.55	5.35	0.2	0.483	0.657
chr10	13760000	13810000	chr10	14070000	14110000	10019	10023	10019_10023	shared	chr10	13803766	13804267	5.33	5.1	0.23	0.484	0.658
chr10	13760000	13810000	chr10	14180000	14220000	10019	10024	10019_10024	shared	chr10	13803766	13804267	5.33	5.1	0.23	0.484	0.658
chr10	13760000	13810000	chr10	14450000	14530000	10019	10025	10019_10025	shared	chr10	13803766	13804267	5.33	5.1	0.23	0.484	0.658
chr4	76720000	76790000	chr4	77190000	77240000	4635	4642	4635_4642	shared	chr4	76752829	76753330	4.85	5.11	-0.26	0.484	0.658
chr5	79540000	79570000	chr5	79840000	79870000	5574	5577	5574_5577	shared	chr5	79547433	79547934	5.34	5.55	-0.21	0.484	0.658
chr5	79540000	79570000	chr5	80060000	80130000	5574	5579	5574_5579	shared	chr5	79547433	79547934	5.34	5.55	-0.21	0.484	0.658
chr12	52850000	52900000	chr12	52960000	53010000	12178	12180	12178_12180	shared	chr12	52895659	52896160	5.17	4.94	0.23	0.484	0.658
chr3	15800000	15840000	chr3	16160000	16200000	3175	3177	3175_3177	shared	chr3	15811245	15812239	5.35	5.53	-0.19	0.484	0.658
chr3	15800000	15840000	chr3	16240000	16260000	3175	3179	3175_3179	shared	chr3	15811245	15812239	5.35	5.53	-0.19	0.484	0.658
chr5	93570000	93600000	chr5	93780000	93810000	5636	5637	5636_5637	shared	chr5	93576525	93577026	4.72	4.46	0.27	0.484	0.658
chr16	20830000	20860000	chr16	21070000	21090000	14407	14408	14407_14408	shared	chr16	20850875	20851376	5.07	4.85	0.21	0.484	0.658
chr1	66220000	66270000	chr1	66430000	66480000	592	594	592_594	shared	chr1	66262118	66262619	5.14	4.89	0.25	0.485	0.658
chr9	121210000	121230000	chr9	121380000	121410000	9746	9748	9746_9748	shared	chr9	121212965	121213466	5.6	5.77	-0.16	0.485	0.658
chr9	130450000	130470000	chr9	130660000	130690000	9838	9840	9838_9840	shared	chr9	130461206	130461707	5.03	4.75	0.27	0.485	0.658
