anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr22	30230000	30280000	17096	chr22	30235675	30236176	5.22	4.13	1.09	0.00331	0.0317
chr14	22550000	22580000	13174	chr14	22555882	22556383	5.65	4.7	0.96	0.00331	0.0317
chr2	203790000	203830000	2768	chr2	203809335	203809836	4.06	5.3	-1.23	0.00331	0.0317
chr20	38640000	38660000	16530	chr20	38650673	38651174	3.39	5.05	-1.66	0.00332	0.0318
chr12	114630000	114700000	12601	chr12	114677552	114678053	6.2	6.92	-0.72	0.00332	0.0318
chr18	13610000	13650000	15601	chr18	13619519	13620020	4.91	3.53	1.38	0.00333	0.0318
chr1	182380000	182450000	1187	chr1	182391851	182392352	7.84	7.31	0.53	0.00333	0.0319
chr2	99480000	99500000	2223	chr2	99483915	99484416	4.37	5.31	-0.95	0.00333	0.0319
chr6	149410000	149480000	7173	chr6	149450738	149451239	7.24	6.41	0.82	0.00334	0.0319
chr4	87830000	87880000	4733	chr4	87843650	87844151	4.76	3.66	1.09	0.00334	0.0319
chr7	142840000	142880000	8261	chr7	142862025	142862526	3.59	4.93	-1.34	0.00334	0.0319
chr5	14260000	14310000	5202	chr5	14284613	14285114	5.17	5.95	-0.78	0.00334	0.0319
chr14	101770000	101800000	13719	chr14	101792103	101792604	4.94	5.74	-0.8	0.00335	0.0319
chr16	57290000	57310000	14611	chr16	57304425	57304926	5.9	5.03	0.87	0.00335	0.0319
chr10	12650000	12770000	10006	chr10	12720506	12721007	5.79	5.02	0.76	0.00335	0.0319
chr9	116110000	116170000	9711	chr9	116153854	116154355	5.57	4.79	0.79	0.00335	0.0319
chr15	93020000	93100000	14216	chr15	93088529	93089030	6.59	5.74	0.85	0.00335	0.0319
chr6	89230000	89260000	6800	chr6	89242265	89242766	3.56	4.81	-1.25	0.00335	0.032
chr10	88370000	88410000	10542	chr10	88386649	88387150	5.02	5.82	-0.8	0.00336	0.032
chr14	69580000	69600000	13500	chr14	69580140	69580641	5.77	4.94	0.83	0.00336	0.032
chr20	53520000	53600000	16682	chr20	53593131	53593632	8.05	7.42	0.63	0.00336	0.032
chr20	47760000	47800000	16627	chr20	47772172	47772673	4.31	2.8	1.51	0.00336	0.032
chr10	75900000	75930000	10466	chr10	75904156	75904657	4.49	5.48	-0.99	0.00336	0.032
chr15	89740000	89760000	14186	chr15	89740020	89740521	5.08	6.01	-0.93	0.00337	0.032
chr1	19900000	19960000	178	chr1	19920823	19921324	5.3	4.21	1.09	0.00337	0.0321
chr1	59050000	59090000	536	chr1	59067621	59068122	4.14	5.43	-1.29	0.00337	0.0321
chr17	79970000	80010000	15447	chr17	79996833	79997334	5.38	4.52	0.86	0.00337	0.0321
chr11	8200000	8240000	10916	chr11	8217630	8218131	4.62	2.75	1.87	0.00338	0.0321
chr10	61890000	61930000	10376	chr10	61911669	61912170	4.94	5.84	-0.9	0.00339	0.0322
chr8	22680000	22720000	8477	chr8	22683748	22684249	6.58	7.24	-0.67	0.00339	0.0322
chr2	28380000	28460000	1799	chr2	28408612	28409950	6.18	5.24	0.94	0.0034	0.0322
chr15	73690000	73720000	14071	chr15	73696374	73696875	6.17	5.36	0.81	0.0034	0.0322
chr20	50440000	50500000	16658	chr20	50441248	50441749	5.66	4.71	0.95	0.0034	0.0322
chr2	66560000	66600000	2046	chr2	66581826	66582327	6.67	5.87	0.8	0.0034	0.0322
chr10	45000000	45050000	10244	chr10	45000764	45001265	7.92	7.29	0.64	0.00342	0.0323
chr6	38960000	39000000	6514	chr6	38974727	38975228	4.65	5.52	-0.87	0.00342	0.0323
chr2	237120000	237170000	3035	chr2	237156590	237157091	5.89	5.04	0.85	0.00343	0.0324
chr15	89870000	89910000	14187	chr15	89883290	89883791	3.5	4.79	-1.28	0.00344	0.0324
chr21	38700000	38760000	16914	chr21	38734148	38734649	5.9	4.78	1.11	0.00344	0.0324
chr10	102700000	102740000	10650	chr10	102707698	102708199	3.83	4.96	-1.12	0.00344	0.0324
chr6	159160000	159190000	7250	chr6	159169639	159170140	5.2	3.92	1.29	0.00345	0.0325
chr3	46880000	46910000	3382	chr3	46898549	46899050	5.3	4.2	1.1	0.00345	0.0325
chr10	12650000	12770000	10006	chr10	12703233	12703734	4.65	3.39	1.26	0.00346	0.0326
chr17	39140000	39170000	15111	chr17	39145092	39145593	5.33	4.32	1.01	0.00347	0.0326
chr9	116110000	116170000	9711	chr9	116154523	116155024	6.11	5.22	0.89	0.00347	0.0326
chr17	50830000	50870000	15196	chr17	50856011	50856512	4.28	5.46	-1.17	0.00347	0.0327
chr8	38830000	38860000	8586	chr8	38829702	38830203	5.02	5.97	-0.95	0.00348	0.0327
chr22	30890000	30970000	17103	chr22	30969228	30969729	7.89	7.25	0.65	0.00348	0.0327
chr14	93220000	93240000	13648	chr14	93231238	93231739	5.87	5.08	0.79	0.00348	0.0327
chr10	77150000	77190000	10472	chr10	77185634	77186135	4.22	5.23	-1.01	0.00348	0.0327
chr3	42430000	42450000	3339	chr3	42444009	42444510	4.72	5.82	-1.1	0.00349	0.0327
chr9	90080000	90110000	9492	chr9	90108170	90108671	5.08	5.97	-0.88	0.0035	0.0328
chr8	65820000	65840000	8733	chr8	65836665	65837166	4.73	5.72	-0.99	0.0035	0.0328
chr15	71090000	71130000	14051	chr15	71096985	71097486	5.26	6.21	-0.95	0.00351	0.0328
chr2	165380000	165430000	2533	chr2	165407805	165408306	4.86	3.57	1.3	0.00351	0.0329
chr15	58940000	58990000	13936	chr15	58952128	58952629	4.72	5.66	-0.95	0.00351	0.0329
chr12	108620000	108670000	12548	chr12	108647805	108648306	5.23	4.19	1.04	0.00352	0.0329
chr12	32440000	32480000	12050	chr12	32458039	32458540	4.29	5.22	-0.93	0.00352	0.0329
chr2	20420000	20450000	1751	chr2	20424538	20425039	6.2	5.33	0.87	0.00352	0.0329
chr8	80670000	80710000	8809	chr8	80683076	80683577	5.05	5.82	-0.77	0.00353	0.033
chr17	77230000	77280000	15413	chr17	77234980	77235481	5.39	4.39	0.99	0.00354	0.033
chr2	109110000	109140000	2289	chr2	109126062	109126563	5.18	4.28	0.9	0.00354	0.033
chr6	47030000	47070000	6592	chr6	47044657	47045158	5.53	4.44	1.09	0.00354	0.033
chr17	76850000	76880000	15411	chr17	76868580	76869081	6.27	5.24	1.03	0.00357	0.0332
chr8	18670000	18690000	8434	chr8	18676530	18677031	4.89	5.78	-0.89	0.00357	0.0332
chr11	61450000	61480000	11288	chr11	61453771	61454272	3.13	4.65	-1.52	0.00357	0.0332
chr2	69700000	69740000	2075	chr2	69739650	69740151	4.02	4.98	-0.95	0.00357	0.0332
chr8	23580000	23610000	8486	chr8	23583511	23584012	4.65	5.54	-0.89	0.00358	0.0332
chr17	400000	420000	14796	chr17	410313	410814	7.42	6.74	0.68	0.00358	0.0333
chr9	98980000	99010000	9572	chr9	98993396	98993897	4.89	3.53	1.37	0.00358	0.0333
chr7	106430000	106470000	8046	chr7	106429770	106430271	5.37	4.54	0.83	0.00359	0.0333
chr1	21230000	21270000	193	chr1	21254440	21254941	6.54	5.81	0.73	0.0036	0.0334
chr6	36710000	36780000	6496	chr6	36753328	36753829	5.09	4.05	1.03	0.00361	0.0334
chr3	58410000	58430000	3484	chr3	58428854	58429355	4.08	5.11	-1.03	0.00361	0.0335
chr20	17610000	17680000	16362	chr20	17659364	17659865	5.09	4.06	1.04	0.00361	0.0335
chr17	48580000	48630000	15174	chr17	48587140	48587641	5.32	4.09	1.23	0.00362	0.0335
chr12	107090000	107110000	12533	chr12	107104416	107104917	4.26	5.28	-1.02	0.00363	0.0336
chr8	42160000	42190000	8607	chr8	42183024	42183525	5.03	3.63	1.39	0.00363	0.0336
chr15	100860000	100910000	14265	chr15	100862991	100863492	5.12	4.12	1.01	0.00364	0.0337
chr6	166950000	167000000	7283	chr6	166951030	166951531	5.58	4.62	0.96	0.00365	0.0337
chr21	35830000	35850000	16883	chr21	35839002	35839503	5.18	4.17	1.01	0.00366	0.0337
chr22	43020000	43090000	17223	chr22	43067023	43067524	4.94	3.74	1.2	0.00367	0.0338
chr5	55380000	55420000	5364	chr5	55388291	55388792	2.65	5.29	-2.64	0.00367	0.0339
chr13	44410000	44510000	12930	chr13	44428850	44429351	5.06	3.76	1.31	0.00368	0.0339
chr22	39300000	39320000	17183	chr22	39308265	39308766	5.5	4.34	1.16	0.00368	0.0339
chr18	77200000	77240000	15879	chr18	77209816	77210317	6.08	5.22	0.86	0.00369	0.034
chr6	159160000	159190000	7250	chr6	159168872	159169373	4.9	3.67	1.22	0.0037	0.034
chr1	205340000	205360000	1304	chr1	205343873	205344374	6.33	5.46	0.86	0.0037	0.034
chr2	20420000	20450000	1751	chr2	20447254	20447755	8.39	7.85	0.54	0.0037	0.034
chr6	36990000	37050000	6499	chr6	37005697	37006198	5.89	4.83	1.06	0.00371	0.0341
chr10	77150000	77190000	10472	chr10	77165512	77166013	4.65	5.55	-0.89	0.00371	0.0341
chr4	2750000	2790000	4333	chr4	2787880	2788381	5.65	4.72	0.94	0.00372	0.0341
chr16	84260000	84300000	14750	chr16	84280350	84280851	5.18	4.18	1.01	0.00372	0.0342
chr8	30200000	30240000	8540	chr8	30239348	30239849	3.55	4.99	-1.43	0.00372	0.0342
chr15	88880000	88910000	14177	chr15	88895065	88895566	6.76	5.84	0.92	0.00373	0.0342
chr17	57850000	57880000	15249	chr17	57853598	57854099	5.44	6.25	-0.81	0.00373	0.0342
chr1	27100000	27120000	245	chr1	27111800	27112301	5.78	5.02	0.76	0.00374	0.0343
chr1	163160000	163190000	1029	chr1	163167542	163168043	4.73	3.42	1.31	0.00374	0.0343
chr2	197100000	197140000	2716	chr2	197108300	197108801	5.76	4.79	0.97	0.00374	0.0343
chr2	237410000	237440000	3037	chr2	237432538	237433039	5.07	4.01	1.07	0.00375	0.0343
chr10	6900000	6940000	9951	chr10	6927866	6928367	4.89	3.76	1.13	0.00375	0.0343
chr17	59730000	59760000	15269	chr17	59734072	59734573	4.15	5.37	-1.22	0.00375	0.0344
chr7	26060000	26110000	7476	chr7	26101343	26101844	5.14	3.86	1.28	0.00378	0.0345
chr20	32330000	32350000	16449	chr20	32348352	32348853	4.21	5.13	-0.91	0.00378	0.0345
chr13	48310000	48350000	12966	chr13	48318374	48318875	4.98	3.78	1.21	0.00378	0.0345
chr17	41520000	41570000	15129	chr17	41523628	41524129	5.68	4.53	1.15	0.00379	0.0346
chr10	128000000	128050000	10816	chr10	128008801	128009302	4.74	3.15	1.59	0.00379	0.0346
chr7	83640000	83670000	7883	chr7	83639942	83640443	3.43	4.9	-1.47	0.0038	0.0346
chr17	30230000	30260000	15016	chr17	30253334	30253835	3.79	4.99	-1.19	0.0038	0.0346
chr20	10530000	10570000	16324	chr20	10565203	10565704	5.72	4.88	0.84	0.0038	0.0346
chr3	177180000	177210000	4147	chr3	177196748	177197249	7.97	7.36	0.62	0.0038	0.0347
chr1	58720000	58810000	534	chr1	58784407	58784908	8.49	8.03	0.46	0.00381	0.0347
chr2	99480000	99500000	2223	chr2	99480115	99480616	3.89	5.02	-1.13	0.00381	0.0347
chr21	45430000	45460000	16975	chr21	45431925	45432426	6.28	5.47	0.81	0.00381	0.0347
chr22	19610000	19640000	17002	chr22	19621567	19622068	5.17	3.99	1.17	0.00381	0.0347
chr3	129810000	129840000	3858	chr3	129814852	129815353	2.56	4.58	-2.03	0.00382	0.0347
chr15	31470000	31500000	13780	chr15	31473060	31473561	5.64	4.7	0.93	0.00382	0.0347
chr2	176110000	176150000	2609	chr2	176129806	176130307	6.75	5.05	1.7	0.00383	0.0348
chr2	106550000	106590000	2274	chr2	106565885	106566386	4.37	5.43	-1.05	0.00384	0.0348
chr7	43240000	43280000	7615	chr7	43240615	43241116	5.25	6.2	-0.95	0.00384	0.0348
chr1	182580000	182610000	1189	chr1	182597614	182598115	5.29	4.24	1.04	0.00385	0.0349
chr8	80570000	80650000	8808	chr8	80611787	80612288	4.6	5.54	-0.94	0.00385	0.0349
chr16	3870000	3890000	14292	chr16	3880838	3881339	7.75	7.07	0.67	0.00386	0.0349
chr4	11610000	11650000	4379	chr4	11622960	11623461	4.61	3.37	1.24	0.00386	0.035
chr14	100260000	100280000	13705	chr14	100279418	100279919	5.32	4.47	0.85	0.00387	0.035
chr1	184060000	184090000	1199	chr1	184077429	184077930	3.75	4.82	-1.08	0.00387	0.035
chr7	4790000	4830000	7338	chr7	4792313	4792814	4.84	3.45	1.39	0.00387	0.035
chr5	14690000	14740000	5207	chr5	14707638	14708139	4.2	5.26	-1.06	0.00387	0.035
chr12	115750000	115800000	12612	chr12	115760885	115761386	6.07	6.74	-0.67	0.00389	0.0351
chr22	49900000	49950000	17286	chr22	49925694	49926195	5	3.56	1.43	0.00391	0.0353
chr11	12250000	12350000	10963	chr11	12282141	12282642	4.51	3.14	1.37	0.00391	0.0353
chr12	93100000	93170000	12406	chr12	93130363	93130864	4.7	5.47	-0.78	0.00391	0.0353
chr15	95220000	95280000	14230	chr15	95259825	95260326	5.81	5.05	0.76	0.00393	0.0354
chr12	79400000	79430000	12339	chr12	79408168	79408669	4.97	5.73	-0.76	0.00394	0.0354
chr10	49150000	49200000	10273	chr10	49177687	49178188	5.49	4.33	1.17	0.00394	0.0354
chr10	100860000	100890000	10636	chr10	100883121	100883622	5.45	4.43	1.02	0.00394	0.0354
chr3	50580000	50630000	3417	chr3	50617086	50617587	7.86	7.3	0.56	0.00395	0.0355
chr14	49850000	49890000	13317	chr14	49869727	49870228	3.27	4.64	-1.37	0.00395	0.0355
chr9	38050000	38100000	9342	chr9	38068006	38068507	7.97	7.34	0.63	0.00396	0.0355
chr11	134030000	134060000	11799	chr11	134047064	134047565	5.88	5.05	0.84	0.00396	0.0356
chr9	127190000	127210000	9810	chr9	127198566	127199067	6.89	6.13	0.76	0.00396	0.0356
chr6	13780000	13810000	6294	chr6	13795511	13796012	4.94	5.72	-0.78	0.00397	0.0356
chr8	107490000	107540000	8960	chr8	107533583	107534084	4.14	5.06	-0.91	0.00398	0.0357
chr8	127710000	127770000	9074	chr8	127760649	127761150	5.68	4.81	0.87	0.00399	0.0357
chr8	6770000	6800000	8366	chr8	6798682	6799183	5.14	4.02	1.12	0.004	0.0357
chr10	3750000	3810000	9918	chr10	3785541	3786042	8.34	7.81	0.54	0.00401	0.0358
chr13	49580000	49610000	12972	chr13	49585287	49585788	7.51	6.87	0.65	0.00402	0.0359
chr13	44940000	45010000	12934	chr13	44971387	44971888	3.72	4.99	-1.27	0.00403	0.0359
chr19	6510000	6530000	15943	chr19	6512723	6513224	3.39	5.01	-1.63	0.00404	0.036
chr16	89300000	89350000	14791	chr16	89317052	89317553	4.97	3.93	1.04	0.00405	0.0361
chr12	79400000	79430000	12339	chr12	79409624	79410125	3.87	5.04	-1.16	0.00405	0.0361
chr20	4070000	4120000	16279	chr20	4111449	4111950	5.58	4.72	0.86	0.00406	0.0361
chr6	43130000	43160000	6557	chr6	43150491	43150992	5.5	6.19	-0.7	0.00406	0.0361
chr2	174030000	174070000	2591	chr2	174039505	174040006	6.82	6.22	0.6	0.00406	0.0361
chr4	88020000	88060000	4735	chr4	88043376	88043877	5.6	4.79	0.81	0.00407	0.0362
chr1	110450000	110500000	789	chr1	110464321	110464822	4.32	5.49	-1.17	0.00407	0.0362
chr12	12320000	12340000	11908	chr12	12338735	12339236	5.99	5.21	0.78	0.00408	0.0362
chr16	84710000	84770000	14754	chr16	84727596	84728097	3.52	4.93	-1.41	0.00408	0.0362
chr9	121680000	121710000	9751	chr9	121693009	121693510	5.21	3.99	1.22	0.00408	0.0362
chr6	13300000	13330000	6288	chr6	13326161	13326662	3.26	4.6	-1.34	0.00409	0.0363
chr4	123350000	123400000	4879	chr4	123398303	123398804	7.79	7.11	0.68	0.00409	0.0363
chr3	57820000	57870000	3479	chr3	57865587	57866088	3.76	4.85	-1.09	0.0041	0.0363
chr14	22820000	22880000	13176	chr14	22846803	22847304	5.87	5.02	0.85	0.0041	0.0363
chr10	33320000	33360000	10169	chr10	33334720	33335221	7.33	6.73	0.6	0.00411	0.0364
chr12	68340000	68380000	12278	chr12	68364973	68365474	6.24	5.41	0.83	0.00411	0.0364
chr6	12270000	12330000	6280	chr6	12313776	12314277	5.3	4.27	1.03	0.00412	0.0364
chr4	165450000	165480000	5047	chr4	165476449	165476950	3.64	4.8	-1.16	0.00412	0.0365
chr11	62070000	62120000	11295	chr11	62102713	62103214	4.83	3.58	1.25	0.00412	0.0365
chr20	36120000	36160000	16499	chr20	36138851	36139352	4.48	5.41	-0.93	0.00413	0.0365
chr12	94130000	94150000	12419	chr12	94149221	94149722	6.47	5.47	1	0.00414	0.0365
chr8	61080000	61110000	8710	chr8	61095595	61096096	4.19	5.08	-0.9	0.00414	0.0366
chr16	11690000	11740000	14356	chr16	11716041	11716542	4.41	5.29	-0.88	0.00415	0.0366
chr7	50640000	50690000	7671	chr7	50653490	50653991	6.23	5.4	0.83	0.00415	0.0366
chr18	23930000	23960000	15624	chr18	23956747	23957248	5.68	4.82	0.86	0.00417	0.0368
chr12	55730000	55770000	12205	chr12	55766586	55767087	4.21	2.76	1.45	0.00419	0.0368
chr3	53190000	53210000	3442	chr3	53192024	53192525	6.3	5.48	0.82	0.00419	0.0369
chr1	169100000	169130000	1083	chr1	169106498	169106999	7.57	6.88	0.69	0.00419	0.0369
chr16	3960000	4000000	14293	chr16	3988301	3988802	5.14	3.96	1.18	0.0042	0.0369
chr8	98450000	98490000	8887	chr8	98476121	98476622	4.65	5.48	-0.83	0.0042	0.0369
chr6	20280000	20310000	6371	chr6	20288393	20288894	3.57	4.86	-1.29	0.00421	0.0369
chr19	18440000	18480000	16039	chr19	18473919	18474420	5.58	4.56	1.02	0.00421	0.037
chr9	129340000	129370000	9828	chr9	129351816	129352317	7.18	6.44	0.74	0.00421	0.037
chr8	47260000	47330000	8617	chr8	47304749	47305250	4.74	5.62	-0.89	0.00422	0.037
chr9	136770000	136810000	9889	chr9	136784343	136784844	4.91	5.67	-0.76	0.00423	0.0371
chr20	40670000	40760000	16544	chr20	40676306	40676807	4.73	5.61	-0.88	0.00423	0.0371
chr6	168140000	168190000	7291	chr6	168172086	168172587	4.57	5.55	-0.98	0.00424	0.0371
chr3	32010000	32030000	3249	chr3	32022208	32022709	5.41	4.41	1	0.00424	0.0371
chr6	3430000	3510000	6189	chr6	3508467	3508968	3.75	4.78	-1.03	0.00425	0.0372
chr8	2010000	2040000	8345	chr8	2026361	2026862	3.95	5.05	-1.1	0.00426	0.0372
chr1	178270000	178320000	1152	chr1	178311209	178311710	4.02	5.04	-1.01	0.00427	0.0373
chr6	2180000	2230000	6172	chr6	2202837	2203338	4.47	2.89	1.58	0.00428	0.0374
chr17	49550000	49590000	15183	chr17	49569651	49570152	6.97	6.4	0.57	0.00428	0.0374
chr7	7530000	7550000	7359	chr7	7529610	7530111	5.29	6.01	-0.73	0.00428	0.0374
chr3	8600000	8630000	3119	chr3	8607193	8608145	5.81	4.93	0.88	0.00429	0.0374
chr13	110400000	110430000	13138	chr13	110404486	110404987	5.43	4.49	0.93	0.0043	0.0374
chr7	139470000	139530000	8230	chr7	139490328	139490829	3.27	4.58	-1.31	0.0043	0.0375
chr16	25670000	25710000	14459	chr16	25691586	25692087	6.58	5.71	0.87	0.00434	0.0377
chr10	86890000	86920000	10531	chr10	86906870	86907371	3.15	4.69	-1.54	0.00434	0.0377
chr20	38190000	38240000	16525	chr20	38217251	38217752	5.42	4.53	0.89	0.00434	0.0377
chr2	226620000	226670000	2935	chr2	226633901	226634402	4.8	3.8	1	0.00435	0.0378
chr1	185300000	185340000	1211	chr1	185316599	185317100	8.39	7.92	0.47	0.00435	0.0378
chr13	20460000	20510000	12737	chr13	20474956	20475457	5.13	4.18	0.95	0.00437	0.0379
chr11	69250000	69300000	11366	chr11	69268866	69269367	4.99	3.53	1.47	0.00438	0.0379
chr22	27980000	28080000	17070	chr22	28034384	28034885	5.51	4.67	0.84	0.00438	0.0379
chr4	184970000	185000000	5121	chr4	184977659	184978654	4.76	5.62	-0.86	0.00439	0.038
chr6	580000	620000	6156	chr6	602359	602860	5.24	4.31	0.93	0.0044	0.038
chr12	93100000	93170000	12406	chr12	93144397	93144898	4.97	6	-1.02	0.0044	0.038
chr5	159300000	159340000	6020	chr5	159331447	159331948	6.92	6.17	0.75	0.00442	0.0381
chr16	55830000	55860000	14603	chr16	55832326	55832827	5.3	4.21	1.09	0.00442	0.0381
chr8	26310000	26340000	8508	chr8	26317830	26318331	4.16	5.04	-0.89	0.00442	0.0381
chr4	2210000	2250000	4329	chr4	2237111	2237612	4.14	5.25	-1.11	0.00442	0.0381
chr2	54680000	54740000	1960	chr2	54723368	54723869	6.97	6.32	0.65	0.00442	0.0381
chr8	9030000	9060000	8377	chr8	9031710	9032211	3.69	4.8	-1.11	0.00444	0.0382
chr7	104220000	104280000	8027	chr7	104231091	104231592	3.92	4.93	-1.01	0.00444	0.0382
chr2	235720000	235760000	3021	chr2	235733129	235733630	5.42	4.55	0.87	0.00445	0.0382
chr6	1570000	1630000	6164	chr6	1624906	1625407	6.51	5.66	0.86	0.00447	0.0384
chr6	21930000	21950000	6388	chr6	21944878	21945379	4.7	3.61	1.09	0.00447	0.0384
chr1	98040000	98070000	746	chr1	98067221	98067722	4.91	3.99	0.92	0.0045	0.0386
chr2	199960000	200000000	2731	chr2	199979734	199980235	5.66	4.87	0.79	0.00451	0.0386
chr11	75520000	75550000	11423	chr11	75525536	75526037	7.18	6.43	0.75	0.00451	0.0386
chr17	28960000	29000000	14999	chr17	28982763	28983264	5.06	4	1.07	0.00452	0.0386
chr13	50900000	50930000	12981	chr13	50910053	50910554	8.19	7.66	0.53	0.00452	0.0386
chr1	116480000	116520000	842	chr1	116487160	116487661	5.18	3.92	1.26	0.00452	0.0386
chr14	92670000	92710000	13640	chr14	92679047	92679548	5.23	4.01	1.22	0.00452	0.0386
chr5	131250000	131280000	5784	chr5	131263818	131264319	7.66	6.96	0.7	0.00453	0.0386
chr11	75380000	75410000	11421	chr11	75399495	75399996	7.86	7.41	0.45	0.00453	0.0386
chr18	12650000	12680000	15592	chr18	12657160	12657661	8.04	7.4	0.64	0.00453	0.0387
chr1	58720000	58810000	534	chr1	58778825	58779326	3.23	4.69	-1.47	0.00453	0.0387
chr1	12380000	12420000	112	chr1	12400583	12401553	5.67	4.62	1.05	0.00454	0.0387
chr8	102630000	102660000	8928	chr8	102654855	102655356	8.45	7.94	0.5	0.00456	0.0388
chr2	64470000	64520000	2027	chr2	64492543	64493044	3.64	4.73	-1.09	0.00456	0.0388
chrX	10100000	10130000	17315	chrX	10110651	10111152	4.99	3.64	1.35	0.00456	0.0388
chr2	46350000	46380000	1911	chr2	46351370	46351871	5.41	4.43	0.98	0.00458	0.0389
chr2	66420000	66470000	2045	chr2	66445604	66446105	6.2	5.31	0.9	0.00459	0.039
chr2	55020000	55060000	1963	chr2	55049783	55050284	8.48	7.93	0.55	0.00459	0.039
chr22	45960000	46020000	17246	chr22	46002983	46003484	5.61	4.66	0.95	0.00459	0.039
chr10	96370000	96410000	10597	chr10	96382812	96383313	5.06	5.81	-0.74	0.0046	0.039
chr18	8360000	8410000	15550	chr18	8389098	8389599	3.06	4.64	-1.58	0.0046	0.039
chr1	218300000	218360000	1394	chr1	218345464	218345965	7.69	7.17	0.53	0.00461	0.039
chr18	3230000	3250000	15504	chr18	3247673	3248174	8.34	7.9	0.44	0.00461	0.039
chr7	117690000	117720000	8108	chr7	117705231	117705732	4.28	2.24	2.04	0.00461	0.039
chr17	57850000	57880000	15249	chr17	57857175	57857676	4.05	5.03	-0.98	0.00462	0.0391
chr3	4970000	4990000	3104	chr3	4983945	4984446	7.43	6.82	0.62	0.00463	0.0391
chr2	1570000	1610000	1635	chr2	1593657	1594158	6.06	5.24	0.82	0.00463	0.0392
chr2	64470000	64520000	2027	chr2	64515816	64516317	5.32	6.26	-0.93	0.00464	0.0392
chr4	8240000	8270000	4363	chr4	8269649	8270150	6.3	5.2	1.1	0.00464	0.0392
chr2	42940000	42990000	1886	chr2	42969404	42970284	5.79	5.04	0.75	0.00465	0.0392
chr1	64450000	64480000	578	chr1	64470054	64470555	7.25	6.44	0.81	0.00465	0.0392
chr3	141440000	141490000	3954	chr3	141487185	141487686	8.3	7.65	0.65	0.00465	0.0392
chr4	8390000	8410000	4364	chr4	8401862	8402363	5.38	4.4	0.98	0.00465	0.0392
chr3	123310000	123340000	3809	chr3	123333336	123333837	5.35	4.37	0.98	0.00465	0.0392
chr6	167880000	167920000	7289	chr6	167898978	167899479	4.08	5.03	-0.95	0.00466	0.0393
chr6	36990000	37050000	6499	chr6	37006561	37007062	5.06	3.95	1.11	0.00466	0.0393
chr15	96320000	96390000	14240	chr15	96352482	96352983	5.4	4.37	1.04	0.00467	0.0393
chr16	81710000	81750000	14738	chr16	81710621	81711122	4.81	3.55	1.26	0.00467	0.0393
chr6	33580000	33610000	6469	chr6	33588517	33589018	4.66	3.53	1.13	0.00468	0.0394
chr10	75200000	75250000	10460	chr10	75210476	75210977	8	7.48	0.52	0.0047	0.0395
chr20	60040000	60090000	16741	chr20	60052657	60053158	5.56	4.76	0.8	0.00471	0.0395
chr4	79560000	79600000	4661	chr4	79591282	79591783	5.78	6.57	-0.79	0.00471	0.0396
chr2	28380000	28460000	1799	chr2	28406568	28407069	5.75	4.89	0.86	0.00473	0.0397
chr15	96320000	96390000	14240	chr15	96347194	96347695	5.98	5.22	0.76	0.00474	0.0397
chr2	36330000	36370000	1840	chr2	36356522	36357023	7.8	7.2	0.6	0.00475	0.0398
chr12	103860000	103890000	12503	chr12	103869290	103869791	4.3	5.26	-0.96	0.00475	0.0398
chr9	129590000	129630000	9830	chr9	129620072	129620573	7.63	6.95	0.68	0.00476	0.0398
chr1	112870000	112890000	815	chr1	112889442	112889943	5.26	6.29	-1.03	0.00476	0.0398
chr20	60040000	60090000	16741	chr20	60057734	60058235	5.8	5.1	0.7	0.00476	0.0398
chr11	128620000	128650000	11758	chr11	128624059	128624560	5.48	4.44	1.04	0.00477	0.0399
chr17	1670000	1730000	14805	chr17	1684400	1684901	7.84	7.32	0.52	0.00477	0.0399
chr3	182600000	182620000	4176	chr3	182603910	182604411	4.57	3.1	1.46	0.00477	0.0399
chr1	23520000	23550000	214	chr1	23547015	23547516	4.71	5.65	-0.94	0.00478	0.0399
chr2	10020000	10090000	1685	chr2	10043723	10044224	7.35	6.5	0.86	0.00479	0.04
chr11	10920000	10960000	10947	chr11	10928349	10928850	4.17	5.06	-0.88	0.0048	0.04
chr22	44600000	44640000	17234	chr22	44620389	44620890	5.66	4.43	1.23	0.00481	0.0401
chr10	24180000	24230000	10102	chr10	24214999	24215500	4.92	5.78	-0.86	0.00481	0.0401
chr4	94400000	94430000	4764	chr4	94408463	94408964	3.93	4.96	-1.03	0.00482	0.0401
chr20	12920000	12990000	16335	chr20	12964663	12965164	3.45	4.89	-1.43	0.00482	0.0401
chr5	144200000	144250000	5916	chr5	144202081	144202582	4	4.95	-0.95	0.00483	0.0402
chr13	42030000	42060000	12907	chr13	42040172	42040673	7.43	6.54	0.89	0.00484	0.0403
chr8	26310000	26340000	8508	chr8	26331847	26332348	4.33	5.18	-0.85	0.00486	0.0403
chr7	22720000	22730000	7452	chr7	22727171	22727672	6.47	5.69	0.79	0.00488	0.0405
chr9	70480000	70520000	9365	chr9	70493831	70494332	5.43	4.57	0.86	0.00489	0.0405
chr6	131510000	131560000	7016	chr6	131552199	131552700	3.28	4.75	-1.47	0.0049	0.0405
chr9	38340000	38420000	9346	chr9	38382061	38382562	5.45	4.52	0.92	0.0049	0.0405
