chr	start	end	strand	gene_id	gene_name
chr17	79021314	79023314	+	ENSG00000173918.15	C1QTNF1
chr17	79073439	79075439	+	ENSG00000167280.16	ENGASE
chr17	79088845	79090845	-	ENSG00000167281.19	RBFOX3
chr17	79706676	79708676	-	ENSG00000266665.1	MIR4739
chr17	79705766	79707766	+	ENSG00000267719.1	LINC02078
chr17	79776648	79778648	+	ENSG00000173894.11	CBX2
chr17	79799098	79801098	+	ENSG00000262768.2	AC100791.2
chr17	79817583	79819583	+	ENSG00000262772.2	LINC01977
chr17	79832656	79834656	-	ENSG00000141582.15	CBX4
chr17	79991444	79993444	-	ENSG00000262172.1	AC116025.2
chr17	80097328	80099328	+	ENSG00000265561.2	MIR1268B
chr17	80100056	80102056	+	ENSG00000171298.13	GAA
chr17	80259366	80261366	+	ENSG00000173821.19	RNF213
chr17	80413665	80415665	+	ENSG00000173818.17	ENDOV
chr17	80417918	80419918	+	ENSG00000264961.1	MIR4730
chr17	80453235	80455235	-	ENSG00000260369.2	AC120024.1
chr17	80960266	80962266	-	ENSG00000262662.1	AC127496.4
chr17	80965739	80967739	-	ENSG00000261924.1	AC127496.1
chr17	80974954	80976954	+	ENSG00000240270.1	RPL12P37
chr17	80999009	81001009	-	ENSG00000263218.2	AC127496.6
chr17	81001835	81003835	+	ENSG00000280351.2	AC127496.7
chr17	81017469	81019469	-	ENSG00000262873.2	AC127496.5
chr17	81109987	81111987	-	ENSG00000181409.14	AATK
chr17	81244311	81246311	-	ENSG00000157637.13	SLC38A10
chr17	81249694	81251694	+	ENSG00000276101.1	AC027601.4
chr17	81261420	81263420	+	ENSG00000279187.1	AC027601.5
chr17	81460513	81462513	-	ENSG00000263271.1	AC110285.4
chr17	81480023	81482023	-	ENSG00000278200.1	LINC01971
chr17	81509471	81511471	-	ENSG00000184009.12	ACTG1
chr17	81692257	81694257	+	ENSG00000277784.1	MIR6786
chr17	81696525	81698525	-	ENSG00000275902.1	AC139530.3
chr17	81700824	81702824	-	ENSG00000262049.1	AC139530.1
chr17	81701867	81703867	+	ENSG00000262814.8	MRPL12
chr17	81701871	81703871	+	ENSG00000262660.1	AC139530.2
chr17	81842661	81844661	-	ENSG00000185624.15	P4HB
chr17	81841665	81843665	+	ENSG00000262831.1	AC145207.3
chr17	81861278	81863278	+	ENSG00000278876.1	AC145207.9
chr17	81866221	81868221	+	ENSG00000262413.1	AC145207.2
chr17	81867221	81869221	-	ENSG00000141522.12	ARHGDIA
chr17	82030178	82032178	+	ENSG00000169750.9	RAC3
chr17	82034636	82036636	-	ENSG00000169738.8	DCXR
chr17	82034903	82036903	-	ENSG00000279372.1	AC137723.1
chr17	82036405	82038405	+	ENSG00000264569.1	DCXR-DT
chr17	82047402	82049402	-	ENSG00000169733.12	RFNG
chr17	82049191	82051191	+	ENSG00000169727.12	GPS1
chr17	82158556	82160556	+	ENSG00000266654.1	AC129510.2
chr17	82235168	82237168	+	ENSG00000284574.1	MIR6787
chr17	82238523	82240523	-	ENSG00000141551.14	CSNK1D
chr17	82314368	82316368	-	ENSG00000173762.8	CD7
chr17	82320524	82322524	-	ENSG00000141574.8	SECTM1
chr17	82357747	82359747	+	ENSG00000182459.5	TEX19
chr17	82794986	82796986	-	ENSG00000263098.1	AC068014.1
chr17	82916782	82918782	+	ENSG00000262663.1	AC087222.1
chr18	423244	425244	-	ENSG00000265477.1	AP000915.2
chr18	623243	625243	-	ENSG00000288533.1	AP001178.4
chr18	630386	632386	-	ENSG00000176912.5	TYMSOS
chr18	721088	723088	-	ENSG00000176105.14	YES1
chr18	734246	736246	+	ENSG00000266171.1	AP001020.3
chr18	736558	738558	+	ENSG00000264339.1	AP001020.1
chr18	737558	739558	-	ENSG00000264635.1	AP001020.2
chr18	830738	832738	+	ENSG00000266575.1	BOLA2P1
chr18	855026	857026	+	ENSG00000264179.1	AP000894.1
chr18	893935	895935	-	ENSG00000265671.1	AP000894.3
chr18	1507522	1509522	+	ENSG00000266602.2	AP005262.2
chr18	2537025	2539025	-	ENSG00000101574.15	METTL4
chr18	2553858	2555858	+	ENSG00000238575.1	AP005136.1
chr18	2919466	2921466	+	ENSG00000272625.1	AP000919.4
chr18	2945050	2947050	-	ENSG00000263606.1	AP000919.1
chr18	2946738	2948738	+	ENSG00000265907.2	AP000919.2
chr18	3066307	3068307	-	ENSG00000101605.12	MYOM1
chr18	3188897	3190897	+	ENSG00000265399.1	AP005329.2
chr18	3245901	3247901	-	ENSG00000272688.1	AP005329.3
chr18	3245981	3247981	+	ENSG00000101608.12	MYL12A
chr18	3282620	3284620	+	ENSG00000266578.2	AP001025.1
chr18	3464750	3466750	+	ENSG00000266835.6	GAPLINC
chr18	3570715	3572715	-	ENSG00000241223.3	RN7SL39P
chr18	3578669	3580669	+	ENSG00000266373.1	AP002472.1
chr18	3592232	3594232	+	ENSG00000177337.8	DLGAP1-AS1
chr18	3651530	3653530	+	ENSG00000266401.2	AP002478.1
chr18	3769517	3771517	-	ENSG00000266513.1	AP002478.2
chr18	3894199	3896199	-	ENSG00000207278.1	RNU6-831P
chr18	4429445	4431445	+	ENSG00000264246.1	AP005208.1
chr18	5839195	5841195	+	ENSG00000272380.1	MIR3976
chr18	5881572	5883572	-	ENSG00000206432.4	TMEM200C
chr18	5885987	5887987	+	ENSG00000264449.6	AP001021.1
chr18	6491920	6493920	+	ENSG00000266065.1	AP005202.2
chr18	6509916	6511916	+	ENSG00000265944.1	LINC01387
chr18	6556322	6558322	+	ENSG00000265174.1	AP005202.1
chr18	6872899	6874899	-	ENSG00000263797.1	AP005210.1
chr18	6918996	6920996	-	ENSG00000265933.5	LINC00668
chr18	6925444	6927444	+	ENSG00000264127.1	SCML2P1
chr18	7229625	7231625	+	ENSG00000206422.2	LRRC30
chr18	7565282	7567282	+	ENSG00000173482.16	PTPRM
chr18	8360320	8362320	-	ENSG00000266149.1	AP001094.3
chr18	8401347	8403347	+	ENSG00000265413.1	AP001094.2
chr18	8406261	8408261	-	ENSG00000263970.1	AP001094.1
chr18	8470331	8472331	+	ENSG00000242985.3	RN7SL50P
chr18	8485497	8487497	+	ENSG00000229442.2	THEMIS3P
chr18	8687522	8689522	-	ENSG00000263935.1	TOMM20P3
chr18	9333267	9335267	+	ENSG00000128791.12	TWSG1
chr18	9333769	9335769	+	ENSG00000287509.1	AP001033.5
chr18	9517619	9519619	-	ENSG00000251994.1	RNU2-27P
chr18	9783608	9785608	+	ENSG00000266127.1	ZNF415P1
chr18	9880080	9882080	-	ENSG00000265564.1	PIGPP4
chr18	9884226	9886226	+	ENSG00000168454.12	TXNDC2
chr18	10453135	10455135	+	ENSG00000154856.13	APCDD1
chr18	10524405	10526405	+	ENSG00000134265.13	NAPG
chr18	11550866	11552866	+	ENSG00000267371.1	AP001017.1
chr18	11927338	11929338	+	ENSG00000267661.1	AP001269.3
chr18	12030678	12032678	-	ENSG00000267480.1	AP001542.3
chr18	12039601	12041601	-	ENSG00000266995.1	AP001542.1
chr18	12049809	12051809	-	ENSG00000267292.1	AP001542.2
chr18	12056176	12058176	-	ENSG00000212712.2	AP002414.1
chr18	12398912	12400912	+	ENSG00000251937.1	RNU7-129P
chr18	12406396	12408396	+	ENSG00000141391.14	PRELID3A
chr18	12656543	12658543	+	ENSG00000128789.21	PSMG2
chr18	12661333	12663333	-	ENSG00000101624.11	CEP76
chr18	12669926	12671926	-	ENSG00000267249.1	AP005482.4
chr18	12738465	12740465	-	ENSG00000266961.1	AP005482.3
chr18	12738990	12740990	-	ENSG00000260302.3	AP005482.2
chr18	12909686	12911686	+	ENSG00000267570.1	STK25P1
chr18	12911344	12913344	+	ENSG00000267336.1	EIF4A2P1
chr18	12945633	12947633	+	ENSG00000085415.16	SEH1L
chr18	13203274	13205274	-	ENSG00000267239.1	AP001198.1
chr18	13215998	13217998	+	ENSG00000168675.18	LDLRAD4
chr18	13524578	13526578	+	ENSG00000272746.1	AP005131.7
chr18	13609614	13611614	+	ENSG00000263527.1	MIR4526
chr18	13644315	13646315	-	ENSG00000266954.1	AP001010.1
chr18	13822649	13824649	+	ENSG00000176136.6	MC5R
chr18	14088435	14090435	+	ENSG00000267150.1	AC006557.1
chr18	21450153	21452153	-	ENSG00000221139.1	AC011774.1
chr18	21913869	21915869	-	ENSG00000264289.1	AC103987.4
chr18	21928485	21930485	-	ENSG00000222520.1	RNA5SP451
chr18	22086560	22088560	+	ENSG00000263588.1	AC091043.1
chr18	23023096	23025096	+	ENSG00000223023.1	AC106033.1
chr18	23133064	23135064	+	ENSG00000134508.12	CABLES1
chr18	23957254	23959254	-	ENSG00000265752.3	AC010754.1
chr18	24113137	24115137	-	ENSG00000264924.1	AC090772.1
chr18	24363287	24365287	+	ENSG00000264365.1	AC023983.1
chr18	24487875	24489875	+	ENSG00000264695.1	AC007922.2
chr18	24724262	24726262	+	ENSG00000266573.6	AC018697.1
chr18	26821841	26823841	-	ENSG00000263382.2	AC018371.1
chr18	26951701	26953701	-	ENSG00000266549.1	AC023575.1
chr18	32262635	32264635	-	ENSG00000222395.2	AC015563.1
chr18	32285937	32287937	+	ENSG00000264982.1	AC015563.3
chr18	32468788	32470788	+	ENSG00000285095.2	AC025887.2
chr18	32553533	32555533	-	ENSG00000287994.1	AC009835.1
chr18	35143442	35145442	+	ENSG00000274400.1	AC015967.1
chr18	35239530	35241530	+	ENSG00000186812.13	ZNF397
chr18	35366194	35368194	-	ENSG00000186496.12	ZNF396
chr18	35403496	35405496	-	ENSG00000275512.1	AC007998.4
chr18	35951303	35953303	-	ENSG00000267627.5	AC118757.1
chr18	36272074	36274074	+	ENSG00000267404.1	AC023043.2
chr18	36278235	36280235	-	ENSG00000267456.2	AC023043.3
chr18	44676427	44678427	-	ENSG00000267414.1	AC120049.1
chr18	44678673	44680673	+	ENSG00000152217.19	SETBP1
chr18	45211495	45213495	+	ENSG00000132874.15	SLC14A2
chr18	45668867	45670867	-	ENSG00000288545.1	AC023421.2
chr18	45685525	45687525	+	ENSG00000141469.18	SLC14A1
chr18	45847109	45849109	-	ENSG00000152223.15	EPG5
chr18	46076504	46078504	-	ENSG00000252034.1	RNY4P37
chr18	46079748	46081748	-	ENSG00000152234.16	ATP5F1A
chr18	47074617	47076617	+	ENSG00000280212.1	AC012254.5
chr18	47076861	47078861	-	ENSG00000266957.1	AC012254.1
chr18	47104446	47106446	+	ENSG00000267724.1	AC012254.3
chr18	47106908	47108908	-	ENSG00000167220.12	HDHD2
chr18	47107688	47109688	-	ENSG00000267228.7	AC012254.2
chr18	47205822	47207822	-	ENSG00000215474.7	SKOR2
chr18	48026172	48028172	-	ENSG00000184828.10	ZBTB7C
chr18	48474987	48476987	-	ENSG00000200872.1	RNA5SP456
chr18	48477782	48479782	-	ENSG00000277907.1	AC024288.1
chr18	48477061	48479061	+	ENSG00000266984.1	POLR3GP2
chr18	48661340	48663340	-	ENSG00000279629.1	AC048380.3
chr18	48669100	48671100	+	ENSG00000266276.3	MIR4743
chr18	48673075	48675075	-	ENSG00000267762.1	AC048380.1
chr18	49040974	49042974	-	ENSG00000141627.13	DYM
chr18	49049187	49051187	-	ENSG00000263849.1	MIR4744
chr18	49431244	49433244	-	ENSG00000263895.1	AC100778.1
chr18	49445964	49447964	+	ENSG00000287518.1	AC100778.4
chr18	49559199	49561199	+	ENSG00000101670.12	LIPG
chr18	49871055	49873055	-	ENSG00000201668.1	AC092705.1
chr18	50812892	50814892	+	ENSG00000267233.1	HNRNPA3P16
chr18	50822077	50824077	+	ENSG00000239689.1	RPL17P46
chr18	53566939	53568939	+	ENSG00000263438.6	LINC01919
chr18	54952903	54954903	+	ENSG00000267647.1	MAP1LC3P
chr18	55221685	55223685	-	ENSG00000196628.18	TCF4
chr18	55588404	55590404	+	ENSG00000267284.2	AC022031.2
chr18	55776227	55778227	-	ENSG00000267325.2	LINC01415
chr18	56596709	56598709	-	ENSG00000091164.13	TXNL1
chr18	56649843	56651843	+	ENSG00000091157.13	WDR7
chr18	56752726	56754726	-	ENSG00000206865.1	AC008006.1
chr18	57433874	57435874	+	ENSG00000119547.6	ONECUT2
chr18	57543889	57545889	-	ENSG00000066926.11	FECH
chr18	57588111	57590111	-	ENSG00000278703.1	AC100847.1
chr18	57628802	57630802	+	ENSG00000267040.6	AC027097.1
chr18	57637955	57639955	+	ENSG00000267787.7	AC027097.2
chr18	57645926	57647926	-	ENSG00000081923.14	ATP8B1
chr18	58018294	58020294	-	ENSG00000235028.3	HMGN1P30
chr18	58042726	58044726	+	ENSG00000049759.18	NEDD4L
chr18	58189334	58191334	-	ENSG00000267743.5	AC107896.1
chr18	58370066	58372066	+	ENSG00000267504.1	AC090236.2
chr18	58398163	58400163	-	ENSG00000267396.1	AC090236.1
chr18	58511098	58513098	-	ENSG00000274354.1	AC105105.3
chr18	58533915	58535915	+	ENSG00000267257.1	AC105105.1
chr18	58751679	58753679	-	ENSG00000267705.1	AC104365.4
chr18	58754359	58756359	-	ENSG00000267501.1	AC104365.3
chr18	58861100	58863100	+	ENSG00000074657.13	ZNF532
chr18	60794113	60796113	-	ENSG00000267513.3	HMGN1P31
chr18	61570842	61572842	-	ENSG00000267316.5	AC090409.2
chr18	61585246	61587246	-	ENSG00000267279.2	AC090409.1
chr18	61591875	61593875	-	ENSG00000267175.5	AC105094.2
chr18	62185755	62187755	+	ENSG00000134444.14	RELCH
chr18	62549703	62551703	+	ENSG00000279236.1	AC064801.2
chr18	62714041	62716041	+	ENSG00000081913.14	PHLPP1
chr18	63122846	63124846	-	ENSG00000171791.13	BCL2
chr18	63327226	63329226	-	ENSG00000119537.18	KDSR
chr18	72536180	72538180	-	ENSG00000141668.10	CBLN2
chr18	75209255	75211255	+	ENSG00000179981.10	TSHZ1
chr18	75471294	75473294	+	ENSG00000286603.1	AC012101.1
chr18	76357182	76359182	-	ENSG00000101493.11	ZNF516
chr18	76684558	76686558	+	ENSG00000276397.2	LINC01879
chr18	76702944	76704944	-	ENSG00000265934.1	ARL2BPP1
chr18	77002349	77004349	-	ENSG00000279811.1	AC093330.2
chr18	77646514	77648514	-	ENSG00000286727.1	AC123786.3
chr18	79394356	79396356	+	ENSG00000131196.17	NFATC1
chr18	79538074	79540074	+	ENSG00000286296.1	AC018445.6
chr18	79638428	79640428	-	ENSG00000178412.4	AC068473.1
chr19	915787	917787	+	ENSG00000116014.10	KISS1R
chr19	924281	926281	+	ENSG00000116017.11	ARID3A
chr19	927759	929759	-	ENSG00000267159.2	AC005379.1
chr19	982771	984771	+	ENSG00000065268.10	WDR18
chr19	999296	1001296	-	ENSG00000266990.1	AC004528.1
chr19	998919	1000919	+	ENSG00000116032.5	GRIN3B
chr19	1009148	1011148	-	ENSG00000182087.14	TMEM259
chr19	1008721	1010721	+	ENSG00000274177.1	AC004528.2
chr19	1102426	1104426	+	ENSG00000167468.17	GPX4
chr19	1107137	1109137	-	ENSG00000064932.16	SBNO2
chr19	1201709	1203709	+	ENSG00000267736.2	HMGB2P1
chr19	1227787	1229787	-	ENSG00000099625.13	CBARP
chr19	1781575	1783575	-	ENSG00000130270.16	ATP8B3
chr19	1814748	1816748	-	ENSG00000079313.15	REXO1
chr19	1813749	1815749	+	ENSG00000267007.1	AC012615.2
chr19	1815659	1817659	-	ENSG00000284216.1	MIR1909
chr19	1820589	1822589	+	ENSG00000267244.5	AC012615.6
chr19	2458435	2460435	-	ENSG00000267201.1	LINC01775
chr19	2474622	2476622	+	ENSG00000099860.9	GADD45B
chr19	2594519	2596519	-	ENSG00000263974.2	RN7SL121P
chr19	2609655	2611655	-	ENSG00000267412.1	AC092068.2
chr19	3118165	3120165	-	ENSG00000267139.1	AC005262.2
chr19	3170846	3172846	+	ENSG00000125910.6	S1PR4
chr19	3312903	3314903	+	ENSG00000141905.19	NFIC
chr19	3473486	3475486	-	ENSG00000095932.7	SMIM24
chr19	3982007	3984007	-	ENSG00000206775.1	SNORD37
chr19	4006236	4008236	+	ENSG00000105229.7	PIAS4
chr19	4228023	4230023	+	ENSG00000105246.6	EBI3
chr19	4359870	4361870	-	ENSG00000141985.9	SH3GL1
chr19	4362289	4364289	+	ENSG00000267980.1	AC007292.1
chr19	4815432	4817432	-	ENSG00000127666.9	TICAM1
chr19	4889937	4891937	-	ENSG00000205784.4	ARRDC5
chr19	5557667	5559667	-	ENSG00000223573.7	TINCR
chr19	5576160	5578160	-	ENSG00000233270.1	SNRPEP4
chr19	5586499	5588499	-	ENSG00000130254.12	SAFB2
chr19	5890776	5892776	-	ENSG00000174886.13	NDUFA11
chr19	5898395	5900395	+	ENSG00000266941.1	AC024592.1
chr19	6133747	6135747	+	ENSG00000130377.13	ACSBG2
chr19	6529526	6531526	+	ENSG00000125657.5	TNFSF9
chr19	6729414	6731414	-	ENSG00000125734.15	GPR108
chr19	6736212	6738212	-	ENSG00000283950.1	MIR6791
chr19	6736425	6738425	+	ENSG00000125733.18	TRIP10
chr19	6886066	6888066	+	ENSG00000174837.15	ADGRE1
chr19	7111755	7113755	-	ENSG00000171105.14	INSR
chr19	7347443	7349443	+	ENSG00000263264.2	AC119396.1
chr19	7679333	7681333	+	ENSG00000181029.9	TRAPPC5
chr19	7688258	7690258	-	ENSG00000104921.15	FCER2
chr19	7739493	7741493	-	ENSG00000090659.18	CD209
chr19	7749184	7751184	+	ENSG00000242636.1	RPL21P129
chr19	7786049	7788049	+	ENSG00000268297.1	CLEC4GP1
chr19	8345017	8347017	+	ENSG00000268884.1	AC010323.2
chr19	8489556	8491556	-	ENSG00000133246.12	PRAM1
chr19	8509178	8511178	-	ENSG00000133250.14	ZNF414
chr19	9082612	9084612	-	ENSG00000267154.1	OR1M4P
chr19	9085561	9087561	+	ENSG00000170929.6	OR1M1
chr19	9121660	9123660	-	ENSG00000275787.1	OR7G15P
chr19	9125512	9127512	-	ENSG00000170920.2	OR7G3
chr19	9138897	9140897	+	ENSG00000130803.15	ZNF317
chr19	9189786	9191786	+	ENSG00000267775.1	OR7E16P
chr19	9196854	9198854	+	ENSG00000187847.4	OR7E25P
chr19	9209776	9211776	-	ENSG00000174667.4	OR7D4
chr19	9322272	9324272	+	ENSG00000188321.13	ZNF559
chr19	9322674	9324674	+	ENSG00000270011.7	ZNF559-ZNF177
chr19	9619749	9621749	+	ENSG00000267106.7	ZNF561-AS1
chr19	9792121	9794121	+	ENSG00000266950.1	AC008752.2
chr19	9809767	9811767	-	ENSG00000127452.9	FBXL12
chr19	9818454	9820454	+	ENSG00000200237.1	AC008752.1
chr19	9818641	9820641	+	ENSG00000267119.1	RPL10P15
chr19	10258609	10260609	-	ENSG00000267105.1	AC011511.3
chr19	10269593	10271593	+	ENSG00000090339.9	ICAM1
chr19	10390633	10392633	-	ENSG00000105401.9	CDC37
chr19	11032227	11034227	+	ENSG00000278643.1	AC006127.1
chr19	11219583	11221583	+	ENSG00000273733.1	AC011472.4
chr19	11294639	11296639	+	ENSG00000130167.13	TSPAN16
chr19	11433788	11435788	+	ENSG00000130175.9	PRKCSH
chr19	11450826	11452826	-	ENSG00000196361.10	ELAVL3
chr19	11886282	11888282	+	ENSG00000198429.10	ZNF69
chr19	12131617	12133617	-	ENSG00000213297.8	ZNF625-ZNF20
chr19	12963659	12965659	+	ENSG00000179284.5	DAND5
chr19	13069292	13071292	-	ENSG00000267610.2	AC007787.1
chr19	13080466	13082466	+	ENSG00000279044.1	AC007787.2
chr19	13098533	13100533	-	ENSG00000104903.5	LYL1
chr19	13115362	13117362	+	ENSG00000160877.6	NACC1
chr19	13860563	13862563	+	ENSG00000187556.7	NANOS3
chr19	13873199	13875199	+	ENSG00000207613.1	MIR181C
chr19	13873375	13875375	+	ENSG00000207585.1	MIR181D
chr19	13881848	13883848	-	ENSG00000132016.11	C19orf57
chr19	14052863	14054863	-	ENSG00000187867.10	PALM3
chr19	14068842	14070842	+	ENSG00000228887.3	EEF1DP1
chr19	14071036	14073036	+	ENSG00000141854.9	MISP3
chr19	14071861	14073861	+	ENSG00000284081.1	MIR1199
chr19	14147243	14149243	-	ENSG00000072071.16	ADGRL1
chr19	14408298	14410298	-	ENSG00000123136.15	DDX39A
chr19	15080711	15082711	+	ENSG00000094661.3	OR1I1
chr19	15158538	15160538	-	ENSG00000074181.9	NOTCH3
chr19	15178783	15180783	-	ENSG00000275711.1	MIR6795
chr19	15235019	15237019	-	ENSG00000141867.17	BRD4
chr19	15377576	15379576	+	ENSG00000268189.2	AC005785.1
chr19	15379550	15381550	-	ENSG00000011243.18	AKAP8L
chr19	15397196	15399196	+	ENSG00000279716.1	AC006128.1
chr19	15562574	15564574	+	ENSG00000269516.6	CYP4F23P
chr19	15611123	15613123	-	ENSG00000267135.2	AD000091.1
chr19	15610157	15612157	+	ENSG00000225067.4	RPL23AP2
chr19	15612747	15614747	-	ENSG00000266951.2	AC093072.1
chr19	15613718	15615718	+	ENSG00000186526.13	CYP4F8
chr19	15639397	15641397	+	ENSG00000186529.16	CYP4F3
chr19	15804049	15806049	-	ENSG00000186723.4	AC114267.1
chr19	16018219	16020219	+	ENSG00000280412.1	AC004790.2
chr19	16029670	16031670	+	ENSG00000167459.17	LINC00905
chr19	16034276	16036276	-	ENSG00000267609.2	SNX33P1
chr19	16036509	16038509	-	ENSG00000277766.1	AC004790.1
chr19	16160868	16162868	-	ENSG00000141977.9	CIB3
chr19	16183880	16185880	+	ENSG00000105058.12	FAM32A
chr19	16185776	16187776	-	ENSG00000267033.1	AC020911.1
chr19	16185813	16187813	+	ENSG00000275901.1	AC020911.3
chr19	17049229	17051229	-	ENSG00000131351.15	HAUS8
chr19	17050494	17052494	+	ENSG00000268289.1	AC020908.1
chr19	17074281	17076281	+	ENSG00000099331.13	MYO9B
chr19	17177011	17179011	-	ENSG00000269836.1	AC020913.3
chr19	17206638	17208638	-	ENSG00000269480.1	AC020913.2
chr19	17265876	17267876	+	ENSG00000105393.16	BABAM1
chr19	17265918	17267918	+	ENSG00000269307.1	AC010463.1
chr19	17280145	17282145	+	ENSG00000160117.16	ANKLE1
chr19	18249450	18251450	-	ENSG00000284797.1	AC008397.1
chr19	18256597	18258597	-	ENSG00000130518.17	IQCN
chr19	18279194	18281194	-	ENSG00000130522.6	JUND
chr19	18417364	18419364	+	ENSG00000130511.16	SSBP4
chr19	18439919	18441919	+	ENSG00000268199.2	AC010335.1
chr19	18442163	18444163	-	ENSG00000105656.13	ELL
chr19	18446775	18448775	+	ENSG00000279262.1	AC010335.2
chr19	18447775	18449775	-	ENSG00000280121.1	AC010335.3
chr19	18568006	18570006	-	ENSG00000268983.1	AC005253.2
chr19	18570230	18572230	+	ENSG00000221983.8	UBA52
chr19	18571720	18573720	-	ENSG00000006016.11	CRLF1
chr19	18587185	18589185	+	ENSG00000006015.17	REX1BD
chr19	18605930	18607930	+	ENSG00000105696.9	TMEM59L
chr19	18868045	18870045	-	ENSG00000130283.9	GDF1
chr19	18868045	18870045	-	ENSG00000223802.7	CERS1
chr19	18880180	18882180	+	ENSG00000269694.1	AC005197.1
chr19	18899014	18901014	-	ENSG00000105669.14	COPE
chr19	18906513	18908513	-	ENSG00000268193.5	AC002985.1
chr19	19527361	19529361	+	ENSG00000250067.12	YJEFN3
chr19	19536748	19538748	+	ENSG00000160161.9	CILP2
chr19	19644698	19646698	-	ENSG00000105726.17	ATP13A1
chr19	28316205	28318205	-	ENSG00000267320.5	AC005580.1
chr19	28868007	28870007	+	ENSG00000267617.2	AC007795.1
chr19	28881930	28883930	+	ENSG00000267339.7	LINC00906
chr19	29604783	29606783	+	ENSG00000105171.10	POP4
chr19	29698386	29700386	-	ENSG00000131943.17	C19orf12
chr19	29775004	29777004	-	ENSG00000286867.1	AC008798.3
chr19	30219166	30221166	-	ENSG00000267223.1	AC005597.1
chr19	30226790	30228790	+	ENSG00000198597.9	ZNF536
chr19	31347381	31349381	+	ENSG00000267662.1	AC025809.1
chr19	32024308	32026308	+	ENSG00000267779.7	LINC01533
chr19	32579690	32581690	+	ENSG00000105185.12	PDCD5
chr19	32654516	32656516	-	ENSG00000242436.3	RN7SL789P
chr19	32961999	32963999	+	ENSG00000239988.1	RPL31P60
chr19	32970709	32972709	+	ENSG00000131944.10	FAAP24
chr19	32978092	32980092	-	ENSG00000131941.8	RHPN2
chr19	33079399	33081399	+	ENSG00000076650.7	GPATCH1
chr19	33208164	33210164	-	ENSG00000130876.11	SLC7A10
chr19	33216317	33218317	+	ENSG00000267714.2	AC008738.4
chr19	33794433	33796433	+	ENSG00000153885.14	KCTD15
chr19	33996789	33998789	-	ENSG00000287526.1	AC016587.1
chr19	34020159	34022159	+	ENSG00000239253.1	RPS4XP23
chr19	34022156	34024156	-	ENSG00000249987.1	RPS4XP20
chr19	34092061	34094061	-	ENSG00000186008.7	RPS4XP21
chr19	34125473	34127473	+	ENSG00000270849.1	CHCHD2P3
chr19	34347856	34349856	-	ENSG00000267219.1	AC010504.1
chr19	34357980	34359980	+	ENSG00000105220.17	GPI
chr19	35250940	35252940	-	ENSG00000271366.1	AC002128.2
chr19	35329343	35331343	+	ENSG00000269553.1	U62631.1
chr19	35344013	35346013	+	ENSG00000284034.1	MIR5196
chr19	35350052	35352052	+	ENSG00000126266.3	FFAR1
chr19	35356960	35358960	+	ENSG00000185897.7	FFAR3
chr19	35486824	35488824	-	ENSG00000188508.11	KRTDAP
chr19	35496720	35498720	-	ENSG00000161249.21	DMKN
chr19	35716473	35718473	+	ENSG00000272333.6	KMT2B
chr19	35933858	35935858	+	ENSG00000126243.9	LRFN3
chr19	36053381	36055381	+	ENSG00000075702.18	WDR62
chr19	36172906	36174906	-	ENSG00000267005.1	AC002984.1
chr19	37905708	37907708	+	ENSG00000105738.11	SIPA1L3
chr19	38108000	38110000	-	ENSG00000268764.1	AC011465.1
chr19	38242535	38244535	+	ENSG00000167642.13	SPINT2
chr19	38318345	38320345	+	ENSG00000099337.5	KCNK6
chr19	38334275	38336275	+	ENSG00000099338.23	CATSPERG
chr19	38401635	38403635	+	ENSG00000130244.12	FAM98C
chr19	38408551	38410551	-	ENSG00000171777.16	RASGRP4
chr19	38729687	38731687	-	ENSG00000182472.9	CAPN12
chr19	38736784	38738784	+	ENSG00000267892.1	AC022144.1
chr19	38867330	38869330	-	ENSG00000187994.14	RINL
chr19	38868659	38870659	+	ENSG00000269050.1	AC011455.1
chr19	38878055	38880055	-	ENSG00000068903.20	SIRT2
chr19	38898200	38900200	+	ENSG00000104825.17	NFKBIB
chr19	38908480	38910480	-	ENSG00000262484.1	CCER2
chr19	38914766	38916766	-	ENSG00000104835.14	SARS2
chr19	38914904	38916904	-	ENSG00000269547.1	AC011455.2
chr19	38929048	38931048	+	ENSG00000128626.11	MRPS12
chr19	38934797	38936797	-	ENSG00000269486.2	ERVK9-11
chr19	39124270	39126270	+	ENSG00000130669.17	PAK4
chr19	39294907	39296907	+	ENSG00000182393.3	IFNL1
chr19	39306068	39308068	-	ENSG00000128011.4	LRFN1
chr19	39314151	39316151	-	ENSG00000268262.1	AC011445.1
chr19	39327853	39329853	-	ENSG00000130755.13	GMFG
chr19	39551534	39553534	+	ENSG00000269588.1	AC011500.2
chr19	39677874	39679874	+	ENSG00000226025.9	AC005515.1
chr19	40120811	40122811	-	ENSG00000230086.1	VN1R96P
chr19	40298978	40300978	-	ENSG00000206674.1	RNU6-945P
chr19	40591383	40593383	+	ENSG00000090006.17	LTBP4
chr19	40665405	40667405	-	ENSG00000105245.9	NUMBL
chr19	40817914	40819914	-	ENSG00000237118.3	CYP2F2P
chr19	41133222	41135222	+	ENSG00000268529.1	CYP2T3P
chr19	41441602	41443602	-	ENSG00000277136.1	AC011526.1
chr19	41441656	41443656	+	ENSG00000204978.3	ERICH4
chr19	41449020	41451020	-	ENSG00000267107.8	PCAT19
chr19	44110681	44112681	+	ENSG00000256294.8	AC021092.2
