chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour	loop_type
chr5	148170000	148190000	chr5	148710000	148760000	5945	5949	5945_5949	2	4	TRUE	shared
chr5	148170000	148190000	chr5	149060000	149150000	5945	5952	5945_5952	0	3	TRUE	shared
chr5	148420000	148460000	chr5	148710000	148760000	5947	5949	5947_5949	5	9	TRUE	shared
chr5	148420000	148460000	chr5	149010000	149040000	5947	5951	5947_5951	2	3	TRUE	shared
chr5	148420000	148460000	chr5	149060000	149150000	5947	5952	5947_5952	2	6	TRUE	shared
chr5	148710000	148760000	chr5	149060000	149150000	5949	5952	5949_5952	6	10	TRUE	shared
chr5	149340000	149380000	chr5	149550000	149580000	5955	5957	5955_5957	3	8	TRUE	shared
chr5	149430000	149450000	chr5	149550000	149580000	5956	5957	5956_5957	5	9	TRUE	shared
chr5	149620000	149660000	chr5	149970000	150000000	5958	5961	5958_5961	5	6	TRUE	shared
chr5	149810000	149850000	chr5	149970000	150000000	5960	5961	5960_5961	5	10	TRUE	shared
chr5	151640000	151670000	chr5	151730000	151760000	5973	5974	5973_5974	2	7	TRUE	shared
chr5	153940000	153990000	chr5	154600000	154660000	5983	5989	5983_5989	0	4	TRUE	shared
chr5	154050000	154090000	chr5	154160000	154210000	5984	5985	5984_5985	3	4	TRUE	shared
chr5	154160000	154210000	chr5	154390000	154420000	5985	5986	5985_5986	5	9	TRUE	shared
chr5	154460000	154480000	chr5	154600000	154660000	5988	5989	5988_5989	1	8	TRUE	shared
chr5	154600000	154660000	chr5	154800000	154830000	5989	5990	5989_5990	5	11	TRUE	shared
chr1	66980000	67010000	chr1	67140000	67190000	598	599	598_599	1	4	TRUE	shared
chr5	155930000	155960000	chr5	156790000	156840000	5996	5999	5996_5999	5	9	TRUE	shared
chr5	157320000	157340000	chr5	157460000	157490000	6001	6004	6001_6004	2	3	TRUE	shared
chr5	157320000	157340000	chr5	157710000	157730000	6001	6005	6001_6005	3	4	TRUE	shared
chr5	157790000	157840000	chr5	157930000	158020000	6007	6010	6007_6010	3	8	TRUE	shared
chr5	157930000	158020000	chr5	159090000	159170000	6010	6018	6010_6018	3	6	TRUE	shared
chr5	158030000	158090000	chr5	159090000	159170000	6011	6018	6011_6018	5	6	TRUE	shared
chr5	158160000	158190000	chr5	158670000	158710000	6012	6014	6012_6014	2	8	TRUE	shared
chr5	158160000	158190000	chr5	159090000	159170000	6012	6018	6012_6018	5	12	TRUE	shared
chr5	158670000	158710000	chr5	159090000	159170000	6014	6018	6014_6018	5	12	TRUE	shared
chr5	159090000	159170000	chr5	159250000	159290000	6018	6019	6018_6019	1	3	TRUE	shared
chr5	159090000	159170000	chr5	159300000	159340000	6018	6020	6018_6020	2	3	TRUE	shared
chr5	159300000	159340000	chr5	159940000	160000000	6020	6027	6020_6027	4	6	TRUE	shared
chr5	159430000	159460000	chr5	159940000	160000000	6022	6027	6022_6027	5	12	TRUE	shared
chr5	160020000	160040000	chr5	160180000	160210000	6028	6030	6028_6030	1	4	TRUE	shared
chr5	160020000	160040000	chr5	160330000	160370000	6028	6031	6028_6031	5	10	TRUE	shared
chr5	160180000	160210000	chr5	160330000	160370000	6030	6031	6030_6031	5	11	TRUE	shared
chr1	67520000	67560000	chr1	67740000	67780000	603	605	603_605	5	10	TRUE	shared
chr1	67520000	67560000	chr1	67840000	67860000	603	607	603_607	3	3	TRUE	shared
chr5	167710000	167740000	chr5	168210000	168230000	6054	6058	6054_6058	5	6	TRUE	shared
chr5	168670000	168730000	chr5	168950000	169010000	6064	6065	6064_6065	2	5	TRUE	shared
chr5	168670000	168730000	chr5	169290000	169320000	6064	6068	6064_6068	2	5	TRUE	shared
chr5	168670000	168730000	chr5	169540000	169590000	6064	6070	6064_6070	5	9	TRUE	shared
chr5	168950000	169010000	chr5	169180000	169210000	6065	6067	6065_6067	3	4	TRUE	shared
chr5	168950000	169010000	chr5	169290000	169320000	6065	6068	6065_6068	4	5	TRUE	shared
chr5	168950000	169010000	chr5	169540000	169590000	6065	6070	6065_6070	4	8	TRUE	shared
chr5	170070000	170110000	chr5	170190000	170270000	6073	6074	6073_6074	2	3	TRUE	shared
chr5	170190000	170270000	chr5	170410000	170450000	6074	6075	6074_6075	5	11	TRUE	shared
chr5	170190000	170270000	chr5	170610000	170640000	6074	6076	6074_6076	4	3	TRUE	shared
chr5	170410000	170450000	chr5	170610000	170640000	6075	6076	6075_6076	5	11	TRUE	shared
chr5	170790000	170820000	chr5	171330000	171350000	6080	6081	6080_6081	0	9	TRUE	shared
chr1	68080000	68130000	chr1	68320000	68350000	608	609	608_609	5	11	TRUE	shared
chr5	172460000	172490000	chr5	172680000	172730000	6095	6097	6095_6097	5	12	TRUE	shared
chr5	172460000	172490000	chr5	172910000	172950000	6095	6100	6095_6100	5	11	TRUE	shared
chr5	172680000	172730000	chr5	172910000	172950000	6097	6100	6097_6100	5	12	TRUE	shared
chr5	172970000	172990000	chr5	173270000	173310000	6101	6104	6101_6104	2	6	TRUE	shared
chr5	173270000	173310000	chr5	173570000	173590000	6104	6106	6104_6106	5	5	TRUE	shared
chr5	173600000	173640000	chr5	173960000	174000000	6107	6110	6107_6110	5	12	TRUE	shared
chr5	173600000	173640000	chr5	174300000	174320000	6107	6113	6107_6113	4	7	TRUE	shared
chr5	174040000	174060000	chr5	174300000	174320000	6111	6113	6111_6113	4	8	TRUE	shared
chr5	174400000	174430000	chr5	174720000	174740000	6115	6116	6115_6116	3	5	TRUE	shared
chr5	174940000	174960000	chr5	175440000	175460000	6119	6120	6119_6120	5	12	TRUE	shared
chr5	175530000	175550000	chr5	175700000	175740000	6121	6122	6121_6122	4	12	TRUE	shared
chr5	179150000	179180000	chr5	179480000	179510000	6140	6141	6140_6141	5	9	TRUE	shared
chr5	180780000	180800000	chr5	181160000	181180000	6148	6151	6148_6151	2	4	TRUE	shared
chr6	580000	620000	chr6	1300000	1450000	6156	6163	6156_6163	6	10	TRUE	shared
chr6	770000	810000	chr6	1300000	1450000	6158	6163	6158_6163	5	8	TRUE	shared
chr6	900000	930000	chr6	1300000	1450000	6159	6163	6159_6163	4	9	TRUE	shared
chr6	1570000	1630000	chr6	2080000	2120000	6164	6170	6164_6170	5	9	TRUE	shared
chr6	1570000	1630000	chr6	2180000	2230000	6164	6172	6164_6172	5	8	TRUE	shared
chr6	1570000	1630000	chr6	2340000	2370000	6164	6174	6164_6174	5	11	TRUE	shared
chr6	1570000	1630000	chr6	2440000	2470000	6164	6175	6164_6175	3	4	TRUE	shared
chr6	1570000	1630000	chr6	2610000	2650000	6164	6178	6164_6178	5	10	TRUE	shared
chr6	1570000	1630000	chr6	2720000	2760000	6164	6181	6164_6181	2	4	TRUE	shared
chr6	3120000	3160000	chr6	3240000	3310000	6185	6186	6185_6186	4	9	TRUE	shared
chr6	3240000	3310000	chr6	3430000	3510000	6186	6189	6186_6189	5	8	TRUE	shared
chr6	3240000	3310000	chr6	3710000	3760000	6186	6195	6186_6195	5	12	TRUE	shared
chr6	3240000	3310000	chr6	3950000	4020000	6186	6199	6186_6199	4	10	TRUE	shared
chr6	3430000	3510000	chr6	3710000	3760000	6189	6195	6189_6195	4	11	TRUE	shared
chr6	3710000	3760000	chr6	3910000	3940000	6195	6198	6195_6198	3	7	TRUE	shared
chr6	3710000	3760000	chr6	3950000	4020000	6195	6199	6195_6199	5	9	TRUE	shared
chr6	4280000	4310000	chr6	4760000	4780000	6202	6205	6202_6205	0	3	TRUE	shared
chr6	4280000	4310000	chr6	4920000	4960000	6202	6206	6202_6206	2	6	TRUE	shared
chr6	5130000	5160000	chr6	5380000	5410000	6210	6213	6210_6213	1	4	TRUE	shared
chr6	6660000	6740000	chr6	7220000	7300000	6226	6231	6226_6231	6	9	TRUE	shared
chr6	6660000	6740000	chr6	7570000	7630000	6226	6234	6226_6234	2	3	TRUE	shared
chr6	7220000	7300000	chr6	7570000	7630000	6231	6234	6231_6234	5	11	TRUE	shared
chr6	7390000	7430000	chr6	7570000	7630000	6232	6234	6232_6234	4	9	TRUE	shared
chr6	7710000	7730000	chr6	7990000	8030000	6235	6238	6235_6238	5	7	TRUE	shared
chr6	8970000	8990000	chr6	10390000	10450000	6246	6259	6246_6259	3	6	TRUE	shared
chr6	9230000	9260000	chr6	10390000	10450000	6249	6259	6249_6259	5	5	TRUE	shared
chr6	9400000	9440000	chr6	10390000	10450000	6250	6259	6250_6259	1	3	TRUE	shared
chr6	9520000	9560000	chr6	10390000	10450000	6251	6259	6251_6259	4	4	TRUE	shared
chr6	10000000	10060000	chr6	10390000	10450000	6255	6259	6255_6259	4	6	TRUE	shared
chr6	10480000	10520000	chr6	10680000	10720000	6260	6261	6260_6261	4	9	TRUE	shared
chr6	10480000	10520000	chr6	10780000	10810000	6260	6262	6260_6262	5	10	TRUE	shared
chr6	11130000	11170000	chr6	11480000	11520000	6267	6270	6267_6270	5	12	TRUE	shared
chr6	11130000	11170000	chr6	11560000	11700000	6267	6272	6267_6272	1	3	TRUE	shared
chr6	11560000	11700000	chr6	12000000	12020000	6272	6275	6272_6275	0	3	TRUE	shared
chr6	11560000	11700000	chr6	12220000	12250000	6272	6279	6272_6279	7	12	TRUE	shared
chr6	11560000	11700000	chr6	12590000	12620000	6272	6283	6272_6283	6	13	TRUE	shared
chr6	12270000	12330000	chr6	12590000	12620000	6280	6283	6280_6283	1	5	TRUE	shared
chr6	13340000	13370000	chr6	13520000	13560000	6289	6291	6289_6291	5	6	TRUE	shared
chr6	13780000	13810000	chr6	14050000	14070000	6294	6296	6294_6296	4	4	TRUE	shared
chr6	14180000	14230000	chr6	15230000	15280000	6298	6311	6298_6311	3	6	TRUE	shared
chr6	14180000	14230000	chr6	15420000	15510000	6298	6314	6298_6314	5	8	TRUE	shared
chr6	14180000	14230000	chr6	15610000	15630000	6298	6315	6298_6315	4	4	TRUE	shared
chr1	7970000	8020000	chr1	8310000	8340000	62	66	62_66	5	12	TRUE	shared
chr1	7970000	8020000	chr1	8690000	8740000	62	73	62_73	2	5	TRUE	shared
chr1	7970000	8020000	chr1	8830000	8860000	62	76	62_76	0	3	TRUE	shared
chr6	15230000	15280000	chr6	15420000	15510000	6311	6314	6311_6314	3	9	TRUE	shared
chr6	15680000	15720000	chr6	16090000	16130000	6316	6320	6316_6320	3	4	TRUE	shared
chr6	15680000	15720000	chr6	16180000	16210000	6316	6321	6316_6321	5	12	TRUE	shared
chr6	16500000	16520000	chr6	16740000	16800000	6326	6329	6326_6329	3	4	TRUE	shared
chr6	17140000	17170000	chr6	17570000	17620000	6332	6335	6332_6335	4	12	TRUE	shared
chr6	17140000	17170000	chr6	18090000	18140000	6332	6341	6332_6341	3	3	TRUE	shared
chr6	17570000	17620000	chr6	17780000	17860000	6335	6338	6335_6338	2	5	TRUE	shared
chr6	17780000	17860000	chr6	18090000	18140000	6338	6341	6338_6341	5	8	TRUE	shared
chr6	18300000	18340000	chr6	18490000	18510000	6343	6345	6343_6345	5	12	TRUE	shared
chr6	18990000	19030000	chr6	19820000	19860000	6350	6366	6350_6366	4	7	TRUE	shared
chr6	20280000	20310000	chr6	20500000	20530000	6371	6373	6371_6373	5	11	TRUE	shared
chr6	20550000	20600000	chr6	21570000	21620000	6374	6385	6374_6385	4	8	TRUE	shared
chr6	21570000	21620000	chr6	21930000	21950000	6385	6388	6385_6388	0	4	TRUE	shared
chr6	24840000	24870000	chr6	25050000	25080000	6404	6407	6404_6407	4	5	TRUE	shared
chr6	25210000	25280000	chr6	25480000	25500000	6408	6409	6408_6409	5	9	TRUE	shared
chr6	25210000	25280000	chr6	25570000	25610000	6408	6411	6408_6411	5	9	TRUE	shared
chr6	26110000	26150000	chr6	27120000	27200000	6416	6424	6416_6424	0	5	TRUE	shared
chr6	26110000	26150000	chr6	27760000	27840000	6416	6428	6416_6428	0	3	TRUE	shared
chr6	26190000	26230000	chr6	27120000	27200000	6418	6424	6418_6424	1	5	TRUE	shared
chr6	26190000	26230000	chr6	27760000	27840000	6418	6428	6418_6428	1	5	TRUE	shared
chr6	26260000	26350000	chr6	26560000	26620000	6420	6422	6420_6422	5	11	TRUE	shared
chr6	26260000	26350000	chr6	27120000	27200000	6420	6424	6420_6424	4	4	TRUE	shared
chr6	26260000	26350000	chr6	27760000	27840000	6420	6428	6420_6428	1	3	TRUE	shared
chr6	26560000	26620000	chr6	27070000	27110000	6422	6423	6422_6423	5	10	TRUE	shared
chr6	27120000	27200000	chr6	27480000	27530000	6424	6426	6424_6426	1	5	TRUE	shared
chr6	27120000	27200000	chr6	27760000	27840000	6424	6428	6424_6428	5	12	TRUE	shared
chr6	27120000	27200000	chr6	27870000	27910000	6424	6429	6424_6429	3	10	TRUE	shared
chr6	28110000	28130000	chr6	28340000	28370000	6431	6432	6431_6432	0	3	TRUE	shared
chr6	28680000	28700000	chr6	29000000	29030000	6434	6436	6434_6436	4	4	TRUE	shared
chr6	28820000	28850000	chr6	29000000	29030000	6435	6436	6435_6436	5	7	TRUE	shared
chr6	29700000	29740000	chr6	29830000	29860000	6442	6443	6442_6443	1	6	TRUE	shared
chr6	29700000	29740000	chr6	30010000	30030000	6442	6444	6442_6444	3	5	TRUE	shared
chr6	30710000	30750000	chr6	31070000	31100000	6447	6450	6447_6450	2	4	TRUE	shared
chr6	30810000	30840000	chr6	31070000	31100000	6448	6450	6448_6450	4	6	TRUE	shared
chr6	30890000	30930000	chr6	31070000	31100000	6449	6450	6449_6450	5	8	TRUE	shared
chr1	78130000	78150000	chr1	78590000	78620000	644	650	644_650	5	8	TRUE	shared
chr6	31120000	31140000	chr6	31360000	31380000	6451	6453	6451_6453	3	4	TRUE	shared
chr6	31190000	31210000	chr6	31360000	31380000	6452	6453	6452_6453	2	5	TRUE	shared
chr6	32210000	32260000	chr6	32400000	32450000	6457	6458	6457_6458	1	5	TRUE	shared
chr6	32210000	32260000	chr6	32690000	32750000	6457	6459	6457_6459	0	4	TRUE	shared
chr6	32210000	32260000	chr6	32780000	32820000	6457	6461	6457_6461	3	8	TRUE	shared
chr6	32400000	32450000	chr6	32690000	32750000	6458	6459	6458_6459	3	9	TRUE	shared
chr6	32400000	32450000	chr6	32780000	32820000	6458	6461	6458_6461	5	6	TRUE	shared
chr6	33000000	33020000	chr6	33150000	33160000	6465	6467	6465_6467	0	5	TRUE	shared
chr6	33580000	33610000	chr6	34130000	34260000	6469	6474	6469_6474	3	7	TRUE	shared
chr6	33750000	33800000	chr6	34020000	34040000	6471	6472	6471_6472	1	4	TRUE	shared
chr6	33750000	33800000	chr6	34130000	34260000	6471	6474	6471_6474	5	9	TRUE	shared
chr6	34130000	34260000	chr6	34400000	34430000	6474	6475	6474_6475	7	14	TRUE	shared
chr6	35310000	35340000	chr6	35440000	35470000	6485	6486	6485_6486	4	8	TRUE	shared
chr6	35510000	35570000	chr6	35720000	35770000	6487	6489	6487_6489	6	10	TRUE	shared
chr6	35580000	35600000	chr6	35720000	35770000	6488	6489	6488_6489	2	7	TRUE	shared
chr6	36610000	36630000	chr6	36710000	36780000	6494	6496	6494_6496	2	7	TRUE	shared
chr6	36710000	36780000	chr6	37170000	37220000	6496	6500	6496_6500	1	3	TRUE	shared
chr6	36870000	36900000	chr6	36990000	37050000	6498	6499	6498_6499	2	4	TRUE	shared
chr6	36870000	36900000	chr6	37170000	37220000	6498	6500	6498_6500	3	3	TRUE	shared
chr6	36990000	37050000	chr6	37170000	37220000	6499	6500	6499_6500	5	11	TRUE	shared
chr6	37730000	37800000	chr6	38480000	38520000	6506	6511	6506_6511	3	5	TRUE	shared
chr6	38960000	39000000	chr6	39290000	39320000	6514	6518	6514_6518	5	9	TRUE	shared
chr6	39150000	39180000	chr6	39290000	39320000	6517	6518	6517_6518	5	11	TRUE	shared
chr6	39340000	39380000	chr6	39870000	39900000	6519	6523	6519_6523	5	11	TRUE	shared
chr6	39340000	39380000	chr6	40300000	40350000	6519	6525	6519_6525	3	8	TRUE	shared
chr6	40300000	40350000	chr6	40800000	40870000	6525	6530	6525_6530	0	6	TRUE	shared
chr6	40880000	40920000	chr6	41020000	41040000	6531	6533	6531_6533	0	4	TRUE	shared
chr6	41360000	41390000	chr6	41580000	41610000	6536	6539	6536_6539	5	8	TRUE	shared
chr6	41360000	41390000	chr6	41670000	41700000	6536	6541	6536_6541	5	9	TRUE	shared
chr6	41430000	41480000	chr6	41580000	41610000	6538	6539	6538_6539	3	8	TRUE	shared
chr6	41580000	41610000	chr6	41670000	41700000	6539	6541	6539_6541	2	4	TRUE	shared
chr6	41770000	41810000	chr6	42030000	42050000	6542	6545	6542_6545	4	4	TRUE	shared
chr6	42070000	42080000	chr6	42160000	42200000	6546	6547	6546_6547	4	4	TRUE	shared
chr6	42210000	42270000	chr6	42520000	42560000	6548	6549	6548_6549	6	9	TRUE	shared
chr6	42650000	42680000	chr6	42860000	42890000	6551	6553	6551_6553	4	10	TRUE	shared
chr6	42900000	42930000	chr6	43130000	43160000	6554	6557	6554_6557	3	5	TRUE	shared
chr6	43650000	43690000	chr6	44060000	44110000	6564	6567	6564_6567	4	9	TRUE	shared
chr6	43700000	43730000	chr6	44060000	44110000	6565	6567	6565_6567	0	4	TRUE	shared
chr6	43750000	43790000	chr6	44060000	44110000	6566	6567	6566_6567	5	11	TRUE	shared
chr6	44460000	44510000	chr6	45380000	45440000	6573	6576	6573_6576	3	3	TRUE	shared
chr6	44610000	44660000	chr6	45380000	45440000	6575	6576	6575_6576	2	6	TRUE	shared
chr6	45380000	45440000	chr6	45700000	45750000	6576	6580	6576_6580	5	6	TRUE	shared
chr6	45910000	45950000	chr6	46400000	46440000	6582	6586	6582_6586	1	3	TRUE	shared
chr6	46070000	46110000	chr6	46200000	46230000	6583	6585	6583_6585	1	3	TRUE	shared
chr6	46070000	46110000	chr6	46400000	46440000	6583	6586	6583_6586	4	8	TRUE	shared
chr6	46070000	46110000	chr6	46610000	46640000	6583	6588	6583_6588	3	3	TRUE	shared
chr6	46200000	46230000	chr6	46400000	46440000	6585	6586	6585_6586	2	8	TRUE	shared
chr6	46400000	46440000	chr6	46610000	46640000	6586	6588	6586_6588	2	7	TRUE	shared
chr6	46830000	46860000	chr6	46980000	47000000	6590	6591	6590_6591	3	4	TRUE	shared
chr6	46830000	46860000	chr6	47030000	47070000	6590	6592	6590_6592	2	6	TRUE	shared
chr6	47400000	47430000	chr6	47730000	47810000	6596	6599	6596_6599	5	4	TRUE	shared
chr6	47610000	47640000	chr6	47730000	47810000	6597	6599	6597_6599	0	3	TRUE	shared
chr6	49520000	49550000	chr6	49830000	49860000	6606	6608	6606_6608	4	6	TRUE	shared
chr6	49610000	49640000	chr6	49830000	49860000	6607	6608	6607_6608	5	8	TRUE	shared
chr6	50790000	50840000	chr6	51330000	51360000	6613	6615	6613_6615	0	5	TRUE	shared
chr6	50790000	50840000	chr6	51520000	51570000	6613	6618	6613_6618	4	10	TRUE	shared
chr6	50790000	50840000	chr6	52010000	52050000	6613	6622	6613_6622	5	8	TRUE	shared
chr6	52390000	52430000	chr6	52570000	52600000	6626	6627	6626_6627	3	5	TRUE	shared
chr6	52390000	52430000	chr6	52640000	52680000	6626	6628	6626_6628	5	11	TRUE	shared
chr6	53090000	53110000	chr6	53440000	53520000	6631	6637	6631_6637	0	3	TRUE	shared
chr6	53150000	53190000	chr6	53440000	53520000	6633	6637	6633_6637	5	11	TRUE	shared
chr6	53440000	53520000	chr6	53640000	53670000	6637	6638	6637_6638	4	7	TRUE	shared
chr6	53440000	53520000	chr6	53700000	53730000	6637	6639	6637_6639	5	8	TRUE	shared
chr6	53780000	53800000	chr6	53940000	53960000	6641	6642	6641_6642	1	4	TRUE	shared
chr6	55260000	55300000	chr6	55870000	56000000	6653	6660	6653_6660	5	8	TRUE	shared
chr6	55430000	55470000	chr6	55870000	56000000	6656	6660	6656_6660	6	16	TRUE	shared
chr6	55430000	55470000	chr6	56270000	56310000	6656	6661	6656_6661	1	3	TRUE	shared
chr6	55870000	56000000	chr6	56270000	56310000	6660	6661	6660_6661	5	11	TRUE	shared
chr6	63340000	63370000	chr6	63570000	63620000	6676	6677	6676_6677	4	8	TRUE	shared
chr6	63570000	63620000	chr6	63740000	63790000	6677	6678	6677_6678	4	12	TRUE	shared
chr1	85100000	85120000	chr1	85240000	85260000	669	670	669_670	2	7	TRUE	shared
chr6	71180000	71200000	chr6	71330000	71360000	6718	6720	6718_6720	2	4	TRUE	shared
chr1	85310000	85340000	chr1	85570000	85590000	672	673	672_673	2	8	TRUE	shared
chr1	85310000	85340000	chr1	85680000	85700000	672	674	672_674	2	7	TRUE	shared
chr6	75280000	75300000	chr6	75510000	75540000	6754	6756	6754_6756	3	7	TRUE	shared
chr6	83200000	83240000	chr6	83500000	83530000	6777	6780	6777_6780	4	5	TRUE	shared
chr6	88970000	89000000	chr6	89230000	89260000	6798	6800	6798_6800	4	6	TRUE	shared
chr6	89110000	89130000	chr6	89230000	89260000	6799	6800	6799_6800	0	3	TRUE	shared
chr1	8350000	8370000	chr1	8830000	8860000	67	76	67_76	0	3	TRUE	shared
chr6	89940000	89970000	chr6	90380000	90410000	6805	6807	6805_6807	5	4	TRUE	shared
chr6	89940000	89970000	chr6	90460000	90490000	6805	6808	6805_6808	5	8	TRUE	shared
chr1	87280000	87340000	chr1	87940000	87970000	683	686	683_686	4	10	TRUE	shared
chr1	87280000	87340000	chr1	88290000	88310000	683	690	683_690	2	3	TRUE	shared
chr6	105080000	105100000	chr6	105380000	105430000	6840	6841	6840_6841	4	8	TRUE	shared
chr6	105440000	105500000	chr6	106270000	106320000	6842	6847	6842_6847	2	5	TRUE	shared
chr6	106330000	106360000	chr6	106550000	106570000	6848	6850	6848_6850	3	5	TRUE	shared
chr6	106330000	106360000	chr6	106970000	107000000	6848	6852	6848_6852	3	7	TRUE	shared
chr6	106580000	106620000	chr6	106970000	107000000	6851	6852	6851_6852	4	7	TRUE	shared
chr6	108080000	108120000	chr6	108490000	108580000	6860	6862	6860_6862	5	7	TRUE	shared
chr6	108490000	108580000	chr6	108660000	108690000	6862	6863	6862_6863	1	3	TRUE	shared
chr6	108490000	108580000	chr6	108770000	108880000	6862	6864	6862_6864	8	11	TRUE	shared
chr6	108490000	108580000	chr6	108890000	108920000	6862	6865	6862_6865	3	3	TRUE	shared
chr6	108490000	108580000	chr6	109050000	109100000	6862	6868	6862_6868	5	8	TRUE	shared
chr6	109520000	109550000	chr6	110370000	110410000	6873	6877	6873_6877	0	3	TRUE	shared
chr6	109690000	109730000	chr6	110030000	110060000	6874	6875	6874_6875	5	12	TRUE	shared
chr6	109690000	109730000	chr6	110370000	110410000	6874	6877	6874_6877	3	6	TRUE	shared
chr6	110170000	110190000	chr6	110370000	110410000	6876	6877	6876_6877	4	4	TRUE	shared
chr6	110480000	110540000	chr6	110910000	110990000	6879	6882	6879_6882	4	11	TRUE	shared
chr6	110660000	110690000	chr6	110910000	110990000	6880	6882	6880_6882	5	8	TRUE	shared
chr6	112300000	112350000	chr6	113840000	113930000	6894	6904	6894_6904	4	4	TRUE	shared
chr6	112760000	112790000	chr6	113840000	113930000	6895	6904	6895_6904	3	5	TRUE	shared
chr6	112860000	112890000	chr6	113840000	113930000	6896	6904	6896_6904	2	4	TRUE	shared
chr6	113280000	113320000	chr6	113840000	113930000	6899	6904	6899_6904	3	4	TRUE	shared
chr6	113400000	113430000	chr6	113840000	113930000	6900	6904	6900_6904	1	5	TRUE	shared
chr6	116260000	116300000	chr6	116540000	116570000	6919	6921	6919_6921	5	11	TRUE	shared
chr6	118260000	118300000	chr6	118520000	118600000	6934	6936	6934_6936	5	8	TRUE	shared
chr6	121410000	121450000	chr6	122020000	122050000	6947	6952	6947_6952	5	11	TRUE	shared
chr6	121410000	121450000	chr6	122170000	122200000	6947	6953	6947_6953	4	9	TRUE	shared
chr1	88970000	89010000	chr1	89340000	89370000	695	697	695_697	5	7	TRUE	shared
chr1	88970000	89010000	chr1	89450000	89510000	695	698	695_698	4	4	TRUE	shared
chr6	125780000	125800000	chr6	125950000	125980000	6975	6978	6975_6978	3	5	TRUE	shared
chr6	126370000	126380000	chr6	127080000	127140000	6982	6985	6982_6985	0	3	TRUE	shared
chr6	126790000	126810000	chr6	127080000	127140000	6984	6985	6984_6985	2	3	TRUE	shared
chr1	1940000	1950000	chr1	2030000	2050000	6	7	6_7	1	3	TRUE	shared
chr6	129570000	129610000	chr6	129720000	129760000	7003	7004	7003_7004	5	11	TRUE	shared
chr6	130300000	130330000	chr6	130830000	130860000	7007	7012	7007_7012	4	7	TRUE	shared
chr6	131170000	131210000	chr6	131510000	131560000	7015	7016	7015_7016	4	5	TRUE	shared
chr6	131900000	131950000	chr6	132220000	132250000	7020	7022	7020_7022	2	5	TRUE	shared
chr6	132810000	132850000	chr6	133890000	133940000	7029	7037	7029_7037	0	3	TRUE	shared
chr6	134130000	134190000	chr6	134630000	134660000	7039	7043	7039_7043	5	9	TRUE	shared
chr6	134130000	134190000	chr6	134820000	134850000	7039	7046	7039_7046	5	9	TRUE	shared
chr6	134130000	134190000	chr6	134860000	134890000	7039	7047	7039_7047	1	4	TRUE	shared
chr6	134130000	134190000	chr6	134900000	134960000	7039	7048	7039_7048	5	10	TRUE	shared
chr6	135480000	135540000	chr6	135900000	135930000	7054	7059	7054_7059	1	5	TRUE	shared
chr6	135480000	135540000	chr6	136200000	136240000	7054	7062	7054_7062	5	12	TRUE	shared
chr6	135480000	135540000	chr6	136290000	136340000	7054	7064	7054_7064	5	6	TRUE	shared
chr1	90710000	90730000	chr1	91150000	91180000	705	707	705_707	0	3	TRUE	shared
chr6	136570000	136580000	chr6	136780000	136810000	7067	7070	7067_7070	1	4	TRUE	shared
chr6	136620000	136660000	chr6	136780000	136810000	7069	7070	7069_7070	5	8	TRUE	shared
chr6	137690000	137730000	chr6	137860000	137880000	7078	7079	7078_7079	5	6	TRUE	shared
chr6	137690000	137730000	chr6	137940000	137980000	7078	7081	7078_7081	5	12	TRUE	shared
chr6	138410000	138440000	chr6	138510000	138520000	7085	7086	7085_7086	1	3	TRUE	shared
chr6	138800000	138830000	chr6	138970000	139010000	7089	7090	7089_7090	3	5	TRUE	shared
chr6	139210000	139240000	chr6	139340000	139400000	7093	7094	7093_7094	4	9	TRUE	shared
chr6	139340000	139400000	chr6	140430000	140460000	7094	7103	7094_7103	1	6	TRUE	shared
chr6	142680000	142710000	chr6	143000000	143050000	7115	7118	7115_7118	4	7	TRUE	shared
chr6	142680000	142710000	chr6	143410000	143440000	7115	7120	7115_7120	5	9	TRUE	shared
chr6	143560000	143580000	chr6	144000000	144030000	7122	7126	7122_7126	5	11	TRUE	shared
chr6	144250000	144270000	chr6	144460000	144500000	7129	7134	7129_7134	0	3	TRUE	shared
chr6	146850000	146870000	chr6	147270000	147300000	7149	7155	7149_7155	3	4	TRUE	shared
chr6	147380000	147400000	chr6	148150000	148200000	7157	7159	7157_7159	0	3	TRUE	shared
chr6	147490000	147520000	chr6	148150000	148200000	7158	7159	7158_7159	5	11	TRUE	shared
chr6	147490000	147520000	chr6	148450000	148480000	7158	7163	7158_7163	2	5	TRUE	shared
chr6	148150000	148200000	chr6	148450000	148480000	7159	7163	7159_7163	3	7	TRUE	shared
chr6	148560000	148590000	chr6	148940000	148970000	7164	7167	7164_7167	5	8	TRUE	shared
chr6	148560000	148590000	chr6	149410000	149480000	7164	7173	7164_7173	3	5	TRUE	shared
chr6	148560000	148590000	chr6	149500000	149530000	7164	7174	7164_7174	2	3	TRUE	shared
chr6	148730000	148770000	chr6	148940000	148970000	7165	7167	7165_7167	2	3	TRUE	shared
chr6	149010000	149090000	chr6	149410000	149480000	7169	7173	7169_7173	5	14	TRUE	shared
