chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR
chr21	41608515	41609016	501	*	4.96	4.88	5.06	-0.18	0.544	0.707
chr21	44991786	44992287	501	*	4.72	4.83	4.56	0.27	0.545	0.708
chr21	42338239	42338740	501	*	7.11	7.16	7.04	0.12	0.545	0.708
chr21	38951338	38951839	501	*	5.71	5.61	5.82	-0.22	0.546	0.708
chr21	36925987	36926488	501	*	5.46	5.34	5.59	-0.25	0.548	0.71
chr21	42561148	42561649	501	*	6.45	6.35	6.56	-0.22	0.55	0.711
chr21	41143483	41143984	501	*	4.17	4.04	4.32	-0.28	0.553	0.714
chr21	42802066	42802567	501	*	5.57	5.48	5.68	-0.2	0.555	0.716
chr21	33894718	33895219	501	*	5.62	5.53	5.71	-0.18	0.557	0.717
chr21	34692961	34693462	501	*	5.27	5.34	5.17	0.17	0.562	0.721
chr21	42080978	42081479	501	*	5	5.08	4.89	0.19	0.565	0.723
chr21	42319854	42320355	501	*	4.98	4.87	5.11	-0.24	0.566	0.724
chr21	36075397	36075898	501	*	4.45	4.31	4.61	-0.31	0.568	0.725
chr21	41245587	41246088	501	*	5.96	5.86	6.06	-0.2	0.568	0.725
chr21	30580496	30580997	501	*	4.96	5.04	4.85	0.19	0.57	0.727
chr21	41751757	41752258	501	*	5.69	5.75	5.61	0.14	0.573	0.729
chr21	33947662	33948163	501	*	5.8	5.72	5.9	-0.18	0.574	0.73
chr21	42164374	42164875	501	*	5.2	5.29	5.08	0.21	0.577	0.732
chr21	44139567	44140068	501	*	2.2	2.4	1.91	0.48	0.579	0.733
chr21	41136053	41136554	501	*	4.5	4.58	4.39	0.2	0.579	0.733
chr21	45981032	45981533	501	*	6.44	6.49	6.37	0.13	0.579	0.734
chr21	42997476	42997977	501	*	5.28	5.36	5.16	0.2	0.579	0.734
chr21	46153411	46153912	501	*	7.22	7.28	7.14	0.14	0.581	0.735
chr21	34552890	34553391	501	*	5	5.17	4.75	0.41	0.582	0.736
chr21	37269573	37270074	501	*	4.29	4.38	4.18	0.2	0.585	0.739
chr21	36028191	36028692	501	*	4.43	4.52	4.3	0.23	0.587	0.74
chr21	34737545	34738046	501	*	5.48	5.62	5.29	0.33	0.587	0.74
chr21	43868524	43869025	501	*	4.77	4.68	4.88	-0.2	0.588	0.741
chr21	42309804	42310305	501	*	6.04	5.97	6.13	-0.15	0.589	0.741
chr21	35249919	35250420	501	*	6.02	6.07	5.95	0.12	0.591	0.743
chr21	42818585	42819086	501	*	4.63	4.7	4.53	0.16	0.592	0.744
chr21	42515908	42516409	501	*	6.86	6.79	6.94	-0.15	0.593	0.745
chr21	42056605	42057106	501	*	7.08	7.03	7.14	-0.11	0.599	0.749
chr21	43603047	43603548	501	*	4.2	4.34	4	0.34	0.6	0.75
chr21	34730508	34731009	501	*	5.74	5.82	5.65	0.17	0.606	0.755
chr21	34551930	34552431	501	*	5.37	5.53	5.14	0.39	0.606	0.755
chr21	37009683	37010184	501	*	5.76	5.7	5.82	-0.12	0.606	0.755
chr21	41144767	41145268	501	*	5.06	4.98	5.15	-0.18	0.607	0.756
chr21	43353705	43354206	501	*	4.99	5.07	4.89	0.18	0.611	0.759
chr21	36789281	36789782	501	*	4.78	4.68	4.91	-0.23	0.619	0.765
chr21	44711681	44712531	850	*	5.35	5.27	5.45	-0.18	0.621	0.766
chr21	35939886	35940387	501	*	4.81	4.73	4.91	-0.18	0.621	0.766
chr21	37155493	37156371	878	*	5.39	5.45	5.3	0.15	0.624	0.769
chr21	39183223	39183724	501	*	7.26	7.31	7.2	0.11	0.626	0.77
chr21	36925311	36925812	501	*	5.5	5.41	5.61	-0.2	0.626	0.77
chr21	32382851	32383352	501	*	6.99	7.04	6.92	0.11	0.627	0.771
chr21	35636990	35637491	501	*	4.34	4.41	4.25	0.16	0.627	0.771
chr21	36535654	36536155	501	*	4.73	4.64	4.84	-0.2	0.631	0.774
chr21	41466555	41467056	501	*	5.58	5.64	5.5	0.13	0.636	0.778
chr21	41684622	41685123	501	*	6.31	6.26	6.36	-0.1	0.639	0.78
chr21	36245693	36246194	501	*	5.64	5.57	5.71	-0.13	0.64	0.781
chr21	43920430	43920931	501	*	3.26	3.38	3.1	0.28	0.64	0.781
chr21	43938818	43939319	501	*	5.67	5.73	5.58	0.15	0.64	0.781
chr21	38613497	38613998	501	*	5.31	5.36	5.24	0.12	0.641	0.781
chr21	43849566	43850067	501	*	4.46	4.38	4.56	-0.18	0.641	0.782
chr21	34129127	34129628	501	*	5.31	5.36	5.24	0.11	0.643	0.783
chr21	36584802	36585303	501	*	5.17	5.08	5.28	-0.2	0.643	0.784
chr21	30581105	30581606	501	*	5.24	5.17	5.32	-0.15	0.646	0.785
chr21	33269723	33270224	501	*	4.81	4.73	4.89	-0.16	0.651	0.789
chr21	31529009	31529510	501	*	4.16	4.07	4.26	-0.19	0.652	0.79
chr21	45054837	45055338	501	*	4.55	4.65	4.41	0.24	0.653	0.791
chr21	36346352	36346853	501	*	4.65	4.72	4.57	0.16	0.653	0.791
chr21	42971850	42972351	501	*	5.17	5.23	5.09	0.14	0.657	0.793
chr21	35873721	35874222	501	*	4.31	4.4	4.19	0.21	0.657	0.794
chr21	36734326	36734827	501	*	4.27	4.34	4.16	0.18	0.66	0.796
chr21	34728119	34728620	501	*	5.97	6.03	5.88	0.15	0.664	0.799
chr21	42376182	42376683	501	*	6.81	6.76	6.87	-0.11	0.664	0.799
chr21	36486701	36487202	501	*	4.37	4.27	4.49	-0.22	0.666	0.801
chr21	41254696	41255535	839	*	5.3	5.11	5.52	-0.4	0.667	0.801
chr21	44735959	44736460	501	*	5.48	5.55	5.4	0.15	0.677	0.808
chr21	35954656	35955157	501	*	4.57	4.49	4.67	-0.19	0.677	0.808
chr21	41121908	41122409	501	*	5.1	5.04	5.17	-0.13	0.678	0.809
chr21	41548894	41549395	501	*	5.87	5.79	5.96	-0.18	0.679	0.809
chr21	39137279	39137780	501	*	5.75	5.68	5.83	-0.15	0.681	0.81
chr21	43879983	43880484	501	*	5.54	5.49	5.6	-0.11	0.681	0.811
chr21	38919472	38919973	501	*	5.59	5.51	5.67	-0.16	0.684	0.813
chr21	41926193	41926694	501	*	7.11	7.14	7.07	0.07	0.69	0.817
chr21	36524260	36524761	501	*	4.74	4.64	4.85	-0.21	0.691	0.818
chr21	41703903	41704404	501	*	6.32	6.37	6.25	0.11	0.692	0.818
chr21	45513476	45513977	501	*	6.46	6.51	6.41	0.1	0.692	0.819
chr21	41254183	41254684	501	*	4.32	4.23	4.42	-0.2	0.693	0.819
chr21	43141238	43141739	501	*	2.66	2.79	2.48	0.31	0.693	0.819
chr21	45000927	45001428	501	*	5.29	5.35	5.2	0.15	0.695	0.82
chr21	41396557	41397058	501	*	4.57	4.64	4.49	0.15	0.695	0.82
chr21	42457599	42458100	501	*	5.33	5.38	5.27	0.1	0.695	0.821
chr21	41928017	41928518	501	*	4.8	4.86	4.72	0.14	0.697	0.822
chr21	39380270	39380771	501	*	7.23	7.2	7.27	-0.08	0.699	0.823
chr21	32433078	32433579	501	*	4.65	4.7	4.58	0.12	0.702	0.825
chr21	39452765	39453266	501	*	4.03	3.94	4.14	-0.2	0.702	0.825
chr21	42097733	42098234	501	*	5.56	5.51	5.63	-0.12	0.702	0.825
chr21	42431030	42431531	501	*	4.92	4.97	4.85	0.12	0.706	0.828
chr21	33644497	33644998	501	*	4.39	4.31	4.48	-0.17	0.709	0.83
chr21	42505140	42505641	501	*	4.31	4.37	4.22	0.15	0.712	0.832
chr21	45248691	45249192	501	*	4.35	4.42	4.25	0.17	0.715	0.834
chr21	43579779	43580280	501	*	4.64	4.58	4.71	-0.13	0.715	0.834
chr21	30233642	30234143	501	*	4.33	4.26	4.43	-0.17	0.717	0.836
chr21	44348886	44349387	501	*	5.17	5.23	5.09	0.14	0.718	0.836
chr21	32279084	32279585	501	*	6.88	6.91	6.84	0.07	0.719	0.837
chr21	44295272	44295773	501	*	5.05	5.1	4.98	0.12	0.72	0.838
chr21	32364191	32364692	501	*	5.66	5.7	5.6	0.1	0.721	0.838
chr21	35248078	35248579	501	*	4.56	4.61	4.5	0.11	0.721	0.838
chr21	41138465	41138966	501	*	4.76	4.69	4.85	-0.16	0.722	0.839
chr21	43352954	43353455	501	*	4.93	4.87	4.99	-0.12	0.725	0.841
chr21	38824239	38824740	501	*	4.87	4.92	4.79	0.13	0.726	0.842
chr21	42222162	42222663	501	*	4.65	4.7	4.59	0.11	0.728	0.843
chr21	38754010	38754511	501	*	4.4	4.47	4.3	0.17	0.73	0.844
chr21	36499648	36500149	501	*	6.73	6.76	6.68	0.08	0.73	0.844
chr21	36910930	36911431	501	*	5.03	4.97	5.1	-0.13	0.73	0.845
chr21	36588912	36589413	501	*	5.12	5.17	5.06	0.1	0.73	0.845
chr21	44194841	44195342	501	*	1.4	1.53	1.22	0.31	0.739	0.85
chr21	38819618	38820119	501	*	4.75	4.82	4.66	0.16	0.739	0.851
chr21	43922457	43922958	501	*	6.47	6.42	6.53	-0.11	0.743	0.853
chr21	36730431	36730932	501	*	5.42	5.35	5.49	-0.14	0.745	0.854
chr21	41536089	41536590	501	*	6.8	6.83	6.76	0.07	0.745	0.855
chr21	45820307	45820808	501	*	4.33	4.28	4.4	-0.11	0.751	0.859
chr21	38811695	38812196	501	*	3.66	3.76	3.54	0.22	0.752	0.859
chr21	36402616	36403117	501	*	5.18	5.06	5.31	-0.25	0.753	0.86
chr21	38242480	38242981	501	*	4.41	4.34	4.49	-0.15	0.753	0.86
chr21	45555614	45556115	501	*	6.49	6.57	6.38	0.19	0.754	0.86
chr21	44049499	44050000	501	*	4.5	4.43	4.59	-0.15	0.754	0.86
chr21	43645613	43646114	501	*	5.92	5.95	5.87	0.08	0.756	0.862
chr21	39124392	39124893	501	*	4.55	4.49	4.62	-0.13	0.759	0.864
chr21	41702491	41702992	501	*	4.65	4.69	4.6	0.09	0.762	0.866
chr21	43498586	43499087	501	*	2.65	2.54	2.78	-0.24	0.772	0.873
chr21	45093068	45093569	501	*	4.96	4.93	5	-0.07	0.773	0.873
chr21	38915596	38916097	501	*	5.29	5.34	5.22	0.12	0.778	0.877
chr21	41124905	41125406	501	*	4.63	4.58	4.69	-0.1	0.786	0.882
chr21	36488026	36488527	501	*	5.11	5.08	5.16	-0.08	0.786	0.882
chr21	45101862	45102363	501	*	5.13	5.1	5.18	-0.08	0.787	0.882
chr21	34845330	34845831	501	*	6.37	6.34	6.41	-0.07	0.787	0.883
chr21	43884238	43884739	501	*	5.44	5.48	5.39	0.08	0.789	0.884
chr21	37257756	37258257	501	*	6.99	7.02	6.95	0.07	0.793	0.886
chr21	36233006	36233507	501	*	6.09	6.06	6.12	-0.06	0.794	0.888
chr21	35952395	35952896	501	*	5.41	5.36	5.46	-0.1	0.795	0.888
chr21	36120302	36120803	501	*	4.8	4.83	4.76	0.07	0.799	0.89
chr21	37339036	37339537	501	*	4.43	4.49	4.37	0.12	0.799	0.89
chr21	42640557	42641058	501	*	5.1	5.07	5.13	-0.06	0.806	0.895
chr21	36126413	36126914	501	*	7.23	7.25	7.2	0.05	0.806	0.895
chr21	44138105	44138606	501	*	0.22	0.15	0.31	-0.16	0.808	0.896
chr21	45887886	45888387	501	*	4.49	4.45	4.53	-0.08	0.81	0.898
chr21	33203253	33203754	501	*	5.54	5.58	5.49	0.09	0.811	0.898
chr21	46536126	46536627	501	*	4.31	4.26	4.37	-0.11	0.813	0.899
chr21	43578551	43579052	501	*	4.61	4.58	4.65	-0.07	0.814	0.9
chr21	30227235	30227736	501	*	5.53	5.56	5.49	0.07	0.817	0.902
chr21	37533159	37533660	501	*	4.56	4.52	4.61	-0.09	0.817	0.902
chr21	30217354	30217855	501	*	4.13	4.07	4.19	-0.12	0.821	0.905
chr21	35102951	35103452	501	*	4.76	4.78	4.72	0.06	0.822	0.905
chr21	43106928	43107429	501	*	5.45	5.53	5.34	0.19	0.822	0.905
chr21	43646419	43646920	501	*	4.39	4.35	4.43	-0.08	0.823	0.906
chr21	32394217	32394718	501	*	4.72	4.75	4.68	0.07	0.826	0.907
chr21	42085941	42086442	501	*	6.34	6.31	6.38	-0.07	0.828	0.909
chr21	42117126	42117627	501	*	4.79	4.75	4.83	-0.08	0.828	0.909
chr21	33931494	33931995	501	*	6.27	6.23	6.32	-0.09	0.831	0.91
chr21	42844963	42845464	501	*	6.19	6.22	6.16	0.06	0.831	0.911
chr21	32378735	32379236	501	*	5.15	5.12	5.19	-0.07	0.833	0.912
chr21	41678590	41679091	501	*	7.39	7.41	7.37	0.03	0.836	0.914
chr21	39103940	39104441	501	*	4.41	4.46	4.36	0.1	0.838	0.915
chr21	36522586	36523087	501	*	5.08	5.01	5.16	-0.16	0.841	0.917
chr21	36113047	36113548	501	*	6.99	6.97	7.02	-0.05	0.845	0.919
chr21	36323784	36324285	501	*	4.57	4.54	4.6	-0.06	0.846	0.92
chr21	38900403	38900904	501	*	4.26	4.33	4.15	0.18	0.849	0.922
chr21	38898711	38899212	501	*	4.4	4.45	4.33	0.12	0.85	0.923
chr21	45478035	45478536	501	*	6.32	6.35	6.29	0.06	0.85	0.923
chr21	43734189	43734690	501	*	5.41	5.39	5.43	-0.04	0.853	0.925
chr21	43428133	43428634	501	*	3.09	3.16	2.99	0.17	0.854	0.925
chr21	41928590	41929091	501	*	4.35	4.38	4.31	0.07	0.855	0.926
chr21	32372013	32372514	501	*	6.37	6.34	6.4	-0.06	0.856	0.927
chr21	38894898	38895399	501	*	4.44	4.48	4.38	0.1	0.857	0.927
chr21	42449550	42450051	501	*	4.83	4.8	4.88	-0.08	0.857	0.927
chr21	30034538	30035039	501	*	4.44	4.39	4.5	-0.1	0.858	0.927
chr21	44165961	44166462	501	*	0.08	0.15	0	0.15	0.862	0.93
chr21	39527957	39528458	501	*	4.61	4.64	4.58	0.05	0.865	0.932
chr21	32572673	32573174	501	*	5.6	5.58	5.64	-0.06	0.865	0.932
chr21	36926804	36927305	501	*	6.71	6.73	6.69	0.04	0.868	0.933
chr21	33924222	33924723	501	*	4.56	4.59	4.53	0.07	0.868	0.933
chr21	41779341	41779842	501	*	5.88	5.89	5.86	0.03	0.869	0.934
chr21	43956249	43956750	501	*	5	5.03	4.95	0.08	0.876	0.938
chr21	43726057	43726558	501	*	5.24	5.25	5.22	0.03	0.878	0.939
chr21	40444815	40445316	501	*	4.34	4.28	4.41	-0.13	0.878	0.939
chr21	41248429	41248930	501	*	6.55	6.58	6.5	0.08	0.882	0.942
chr21	36260208	36260709	501	*	6.11	6.13	6.1	0.03	0.884	0.942
chr21	35244639	35245140	501	*	4.73	4.71	4.77	-0.06	0.884	0.942
chr21	43810808	43811309	501	*	6.2	6.22	6.18	0.04	0.884	0.943
chr21	33127089	33127590	501	*	4.62	4.65	4.6	0.05	0.885	0.943
chr21	44157644	44158145	501	*	0.48	0.43	0.54	-0.11	0.893	0.948
chr21	46162043	46162544	501	*	7.16	7.15	7.17	-0.03	0.893	0.948
chr21	31630221	31630722	501	*	4.8	4.81	4.77	0.04	0.893	0.948
chr21	45950278	45950779	501	*	5.3	5.33	5.26	0.06	0.894	0.948
chr21	46189320	46189821	501	*	7.71	7.7	7.73	-0.02	0.894	0.949
chr21	36923109	36923610	501	*	5.43	5.47	5.39	0.08	0.897	0.95
chr21	39660646	39661147	501	*	4.74	4.7	4.78	-0.07	0.902	0.954
chr21	39126084	39126585	501	*	4.89	4.92	4.85	0.07	0.904	0.955
chr21	44766967	44767468	501	*	4.39	4.37	4.42	-0.05	0.904	0.955
chr21	38595438	38595939	501	*	4.49	4.47	4.51	-0.04	0.905	0.955
chr21	45049678	45050179	501	*	4.51	4.48	4.54	-0.06	0.906	0.955
chr21	39105974	39106475	501	*	4.22	4.2	4.24	-0.05	0.907	0.955
chr21	35796197	35796698	501	*	4.01	3.98	4.06	-0.08	0.908	0.955
chr21	42493398	42493899	501	*	4.18	4.2	4.15	0.04	0.908	0.955
chr21	44156911	44157412	501	*	0.46	0.43	0.5	-0.07	0.909	0.955
chr21	46318328	46318829	501	*	5.74	5.75	5.72	0.04	0.909	0.955
chr21	42238579	42239080	501	*	4.42	4.4	4.45	-0.05	0.91	0.955
chr21	34790612	34791113	501	*	4.93	4.91	4.96	-0.05	0.913	0.955
chr21	36150404	36150905	501	*	6.25	6.23	6.27	-0.04	0.915	0.955
chr21	32772125	32772626	501	*	6.49	6.49	6.48	0.02	0.915	0.955
chr21	42299565	42300066	501	*	4.72	4.75	4.67	0.08	0.916	0.955
chr21	41458746	41459247	501	*	4.57	4.59	4.55	0.04	0.916	0.955
chr21	32386711	32387212	501	*	5.41	5.42	5.4	0.02	0.917	0.955
chr21	43768321	43768822	501	*	4.54	4.56	4.52	0.04	0.92	0.955
chr21	34375377	34375878	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	34426552	34427053	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	34427792	34428293	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	34428664	34429165	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43107772	43108273	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43175364	43175865	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43176822	43177323	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43178536	43179037	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43383573	43384074	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43399468	43399969	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43400525	43401026	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43423853	43424354	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43425129	43425630	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43432453	43432954	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43437421	43437922	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43441258	43441759	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43450172	43450673	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43454565	43455066	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43462108	43462609	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43477760	43478261	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43479895	43480396	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43490790	43491291	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43494172	43494673	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43503185	43503686	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43510220	43510721	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43510972	43511473	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43511788	43512289	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43513112	43513613	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43513973	43514474	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43516650	43517151	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43519978	43520479	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	43565207	43565708	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44106659	44107160	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44160022	44160523	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44160665	44161166	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44167047	44167548	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44172799	44173300	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44182420	44182921	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44184420	44184921	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44189528	44190029	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44201325	44201826	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44202430	44202931	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44241953	44242454	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44244912	44245413	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44245525	44246026	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44246472	44246973	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	44249410	44249911	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	46698145	46698646	501	*	-0.62	-0.69	-0.54	-0.15	0.92	0.955
chr21	46143623	46144124	501	*	5.87	5.88	5.85	0.02	0.922	0.956
chr21	32348507	32349008	501	*	6.22	6.21	6.23	-0.02	0.925	0.958
chr21	37462185	37462686	501	*	4.76	4.77	4.74	0.04	0.925	0.958
chr21	30033647	30034148	501	*	4.28	4.24	4.33	-0.09	0.93	0.961
chr21	33450141	33450642	501	*	4.53	4.5	4.55	-0.05	0.931	0.961
chr21	41922435	41922936	501	*	4.09	4.1	4.08	0.02	0.931	0.961
chr21	36171813	36172314	501	*	4.74	4.73	4.75	-0.02	0.936	0.964
chr21	39445615	39446116	501	*	7.25	7.24	7.26	-0.02	0.936	0.964
chr21	37445588	37446089	501	*	4.12	4.13	4.1	0.03	0.938	0.965
chr21	31219263	31219764	501	*	4.89	4.88	4.9	-0.02	0.939	0.966
chr21	42341343	42341844	501	*	4.21	4.23	4.2	0.03	0.941	0.967
chr21	44438582	44439083	501	*	5.39	5.38	5.4	-0.02	0.943	0.968
chr21	36602475	36602976	501	*	5.51	5.49	5.53	-0.04	0.944	0.968
chr21	36987281	36987782	501	*	5.71	5.7	5.72	-0.02	0.944	0.968
chr21	42715140	42715641	501	*	5.75	5.73	5.76	-0.03	0.944	0.969
chr21	42817355	42817856	501	*	4.61	4.6	4.62	-0.01	0.946	0.97
chr21	41243464	41243965	501	*	4.35	4.38	4.31	0.07	0.947	0.97
chr21	36225263	36225764	501	*	4.94	4.93	4.96	-0.03	0.948	0.971
chr21	37270607	37271108	501	*	4.5	4.48	4.53	-0.04	0.949	0.971
chr21	38241195	38241696	501	*	5.23	5.24	5.21	0.02	0.953	0.974
chr21	46140524	46141025	501	*	5.27	5.27	5.28	-0.02	0.956	0.975
chr21	30268862	30269363	501	*	4.89	4.9	4.89	0.01	0.963	0.979
chr21	32832850	32833351	501	*	4.32	4.33	4.32	0	0.967	0.982
chr21	37246697	37247198	501	*	4.36	4.37	4.35	0.02	0.971	0.984
chr21	46028617	46029118	501	*	4.62	4.6	4.63	-0.02	0.972	0.985
chr21	42107904	42108405	501	*	6.06	6.05	6.07	-0.01	0.979	0.989
chr21	44107190	44107691	501	*	4.13	4.15	4.12	0.03	0.98	0.99
chr21	41147030	41147531	501	*	4.61	4.61	4.62	-0.01	0.985	0.992
chr21	32369371	32369872	501	*	4.65	4.63	4.67	-0.03	0.985	0.992
chr21	42542235	42542736	501	*	4.32	4.31	4.34	-0.03	0.985	0.992
chr21	42924261	42924762	501	*	6.49	6.49	6.49	0	0.991	0.995
chr21	41179004	41179505	501	*	5.15	5.15	5.15	0	0.992	0.996
chr21	30223491	30223992	501	*	6.07	6.07	6.08	-0.01	0.995	0.998
chr21	43005117	43005618	501	*	5.06	5.06	5.06	0	0.997	0.999
chr21	43173053	43173554	501	*	2.27	2.28	2.26	0.01	0.998	0.999
chr21	45643907	45644408	501	*	5.67	5.98	5.16	0.81	1	1
