chr	start	end	strand	gene_id	gene_name
chr19	16185380	16192046	+	ENSG00000105058.12	FAM32A
chr19	16186276	16189458	-	ENSG00000267033.1	AC020911.1
chr19	16187313	16187566	+	ENSG00000275901.1	AC020911.3
chr19	16197578	16245907	+	ENSG00000072958.8	AP1M1
chr19	16355239	16472085	-	ENSG00000127527.14	EPS15L1
chr19	16479067	16628204	-	ENSG00000141979.4	AC008764.1
chr19	16496394	16521352	+	ENSG00000105072.9	C19orf44
chr19	16517894	16542437	-	ENSG00000085872.15	CHERP
chr19	16661139	16690023	+	ENSG00000072954.7	TMEM38A
chr19	16712317	16712434	+	ENSG00000269419.1	AC008737.2
chr19	16719975	16817963	+	ENSG00000188039.15	NWD1
chr19	16892947	17026815	-	ENSG00000160111.13	CPAMD8
chr19	17049729	17075625	-	ENSG00000131351.15	HAUS8
chr19	17051994	17055087	+	ENSG00000268289.1	AC020908.1
chr19	17075781	17214537	+	ENSG00000099331.13	MYO9B
chr19	17152588	17168051	-	ENSG00000268056.5	AC020913.1
chr19	17177511	17178476	-	ENSG00000269836.1	AC020913.3
chr19	17207138	17208010	-	ENSG00000269480.1	AC020913.2
chr19	17235940	17255448	-	ENSG00000269095.1	AC010646.1
chr19	17249171	17282786	-	ENSG00000130307.12	USHBP1
chr19	17267376	17281249	+	ENSG00000105393.16	BABAM1
chr19	17267418	17282966	+	ENSG00000269307.1	AC010463.1
chr19	17281645	17287646	+	ENSG00000160117.16	ANKLE1
chr19	17292131	17310236	-	ENSG00000127220.6	ABHD8
chr19	17292609	17306843	+	ENSG00000130312.6	MRPL34
chr19	17435509	17448668	-	ENSG00000188051.7	TMEM221
chr19	17436611	17460804	-	ENSG00000269035.1	AC010319.2
chr19	17452211	17452969	-	ENSG00000269736.1	AC010319.5
chr19	17824780	17848071	-	ENSG00000105639.19	JAK3
chr19	17859910	17864153	+	ENSG00000105640.13	RPL18A
chr19	17862588	17862720	+	ENSG00000207166.1	SNORA68
chr19	18058995	18098944	-	ENSG00000096996.16	IL12RB1
chr19	18097793	18151692	+	ENSG00000099308.10	MAST3
chr19	18207961	18255419	-	ENSG00000285188.1	AC008397.2
chr19	18208652	18248200	-	ENSG00000105650.22	PDE4C
chr19	18249950	18255419	-	ENSG00000284797.1	AC008397.1
chr19	18257097	18274509	-	ENSG00000130518.17	IQCN
chr19	18279694	18281622	-	ENSG00000130522.6	JUND
chr19	18282077	18282161	+	ENSG00000267959.3	MIR3188
chr19	18418864	18434562	+	ENSG00000130511.16	SSBP4
chr19	18434388	18438167	-	ENSG00000105655.19	ISYNA1
chr19	18441419	18443597	+	ENSG00000268199.2	AC010335.1
chr19	18442663	18522116	-	ENSG00000105656.13	ELL
chr19	18448275	18448802	+	ENSG00000279262.1	AC010335.2
chr19	18448275	18448805	-	ENSG00000280121.1	AC010335.3
chr19	18557762	18569387	+	ENSG00000105700.11	KXD1
chr19	18557775	18561560	-	ENSG00000268030.1	AC005253.1
chr19	18568506	18569375	-	ENSG00000268983.1	AC005253.2
chr19	18571730	18577550	+	ENSG00000221983.8	UBA52
chr19	18572220	18607741	-	ENSG00000006016.11	CRLF1
chr19	18588685	18592336	+	ENSG00000006015.17	REX1BD
chr19	18607430	18621039	+	ENSG00000105696.9	TMEM59L
chr19	18683678	18782333	+	ENSG00000105662.16	CRTC1
chr19	18831938	18868236	+	ENSG00000005007.12	UPF1
chr19	18868545	18896158	-	ENSG00000130283.9	GDF1
chr19	18868545	18896727	-	ENSG00000223802.7	CERS1
chr19	18881680	18883376	+	ENSG00000269694.1	AC005197.1
chr19	18899514	18919387	-	ENSG00000105669.14	COPE
chr19	18907013	18934397	-	ENSG00000268193.5	AC002985.1
chr19	18940235	18947452	+	ENSG00000269019.2	HOMER3-AS1
chr19	18957957	18958258	-	ENSG00000241172.3	RN7SL70P
chr19	18990888	19034023	-	ENSG00000064607.17	SUGP2
chr19	19320829	19358754	+	ENSG00000129933.21	MAU2
chr19	19385826	19508931	+	ENSG00000167491.17	GATAD2A
chr19	19512418	19515548	-	ENSG00000178093.14	TSSK6
chr19	19515736	19529054	+	ENSG00000186010.19	NDUFA13
chr19	19516227	19536076	+	ENSG00000258674.5	AC011448.1
chr19	19528861	19537581	+	ENSG00000250067.12	YJEFN3
chr19	19538248	19546659	+	ENSG00000160161.9	CILP2
chr19	19561707	19618693	-	ENSG00000105717.14	PBX4
chr19	19629476	19643657	-	ENSG00000089639.11	GMIP
chr19	19645198	19663676	-	ENSG00000105726.17	ATP13A1
chr19	19668796	19683509	+	ENSG00000181896.12	ZNF101
chr19	19699203	19699409	-	ENSG00000271283.1	AC011458.2
chr19	19900913	19963464	+	ENSG00000184635.16	ZNF93
chr19	20122569	20321305	-	ENSG00000267383.7	AC011447.3
chr19	20167214	20200488	+	ENSG00000256229.8	ZNF486
chr19	20206844	20206954	-	ENSG00000267771.1	AC011447.4
chr19	20207192	20209789	-	ENSG00000279039.1	AC011447.6
chr19	20923222	20950697	+	ENSG00000105750.15	ZNF85
chr19	20961057	20965140	+	ENSG00000269012.2	KRT18P40
chr19	21405159	21491266	+	ENSG00000269237.1	AC010615.4
chr19	21483374	21503238	+	ENSG00000268658.5	LINC00664
chr19	21496682	21556270	+	ENSG00000197013.10	ZNF429
chr19	27793431	27984984	+	ENSG00000267575.7	AC006504.5
chr19	27902595	27984743	+	ENSG00000267623.3	AC005357.2
chr19	27983032	27983332	-	ENSG00000266906.1	AC005357.1
chr19	28294093	28313500	-	ENSG00000266928.1	AC020905.1
chr19	28316705	28386204	-	ENSG00000267320.5	AC005580.1
chr19	28435388	28727680	-	ENSG00000283403.1	AC005394.2
chr19	28437060	28535277	-	ENSG00000267243.6	AC005381.1
chr19	28683071	28727777	-	ENSG00000283269.1	AC005524.1
chr19	28869507	28879176	+	ENSG00000267617.2	AC007795.1
chr19	28883430	28970874	+	ENSG00000267339.7	LINC00906
chr19	28892931	28895949	+	ENSG00000267683.1	AC008991.1
chr19	29606283	29617237	+	ENSG00000105171.10	POP4
chr19	29698886	29715789	-	ENSG00000131943.17	C19orf12
chr19	29775504	29781216	-	ENSG00000286867.1	AC008798.3
chr19	30058229	30060797	+	ENSG00000287859.1	AC008507.4
chr19	30078133	30085893	+	ENSG00000288072.1	AC008507.5
chr19	30219666	30228715	-	ENSG00000267223.1	AC005597.1
chr19	30228290	30713538	+	ENSG00000198597.9	ZNF536
chr19	30665274	30668647	-	ENSG00000267760.1	AC011478.1
chr19	31100304	31147981	+	ENSG00000284430.1	AC020912.1
chr19	31149979	31349436	-	ENSG00000121297.8	TSHZ3
chr19	31348881	31417794	+	ENSG00000267662.1	AC025809.1
chr19	31364297	31366098	+	ENSG00000278875.1	AC025809.2
chr19	31520155	31554803	+	ENSG00000267407.2	LINC02841
chr19	31588040	31595720	-	ENSG00000261400.1	AC011525.1
chr19	31588159	31593786	+	ENSG00000267465.7	AC011525.2
chr19	31797666	32072113	-	ENSG00000267489.5	LINC01837
chr19	32025808	32073809	+	ENSG00000267779.7	LINC01533
chr19	32243965	32244083	-	ENSG00000200738.1	RNA5SP472
chr19	32581190	32587453	+	ENSG00000105185.12	PDCD5
chr19	32597006	32676597	-	ENSG00000105186.16	ANKRD27
chr19	32655016	32655308	-	ENSG00000242436.3	RN7SL789P
chr19	32675848	32678300	+	ENSG00000186326.4	RGS9BP
chr19	32687089	32691750	-	ENSG00000267475.1	AC008736.1
chr19	32691961	32713796	+	ENSG00000213965.3	NUDT19
chr19	32875925	32971991	-	ENSG00000121289.18	CEP89
chr19	32963499	32963865	+	ENSG00000239988.1	RPL31P60
chr19	32972209	32978229	+	ENSG00000131944.10	FAAP24
chr19	32978592	33064888	-	ENSG00000131941.8	RHPN2
chr19	33080899	33130542	+	ENSG00000076650.7	GPATCH1
chr19	33132090	33175799	+	ENSG00000166359.11	WDR88
chr19	33177603	33208864	+	ENSG00000130881.14	LRP3
chr19	33207129	33207639	+	ENSG00000273420.1	AC008738.7
chr19	33208664	33225850	-	ENSG00000130876.11	SLC7A10
chr19	33217817	33222355	+	ENSG00000267714.2	AC008738.4
chr19	33299934	33301168	+	ENSG00000267580.1	AC008738.3
chr19	33299934	33302534	-	ENSG00000245848.3	CEBPA
chr19	33301279	33301940	+	ENSG00000267727.1	AC008738.5
chr19	33302857	33305054	+	ENSG00000267296.2	CEBPA-DT
chr19	33305036	33309387	+	ENSG00000267130.1	AC008738.2
chr19	33386950	33521791	-	ENSG00000124299.15	PEPD
chr19	33621953	33773509	+	ENSG00000124302.13	CHST8
chr19	33795933	33815763	+	ENSG00000153885.14	KCTD15
chr19	33997289	34066283	-	ENSG00000287526.1	AC016587.1
chr19	34021659	34021895	+	ENSG00000239253.1	RPS4XP23
chr19	34022656	34023427	-	ENSG00000249987.1	RPS4XP20
chr19	34092561	34093310	-	ENSG00000186008.7	RPS4XP21
chr19	34126973	34127423	+	ENSG00000270849.1	CHCHD2P3
chr19	34172504	34229515	+	ENSG00000257103.8	LSM14A
chr19	34254552	34355571	+	ENSG00000166398.13	KIAA0355
chr19	34348356	34359412	-	ENSG00000267219.1	AC010504.1
chr19	34359480	34402413	+	ENSG00000105220.17	GPI
chr19	34481758	34512304	+	ENSG00000142279.13	WTIP
chr19	34593329	34675699	-	ENSG00000205209.7	SCGB2B2
chr19	34634844	34635717	+	ENSG00000271049.1	AC020910.4
chr19	34637696	34637781	-	ENSG00000252230.1	AC020910.1
chr19	34638122	34640689	-	ENSG00000268683.1	AC020910.2
chr19	34733298	34733837	-	ENSG00000274104.1	AC020910.5
chr19	34734155	34745378	+	ENSG00000197841.15	ZNF181
chr19	34788527	34832869	-	ENSG00000267767.3	LINC01801
chr19	34811589	34814345	-	ENSG00000261754.2	AC008555.1
chr19	35042902	35106307	-	ENSG00000227392.2	HPN-AS1
chr19	35090930	35113664	+	ENSG00000179066.8	AC020907.1
chr19	35138824	35151336	+	ENSG00000221857.7	AC020907.2
chr19	35143250	35154301	+	ENSG00000221946.7	FXYD7
chr19	35154730	35169881	+	ENSG00000089327.15	FXYD5
chr19	35248330	35267964	+	ENSG00000105699.16	LSR
chr19	35251440	35253639	-	ENSG00000271366.1	AC002128.2
chr19	35262846	35264804	+	ENSG00000268947.1	AC002128.1
chr19	35319261	35347361	+	ENSG00000012124.17	CD22
chr19	35330843	35331920	+	ENSG00000269553.1	U62631.1
chr19	35345513	35345627	+	ENSG00000284034.1	MIR5196
chr19	35351552	35353862	+	ENSG00000126266.3	FFAR1
chr19	35358460	35360489	+	ENSG00000185897.7	FFAR3
chr19	35487324	35495558	-	ENSG00000188508.11	KRTDAP
chr19	35497220	35513658	-	ENSG00000161249.21	DMKN
chr19	35523367	35528351	-	ENSG00000189001.11	SBSN
chr19	35533455	35545319	+	ENSG00000105679.9	GAPDHS
chr19	35586161	35587296	+	ENSG00000283758.2	PMIS2
chr19	35596581	35601596	+	ENSG00000224910.2	LINC01766
chr19	35704558	35717038	+	ENSG00000011590.14	ZBTB32
chr19	35717973	35738878	+	ENSG00000272333.6	KMT2B
chr19	35799988	35813299	-	ENSG00000250799.10	PRODH2
chr19	35935358	35946624	+	ENSG00000126243.9	LRFN3
chr19	36014508	36045972	+	ENSG00000267698.1	AC002116.2
chr19	36034984	36054739	-	ENSG00000161277.11	THAP8
chr19	36054881	36105108	+	ENSG00000075702.18	WDR62
chr19	36173406	36173853	-	ENSG00000267005.1	AC002984.1
chr19	36182276	36246257	-	ENSG00000196357.12	ZNF565
chr19	36496916	36498159	-	ENSG00000267091.1	CTBP2P7
chr19	36510687	36528271	-	ENSG00000254004.7	ZNF260
chr19	36528318	36535235	+	ENSG00000228629.2	AC092295.1
chr19	36534774	36605276	-	ENSG00000186020.13	ZNF529
chr19	36604817	36634114	+	ENSG00000161298.18	ZNF382
chr19	36636618	36666853	-	ENSG00000197808.12	ZNF461
chr19	36682636	36687449	-	ENSG00000225975.7	LINC01534
chr19	36687612	36727701	+	ENSG00000189042.13	ZNF567
chr19	36714383	36772825	-	ENSG00000267041.6	ZNF850
chr19	36850361	36913029	+	ENSG00000251247.11	ZNF345
chr19	36888124	36916291	-	ENSG00000185869.14	ZNF829
chr19	36916329	36998700	+	ENSG00000198453.13	ZNF568
chr19	37007857	37130368	+	ENSG00000197050.11	ZNF420
chr19	37024886	37025254	-	ENSG00000275547.1	AC010632.3
chr19	37093019	37210512	-	ENSG00000267360.6	AC012309.1
chr19	37106734	37172741	-	ENSG00000196967.10	ZNF585A
chr19	37128679	37141640	-	ENSG00000267437.1	AC012309.2
chr19	37411155	37469275	-	ENSG00000196437.12	ZNF569
chr19	37506939	37548762	+	ENSG00000188227.13	ZNF793
chr19	37545470	37549171	-	ENSG00000180458.2	AC022148.1
chr19	37548914	37587348	+	ENSG00000267470.6	ZNF571-AS1
chr19	37551406	37614179	+	ENSG00000171817.17	ZNF540
chr19	37554782	37594792	-	ENSG00000180479.14	ZNF571
chr19	37613749	37692337	-	ENSG00000120784.16	ZFP30
chr19	37884823	37906677	-	ENSG00000171804.11	WDR87
chr19	37907208	38208369	+	ENSG00000105738.11	SIPA1L3
chr19	38108500	38109533	-	ENSG00000268764.1	AC011465.1
chr19	38184376	38186265	+	ENSG00000269653.1	AC011479.4
chr19	38199836	38200934	+	ENSG00000268499.1	AC011479.3
chr19	38200234	38200532	+	ENSG00000275132.1	RN7SL663P
chr19	38211006	38229714	-	ENSG00000011332.19	DPF1
chr19	38244035	38292615	+	ENSG00000167642.13	SPINT2
chr19	38251237	38256532	-	ENSG00000167641.11	PPP1R14A
chr19	38303558	38317273	-	ENSG00000167645.17	YIF1B
chr19	38319845	38332076	+	ENSG00000099337.5	KCNK6
chr19	38335775	38370943	+	ENSG00000099338.23	CATSPERG
chr19	38361795	38362484	-	ENSG00000266963.1	AC005625.1
chr19	38384267	38388082	-	ENSG00000179168.15	GGN
chr19	38385522	38386759	+	ENSG00000267090.1	AC005789.1
chr19	38388421	38399587	+	ENSG00000188766.12	SPRED3
chr19	38403135	38409088	+	ENSG00000130244.12	FAM98C
chr19	38409051	38426305	-	ENSG00000171777.16	RASGRP4
chr19	38433691	38587564	+	ENSG00000196218.13	RYR1
chr19	38526954	38528555	-	ENSG00000269445.1	AC067969.2
chr19	38535517	38537128	-	ENSG00000268055.1	AC067969.1
chr19	38587641	38618882	-	ENSG00000104814.13	MAP4K1
chr19	38619082	38636955	+	ENSG00000178982.10	EIF3K
chr19	38647649	38731589	+	ENSG00000130402.12	ACTN4
chr19	38730187	38769904	-	ENSG00000182472.9	CAPN12
chr19	38738284	38739863	+	ENSG00000267892.1	AC022144.1
chr19	38836388	38852347	-	ENSG00000104824.17	HNRNPL
chr19	38844729	38845499	-	ENSG00000269688.1	AC008982.2
chr19	38867830	38878275	-	ENSG00000187994.14	RINL
chr19	38870159	38873763	+	ENSG00000269050.1	AC011455.1
chr19	38878555	38899862	-	ENSG00000068903.20	SIRT2
chr19	38899700	38908893	+	ENSG00000104825.17	NFKBIB
chr19	38908980	38912158	-	ENSG00000262484.1	CCER2
chr19	38915266	38930896	-	ENSG00000104835.14	SARS2
chr19	38915404	38949855	-	ENSG00000269547.1	AC011455.2
chr19	38930548	38933162	+	ENSG00000128626.11	MRPS12
chr19	38935297	38938632	-	ENSG00000269486.2	ERVK9-11
chr19	38941401	38975742	-	ENSG00000269190.6	FBXO17
chr19	39083913	39111493	+	ENSG00000183760.11	ACP7
chr19	39125770	39182816	+	ENSG00000130669.17	PAK4
chr19	39134882	39136463	-	ENSG00000269172.1	AC011443.1
chr19	39296407	39298673	+	ENSG00000182393.3	IFNL1
chr19	39306568	39315336	-	ENSG00000128011.4	LRFN1
chr19	39314651	39320858	-	ENSG00000268262.1	AC011445.1
chr19	39328353	39342372	-	ENSG00000130755.13	GMFG
chr19	39341773	39341945	-	ENSG00000269246.1	AC011445.2
chr19	39342396	39385710	+	ENSG00000179134.15	SAMD4B
chr19	39436156	39476670	+	ENSG00000196235.14	SUPT5H
chr19	39530987	39532852	-	ENSG00000176401.6	EID2B
chr19	39532412	39534422	+	ENSG00000269792.1	AC011500.3
chr19	39534463	39535021	+	ENSG00000269584.1	TDGF1P7
chr19	39538707	39540161	-	ENSG00000176396.11	EID2
chr19	39553034	39555356	+	ENSG00000269588.1	AC011500.2
chr19	39655913	39660647	+	ENSG00000249861.4	LGALS16
chr19	39679374	39686373	+	ENSG00000226025.9	AC005515.1
chr19	40121311	40122168	-	ENSG00000230086.1	VN1R96P
chr19	40230317	40285536	-	ENSG00000105221.18	AKT2
chr19	40299478	40299584	-	ENSG00000206674.1	RNU6-945P
chr19	40466241	40576464	+	ENSG00000160460.16	AC020929.1
chr19	40576853	40591399	+	ENSG00000160410.15	SHKBP1
chr19	40592883	40629818	+	ENSG00000090006.17	LTBP4
chr19	40665905	40690972	-	ENSG00000105245.9	NUMBL
chr19	40778242	40808418	+	ENSG00000171570.11	RAB4B-EGLN2
chr19	40798996	40808434	+	ENSG00000269858.6	EGLN2
chr19	40801297	40898282	+	ENSG00000268797.1	AC008537.1
chr19	40808474	40812100	-	ENSG00000233622.3	CYP2T1P
chr19	40818414	40826772	-	ENSG00000237118.3	CYP2F2P
chr19	40831221	40837210	-	ENSG00000269843.1	AC008537.2
chr19	40840159	40842039	+	ENSG00000279108.1	AC008537.3
chr19	40843541	40850447	-	ENSG00000255974.8	CYP2A6
chr19	41114432	41128381	+	ENSG00000197446.9	CYP2F1
chr19	41134722	41137308	+	ENSG00000268529.1	CYP2T3P
chr19	41431318	41440717	-	ENSG00000105341.18	DMAC2
chr19	41442102	41442392	-	ENSG00000277136.1	AC011526.1
chr19	41443156	41444765	+	ENSG00000204978.3	ERICH4
chr19	41449520	41501223	-	ENSG00000267107.8	PCAT19
chr19	41545192	41555462	+	ENSG00000268027.5	AC243960.1
chr19	41549518	41586844	+	ENSG00000007129.18	CEACAM21
chr19	41860255	41872925	+	ENSG00000105372.8	RPS19
chr19	41869627	41869698	+	ENSG00000276926.1	MIR6797
chr19	41956681	41959321	-	ENSG00000105404.11	RABAC1
chr19	41956879	41994232	-	ENSG00000285505.1	AC010616.1
chr19	42397128	42652355	+	ENSG00000213904.9	LIPE-AS1
chr19	42428278	42442946	-	ENSG00000189377.9	CXCL17
chr19	42507304	42561234	-	ENSG00000079385.22	CEACAM1
chr19	43506719	43527230	-	ENSG00000105755.8	ETHE1
chr19	43525497	43536130	+	ENSG00000176472.10	ZNF575
chr19	44094339	44109886	+	ENSG00000267680.5	ZNF224
chr19	44103007	44113183	-	ENSG00000186019.11	AC021092.1
chr19	44112181	44134822	+	ENSG00000256294.8	AC021092.2
chr19	44467641	44473227	+	ENSG00000176761.7	ZNF285B
chr19	44474428	44500524	-	ENSG00000167384.10	ZNF180
chr19	45506579	45526983	+	ENSG00000125753.14	VASP
chr19	45668221	45683722	+	ENSG00000010310.9	GIPR
chr19	45674928	45675024	+	ENSG00000207773.1	MIR642A
chr19	45674932	45675008	-	ENSG00000283212.1	MIR642B
chr19	45933734	45973865	-	ENSG00000104967.7	NOVA2
chr19	45995461	46021318	+	ENSG00000104983.8	CCDC61
chr19	46018932	46019049	+	ENSG00000211580.1	MIR769
chr19	46019153	46023053	-	ENSG00000008438.5	PGLYRP1
chr19	46027648	46031667	+	ENSG00000268401.2	AC007785.3
chr19	46039748	46077118	-	ENSG00000204869.8	IGFL4
chr19	46228964	46230388	-	ENSG00000269745.1	AC006262.3
chr19	46229742	46231243	+	ENSG00000188293.6	IGFL1
chr19	46249394	46250163	-	ENSG00000277748.1	AC006262.4
chr19	46260420	46260858	-	ENSG00000268238.1	IGFL1P2
chr19	46347087	46392981	+	ENSG00000011485.15	PPP5C
chr19	46390515	46390852	-	ENSG00000269151.1	AC007193.3
chr19	46410329	46413564	-	ENSG00000169515.8	CCDC8
chr19	46480796	46601200	-	ENSG00000230510.6	PPP5D1
chr19	46486906	46495879	-	ENSG00000204851.7	PNMA8B
chr19	46494508	46496502	+	ENSG00000204850.4	AC011484.1
chr19	46533669	46534351	+	ENSG00000278797.1	AC011551.1
chr19	46547056	46600861	-	ENSG00000268423.4	AC093503.1
chr19	46558641	46559642	+	ENSG00000249210.1	GAPDHP38
chr19	46636810	46639161	-	ENSG00000279161.1	AC093503.3
chr19	46647551	46661182	-	ENSG00000197380.11	DACT3
chr19	46719511	46746994	-	ENSG00000090372.15	STRN4
chr19	46736312	46736419	+	ENSG00000222614.1	AC008635.1
chr19	46746046	46776988	+	ENSG00000181027.11	FKRP
chr19	46826895	46828440	-	ENSG00000269014.1	AC008622.1
chr19	46838136	46850992	-	ENSG00000042753.11	AP2S1
chr19	46860997	47005077	+	ENSG00000160007.19	ARHGAP35
chr19	47255980	47273701	+	ENSG00000105321.14	CCDC9
chr19	47274885	47275723	+	ENSG00000257704.4	INAFM1
chr19	47290023	47322066	+	ENSG00000197405.8	C5AR1
chr19	47403124	47419527	-	ENSG00000105419.18	MEIS3
chr19	47428017	47471893	-	ENSG00000118160.14	SLC8A2
chr19	47484282	47501597	+	ENSG00000268061.5	NAPA-AS1
chr19	47487637	47515091	-	ENSG00000105402.8	NAPA
chr19	47520685	47555856	-	ENSG00000118156.12	ZNF541
chr19	47607524	47733098	+	ENSG00000268746.1	AC010519.1
chr19	47608196	47703277	+	ENSG00000063169.10	BICRA
chr19	47713422	47743134	+	ENSG00000024422.12	EHD2
chr19	47860113	47861512	+	ENSG00000259009.4	TPRX2P
chr19	47863409	47865459	-	ENSG00000259108.3	LINC01595
chr19	48332356	48364059	-	ENSG00000161558.11	TMEM143
chr19	48364367	48376377	+	ENSG00000105467.9	SYNGR4
chr19	48455574	48466980	+	ENSG00000182324.7	KCNJ14
chr19	48465348	48469693	-	ENSG00000268530.6	AC008403.2
chr19	48465837	48472431	+	ENSG00000268465.1	AC008403.1
chr19	48469208	48482314	+	ENSG00000105443.15	CYTH2
chr19	48485271	48513935	-	ENSG00000142235.11	LMTK3
chr19	48547637	48597238	-	ENSG00000287603.1	AC008403.3
chr19	48552075	48599425	+	ENSG00000088002.11	SULT2B1
chr19	48600810	48614854	-	ENSG00000105523.3	FAM83E
chr19	48606742	48607714	+	ENSG00000177202.3	SPACA4
chr19	49081332	49081630	+	ENSG00000265675.2	RN7SL708P
chr19	49085419	49108605	+	ENSG00000104852.15	SNRNP70
chr19	49157741	49211836	+	ENSG00000130529.16	TRPM4
chr19	49462752	49486231	+	ENSG00000269469.1	AC010619.2
chr19	49474207	49486231	+	ENSG00000090554.13	FLT3LG
chr19	49474586	49487637	+	ENSG00000273189.1	AC010619.3
chr19	49487554	49492308	+	ENSG00000142541.17	RPL13A
chr19	49489965	49490048	+	ENSG00000201675.1	SNORD32A
chr19	49490615	49490699	+	ENSG00000199631.1	SNORD33
chr19	49490904	49490974	+	ENSG00000202503.1	SNORD34
chr19	49491175	49491260	+	ENSG00000200259.1	SNORD35A
chr19	49496365	49499708	+	ENSG00000142534.7	RPS11
chr19	49497720	49497806	+	ENSG00000200530.1	SNORD35B
chr19	49500785	49500868	-	ENSG00000207782.3	MIR150
chr19	49502432	49502639	-	ENSG00000268681.1	COX6CP7
chr19	49506816	49526428	+	ENSG00000104870.13	FCGRT
chr19	49642209	49658642	+	ENSG00000126461.15	SCAF1
chr19	49659569	49665875	-	ENSG00000126456.16	IRF3
chr19	49665142	49673916	+	ENSG00000126453.9	BCL2L12
chr19	49675786	49689029	+	ENSG00000126457.21	PRMT1
chr19	49682117	49682195	+	ENSG00000274306.1	MIR5088
chr19	50329653	50383388	+	ENSG00000131408.15	NR1H2
chr19	50358477	50365830	-	ENSG00000131400.8	NAPSA
chr19	50365880	50369331	-	ENSG00000269392.1	AC008655.2
chr19	50384204	50418018	+	ENSG00000062822.14	POLD1
chr19	50432892	50466321	+	ENSG00000086967.10	MYBPC2
chr19	50466785	50476848	-	ENSG00000142530.11	FAM71E1
chr19	50476400	50490870	+	ENSG00000161671.16	EMC10
chr19	50480119	50483351	-	ENSG00000268854.1	AC020909.3
chr19	50516892	50568435	-	ENSG00000131409.13	LRRC4B
chr19	50555370	50557969	-	ENSG00000268231.1	AC008743.1
chr19	50758382	50759192	+	ENSG00000269565.1	GPR32P1
chr19	50770464	50771732	+	ENSG00000142511.4	GPR32
chr19	50776141	50793142	-	ENSG00000261341.6	AC010325.1
chr19	50790415	50795219	+	ENSG00000142513.6	ACP4
chr19	50792685	50793584	-	ENSG00000268375.1	AC010325.2
chr19	50797704	50804929	-	ENSG00000167747.14	C19orf48
chr19	50799032	50799122	-	ENSG00000221381.1	SNORD88B
chr19	50799442	50799532	-	ENSG00000221241.1	SNORD88A
chr19	50802328	50802418	-	ENSG00000220988.1	SNORD88C
chr19	50927079	50927571	-	ENSG00000228674.4	PPIAP59
chr19	50943303	50953093	-	ENSG00000167754.13	KLK5
chr19	51097606	51108409	-	ENSG00000142544.7	CTU1
chr19	51246348	51269330	+	ENSG00000179213.13	SIGLECL1
chr19	51251231	51271179	-	ENSG00000268595.1	AC063977.3
chr19	51271266	51281234	+	ENSG00000268318.5	LINC01872
chr19	51280862	51283022	+	ENSG00000269021.1	AC063977.5
chr19	51311848	51330354	+	ENSG00000142549.9	IGLON5
chr19	51468360	51468636	-	ENSG00000268957.1	AC020914.3
chr19	51478622	51490952	+	ENSG00000213822.6	CEACAM18
chr19	51611927	51645545	-	ENSG00000105501.12	SIGLEC5
chr19	51612091	51646889	-	ENSG00000268500.5	AC018755.2
chr19	51639478	51639931	-	ENSG00000273837.1	AC018755.4
chr19	51642553	51646801	-	ENSG00000254415.3	SIGLEC14
chr19	51648862	51649610	+	ENSG00000243469.1	RPL7P51
chr19	51804816	51890950	-	ENSG00000161551.14	ZNF577
chr19	51860242	51863236	-	ENSG00000283236.1	AC074141.1
chr19	52241765	52242440	-	ENSG00000277562.1	AC010320.6
chr19	52749942	52786807	-	ENSG00000189190.10	ZNF600
chr19	53223973	53224879	-	ENSG00000267809.1	NDUFV2P1
chr19	53389793	53430413	+	ENSG00000196417.13	ZNF765
chr19	53413190	53413345	+	ENSG00000239912.1	RPL39P36
chr19	53745004	53745105	-	ENSG00000252025.1	RNU6-982P
chr19	53748636	53748722	+	ENSG00000207634.1	MIR521-1
chr19	53749851	53749951	-	ENSG00000252191.1	RNU6-751P
chr19	53751211	53751297	+	ENSG00000283685.1	MIR522
chr19	53752397	53752481	+	ENSG00000207992.1	MIR519A1
chr19	53754018	53754102	+	ENSG00000207979.1	MIR527
chr19	53756741	53756830	+	ENSG00000207767.3	MIR516A1
chr19	53758232	53758318	+	ENSG00000221548.1	MIR1283-2
chr19	53760087	53760188	-	ENSG00000252063.1	RNU6-1041P
chr19	53761133	53761222	+	ENSG00000207620.1	MIR516A2
chr19	53761961	53764199	+	ENSG00000269842.5	AC011453.1
chr19	53762344	53762430	+	ENSG00000284362.1	MIR519A2
chr19	53793603	53824394	-	ENSG00000142405.21	NLRP12
chr19	54031412	54031504	+	ENSG00000276206.1	AC012314.9
chr19	54040825	54063953	-	ENSG00000189068.11	VSTM1
chr19	54497879	54510687	+	ENSG00000167618.10	LAIR2
chr19	54643889	54670359	+	ENSG00000186818.12	LILRB4
chr19	54671231	54672591	+	ENSG00000225370.1	AC243962.1
chr19	54906148	54916140	+	ENSG00000189430.13	NCR1
chr19	54923509	54966312	-	ENSG00000167634.12	NLRP7
chr19	55090914	55117637	-	ENSG00000125503.13	PPP1R12C
chr19	55116420	55123169	+	ENSG00000287170.1	AC010327.8
chr19	55119250	55120383	-	ENSG00000267507.1	AC010327.3
chr19	55123225	55123292	-	ENSG00000275863.1	MIR7975
chr19	55132698	55149206	-	ENSG00000105048.17	TNNT1
chr19	55151767	55157773	-	ENSG00000129991.13	TNNI3
chr19	55154757	55160671	-	ENSG00000267110.1	AC010327.2
chr19	55399745	55407788	-	ENSG00000108106.14	UBE2S
