anchor_chr	anchor_start	anchor_end	anchor_anchor_ID	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr4	118740000	118770000	4853	chr4	118756312	118756813	5.42	5.23	0.19	0.489	0.662
chr14	68300000	68320000	13487	chr14	68307337	68307838	6.47	6.64	-0.17	0.489	0.662
chr2	42940000	42990000	1886	chr2	42941696	42942197	4.55	4.28	0.27	0.489	0.662
chr15	67850000	67880000	14020	chr15	67863362	67863863	6.81	6.67	0.14	0.489	0.662
chr12	114900000	114940000	12604	chr12	114919323	114919824	5.11	4.9	0.21	0.489	0.662
chr2	149300000	149340000	2452	chr2	149330611	149331112	6.95	6.79	0.17	0.489	0.662
chr12	92120000	92150000	12396	chr12	92133227	92133728	4.64	4.41	0.22	0.489	0.662
chr3	172020000	172060000	4132	chr3	172058762	172059654	4.83	5.13	-0.3	0.489	0.662
chr5	91370000	91430000	5634	chr5	91378731	91379232	5.44	5.69	-0.25	0.489	0.662
chr17	4160000	4220000	14827	chr17	4160956	4161457	4.92	4.72	0.2	0.489	0.662
chr1	33600000	33650000	312	chr1	33642854	33643355	3.8	4.17	-0.37	0.49	0.662
chr10	77250000	77280000	10473	chr10	77255994	77256495	4.23	4.52	-0.29	0.49	0.662
chr15	74610000	74650000	14077	chr15	74637247	74637748	4.4	4.65	-0.25	0.49	0.662
chr3	183850000	183910000	4186	chr3	183892793	183893294	4.76	4.56	0.21	0.49	0.663
chr10	45580000	45610000	10250	chr10	45600448	45600949	5.48	5.22	0.26	0.49	0.663
chr1	116320000	116390000	840	chr1	116329815	116330316	6.34	6.19	0.15	0.49	0.663
chr14	75280000	75330000	13543	chr14	75303262	75303763	5.04	4.83	0.21	0.49	0.663
chr3	112110000	112140000	3732	chr3	112132948	112133449	5.15	5.34	-0.19	0.49	0.663
chr4	26390000	26470000	4468	chr4	26412818	26413319	4.62	4.85	-0.23	0.49	0.663
chr2	120660000	120680000	2349	chr2	120679974	120680955	6.23	6.41	-0.18	0.49	0.663
chr12	104330000	104410000	12507	chr12	104381607	104382108	4.35	4.59	-0.24	0.49	0.663
chr5	149970000	150000000	5961	chr5	149991717	149992218	3.7	4.04	-0.35	0.491	0.663
chr9	119950000	119990000	9736	chr9	119963710	119964211	5.65	5.44	0.21	0.491	0.663
chr11	10920000	10960000	10947	chr11	10933092	10933593	4.91	5.11	-0.2	0.491	0.663
chr20	33440000	33480000	16463	chr20	33457130	33457631	4.48	4.82	-0.35	0.491	0.664
chr14	20310000	20340000	13162	chr14	20332742	20333243	7.33	7.46	-0.13	0.491	0.664
chr2	46620000	46670000	1915	chr2	46662557	46663058	5.67	5.5	0.17	0.491	0.664
chr11	10770000	10800000	10945	chr11	10794424	10794925	4.7	4.45	0.26	0.491	0.664
chr12	7450000	7470000	11874	chr12	7459717	7460218	4.39	4.69	-0.3	0.492	0.664
chr2	86360000	86390000	2193	chr2	86368288	86368789	4.52	4.77	-0.24	0.492	0.664
chr22	33900000	33960000	17128	chr22	33938809	33939310	3.39	3.87	-0.48	0.492	0.665
chr5	146170000	146200000	5927	chr5	146182671	146183172	6.63	6.48	0.16	0.492	0.665
chr9	121680000	121710000	9751	chr9	121686998	121687499	5.2	4.96	0.24	0.492	0.665
chr17	77310000	77350000	15415	chr17	77320987	77321488	6.3	6.13	0.17	0.492	0.665
chr10	124360000	124400000	10791	chr10	124368254	124368755	4.26	4.6	-0.34	0.493	0.665
chr9	135070000	135100000	9879	chr9	135087318	135087819	6.09	5.84	0.25	0.493	0.665
chr4	81000000	81090000	4675	chr4	81020714	81021215	4.54	4.27	0.27	0.493	0.665
chr8	48510000	48560000	8633	chr8	48524028	48524529	4.77	4.47	0.3	0.493	0.665
chr17	69320000	69350000	15341	chr17	69349957	69350458	4.21	3.88	0.33	0.493	0.665
chr11	9740000	9790000	10932	chr11	9740247	9740748	5.69	5.85	-0.16	0.493	0.665
chr14	60610000	60660000	13397	chr14	60645274	60645775	3.96	4.31	-0.35	0.493	0.665
chr1	225750000	225790000	1458	chr1	225763623	225764124	5.95	6.11	-0.15	0.493	0.665
chr10	96370000	96410000	10597	chr10	96384566	96385067	4.28	4.53	-0.25	0.493	0.665
chr17	400000	420000	14796	chr17	409587	410088	6.62	6.45	0.17	0.493	0.665
chr18	48650000	48710000	15734	chr18	48663039	48663540	5.31	5.54	-0.22	0.493	0.666
chr11	9850000	9880000	10933	chr11	9875397	9875898	5.06	4.88	0.18	0.493	0.666
chr15	89870000	89910000	14187	chr15	89909693	89910194	4.77	5.01	-0.24	0.494	0.666
chr8	69610000	69630000	8753	chr8	69620187	69620688	4.82	4.57	0.26	0.494	0.666
chr1	88970000	89010000	695	chr1	88990337	88990838	4.56	4.8	-0.25	0.494	0.666
chr14	104620000	104660000	13744	chr14	104638335	104638836	4.78	4.98	-0.2	0.494	0.666
chr1	20190000	20230000	181	chr1	20212706	20213207	5.5	5.3	0.2	0.494	0.666
chr2	203470000	203510000	2766	chr2	203498772	203499273	3.93	4.28	-0.35	0.494	0.667
chr14	100620000	100690000	13708	chr14	100673209	100673710	6.07	5.88	0.18	0.494	0.667
chr10	109880000	109900000	10668	chr10	109893931	109894432	4.79	4.54	0.24	0.494	0.667
chr3	156140000	156170000	4065	chr3	156149066	156149567	5.09	4.89	0.2	0.494	0.667
chr5	134280000	134320000	5813	chr5	134298801	134299302	5.23	5.43	-0.2	0.495	0.667
chr10	44260000	44420000	10234	chr10	44386717	44387218	5.41	5.19	0.22	0.495	0.667
chr3	184230000	184290000	4191	chr3	184241491	184241992	4.42	4.69	-0.27	0.495	0.667
chr15	70440000	70500000	14046	chr15	70490354	70490855	4.77	4.56	0.21	0.495	0.667
chr1	33600000	33650000	312	chr1	33643559	33644060	4.33	4.6	-0.27	0.495	0.667
chr8	133190000	133240000	9107	chr8	133204801	133205302	4.85	4.61	0.24	0.495	0.667
chr10	31780000	31810000	10156	chr10	31808395	31808896	5.16	4.98	0.18	0.495	0.667
chr14	75960000	75990000	13549	chr14	75988624	75989125	4.39	4.1	0.3	0.495	0.667
chr16	84710000	84770000	14754	chr16	84719962	84720463	4.39	4.63	-0.24	0.495	0.667
chr1	12380000	12420000	112	chr1	12407925	12408426	6.85	6.72	0.13	0.495	0.667
chr5	59150000	59220000	5403	chr5	59207771	59208272	3.89	4.2	-0.31	0.496	0.668
chr6	30810000	30840000	6448	chr6	30810639	30811140	4.33	4.57	-0.24	0.496	0.668
chr1	59680000	59780000	542	chr1	59757340	59757841	4.54	4.82	-0.29	0.496	0.668
chr6	35720000	35770000	6489	chr6	35764697	35765198	4.17	4.46	-0.29	0.496	0.668
chr6	110480000	110540000	6879	chr6	110528907	110529408	6.88	7.04	-0.16	0.496	0.668
chr7	150730000	150760000	8283	chr7	150735602	150736103	4.28	4.59	-0.3	0.496	0.668
chr12	124340000	124380000	12693	chr12	124369185	124369686	7.6	7.48	0.12	0.496	0.668
chr1	94840000	94860000	733	chr1	94854525	94855026	6.96	6.81	0.15	0.496	0.668
chr15	39570000	39600000	13822	chr15	39588022	39588523	4.92	4.69	0.24	0.496	0.668
chr3	188920000	188980000	4245	chr3	188928091	188928592	5.05	4.81	0.25	0.496	0.668
chr12	122840000	122860000	12681	chr12	122842531	122843032	5.14	4.86	0.27	0.496	0.668
chr11	2410000	2440000	10874	chr11	2420427	2420928	5.96	5.76	0.2	0.496	0.668
chr1	95020000	95060000	734	chr1	95020459	95020960	4.29	3.99	0.3	0.496	0.668
chr3	183760000	183780000	4185	chr3	183775599	183776100	4.59	4.86	-0.27	0.496	0.668
chr16	73170000	73200000	14682	chr16	73172141	73172642	6.37	6.52	-0.15	0.496	0.668
chr5	14990000	15020000	5209	chr5	14999591	15000092	4.86	5.09	-0.23	0.496	0.668
chr12	120410000	120450000	12661	chr12	120430069	120430570	4.78	5.01	-0.23	0.497	0.668
chr8	73640000	73660000	8776	chr8	73651325	73651826	5.25	5	0.25	0.497	0.668
chr1	230290000	230320000	1492	chr1	230307928	230308429	5.15	4.96	0.19	0.497	0.668
chr16	8780000	8800000	14325	chr16	8783623	8784124	4.5	4.78	-0.28	0.497	0.669
chr8	19750000	19800000	8448	chr8	19751451	19751952	4.46	4.73	-0.27	0.497	0.669
chr17	37210000	37280000	15097	chr17	37273635	37274136	6.46	6.63	-0.17	0.497	0.669
chr13	33710000	33740000	12836	chr13	33723208	33723709	5.94	5.78	0.15	0.497	0.669
chr5	40670000	40740000	5302	chr5	40734708	40735209	4.3	4.03	0.28	0.497	0.669
chr10	7070000	7130000	9952	chr10	7121627	7122128	5.09	4.86	0.22	0.497	0.669
chr22	17170000	17230000	16985	chr22	17229968	17230469	5.34	5.53	-0.19	0.497	0.669
chr16	11690000	11740000	14356	chr16	11700506	11701007	4.74	4.95	-0.21	0.498	0.669
chr4	173000000	173050000	5070	chr4	173036742	173037243	6.33	6.18	0.15	0.498	0.669
chr2	100960000	101000000	2236	chr2	100962817	100963318	4.79	4.57	0.22	0.498	0.669
chr4	168700000	168720000	5059	chr4	168711400	168711901	5.63	5.43	0.2	0.498	0.669
chr2	102000000	102040000	2247	chr2	102033392	102033893	5.79	5.98	-0.19	0.498	0.669
chr10	71300000	71330000	10423	chr10	71314467	71314968	5.25	5.02	0.23	0.498	0.67
chr16	27150000	27210000	14479	chr16	27155150	27155651	4.31	4.58	-0.27	0.498	0.67
chr12	540000	590000	11807	chr12	546746	547247	5.5	5.28	0.22	0.498	0.67
chr8	38380000	38430000	8583	chr8	38386289	38386790	7.8	7.66	0.14	0.499	0.67
chr3	172480000	172510000	4134	chr3	172510000	172510501	4.53	4.79	-0.25	0.499	0.67
chr8	123020000	123040000	9044	chr8	123035288	123035789	4.63	4.86	-0.23	0.499	0.67
chr13	75680000	75710000	13018	chr13	75693521	75694022	4.29	4.57	-0.28	0.499	0.67
chr8	40180000	40210000	8593	chr8	40190066	40190567	4.17	4.46	-0.29	0.499	0.67
chr2	226620000	226670000	2935	chr2	226657652	226658153	4.15	4.42	-0.27	0.499	0.67
chr13	48560000	48620000	12967	chr13	48572462	48572963	4.8	4.58	0.22	0.499	0.67
chr8	19860000	19890000	8450	chr8	19888153	19888654	5.74	5.98	-0.24	0.499	0.67
chr3	138580000	138610000	3930	chr3	138593836	138594337	7.81	7.7	0.11	0.499	0.671
chr17	39140000	39170000	15111	chr17	39153537	39154038	6.75	6.61	0.14	0.5	0.671
chr12	440000	460000	11806	chr12	453236	453737	3.83	3.46	0.37	0.5	0.671
chr2	157760000	157790000	2487	chr2	157784480	157784981	6.37	6.21	0.16	0.5	0.671
chr5	91080000	91120000	5631	chr5	91111056	91111557	5.25	5.52	-0.27	0.5	0.671
chr2	109490000	109520000	2293	chr2	109494910	109495411	4.17	3.91	0.26	0.5	0.671
chr2	118140000	118160000	2327	chr2	118142570	118143071	5.48	5.65	-0.16	0.5	0.671
chr1	150150000	150200000	887	chr1	150156853	150157354	4.36	4.06	0.29	0.5	0.671
chr9	71760000	71830000	9375	chr9	71791926	71792427	4.11	3.62	0.49	0.5	0.671
chr1	214320000	214370000	1378	chr1	214333167	214333668	5.41	5.63	-0.22	0.5	0.671
chr7	112480000	112510000	8083	chr7	112482162	112482663	4.38	4.13	0.25	0.5	0.671
chr2	171560000	171620000	2571	chr2	171570105	171570606	4.71	4.44	0.27	0.5	0.671
chr2	138780000	138820000	2429	chr2	138779894	138780880	5.73	5.48	0.25	0.5	0.671
chr10	98440000	98480000	10617	chr10	98467632	98468133	6.88	6.74	0.14	0.5	0.671
chr20	54630000	54690000	16695	chr20	54683115	54683616	4.47	4.73	-0.25	0.5	0.671
chr15	70320000	70370000	14045	chr15	70326238	70326739	4.91	4.69	0.23	0.5	0.671
chr11	113990000	114080000	11618	chr11	114025079	114025580	4.57	4.8	-0.24	0.501	0.672
chr16	27150000	27210000	14479	chr16	27194160	27194661	6.09	6.34	-0.25	0.501	0.672
chr20	25050000	25080000	16433	chr20	25077550	25078051	4.92	5.12	-0.2	0.501	0.672
chr15	58200000	58270000	13926	chr15	58264606	58265107	4.89	5.18	-0.29	0.501	0.672
chr1	177910000	177970000	1150	chr1	177937098	177937599	3.89	4.25	-0.36	0.501	0.672
chr1	182380000	182450000	1187	chr1	182396447	182396948	5	5.21	-0.21	0.501	0.672
chr6	151000000	151030000	7186	chr6	151023092	151023593	4.83	4.64	0.19	0.501	0.672
chr16	72920000	72970000	14680	chr16	72947839	72948340	4.79	4.51	0.28	0.501	0.672
chr17	17620000	17650000	14955	chr17	17641352	17641853	4.4	4.68	-0.27	0.501	0.672
chr13	41640000	41690000	12900	chr13	41649589	41650090	4.56	4.28	0.28	0.501	0.672
chr11	114160000	114200000	11619	chr11	114185127	114185628	5.86	5.64	0.22	0.501	0.672
chr19	14140000	14180000	16000	chr19	14167230	14167731	5.48	5.23	0.25	0.501	0.672
chr20	51580000	51660000	16667	chr20	51614377	51614878	4.82	5.04	-0.21	0.501	0.672
chr12	14360000	14380000	11927	chr12	14365539	14366040	7.19	7.05	0.14	0.501	0.672
chr1	59680000	59780000	542	chr1	59752367	59752868	4.76	4.98	-0.22	0.501	0.672
chr17	82780000	82810000	15472	chr17	82804651	82805152	5.69	5.43	0.25	0.501	0.672
chr10	114290000	114310000	10707	chr10	114304301	114304802	5.69	5.53	0.17	0.501	0.672
chr17	29320000	29380000	15005	chr17	29376281	29376782	4.76	4.53	0.23	0.501	0.672
chr6	168140000	168190000	7291	chr6	168162482	168162983	5.92	5.75	0.17	0.501	0.672
chr2	231880000	231940000	2982	chr2	231925566	231926067	5.87	5.61	0.26	0.502	0.672
chr4	158840000	158880000	5025	chr4	158857785	158858286	5.85	5.65	0.2	0.502	0.673
chr13	27960000	28000000	12784	chr13	27960928	27961429	6.3	6.07	0.22	0.502	0.673
chr3	43490000	43530000	3351	chr3	43503279	43503780	5.33	5.16	0.17	0.502	0.673
chr5	126520000	126560000	5750	chr5	126524011	126524512	4.77	4.99	-0.22	0.502	0.673
chr4	118960000	118990000	4855	chr4	118988991	118989492	5.39	5.19	0.19	0.502	0.673
chr10	52300000	52330000	10312	chr10	52308312	52308813	5.13	5.41	-0.28	0.502	0.673
chr15	57120000	57160000	13913	chr15	57149847	57150348	4.17	4.51	-0.34	0.502	0.673
chr16	80530000	80550000	14728	chr16	80540571	80541072	7.1	7.22	-0.13	0.502	0.673
chr13	95280000	95300000	13062	chr13	95294305	95294806	4.99	5.22	-0.23	0.502	0.673
chr1	117030000	117080000	849	chr1	117060367	117060868	7.23	7.08	0.14	0.502	0.673
chr4	15230000	15250000	4404	chr4	15240117	15240618	4.88	4.64	0.24	0.502	0.673
chr12	124740000	124800000	12700	chr12	124750990	124751491	5.26	5.06	0.2	0.503	0.673
chr17	35080000	35210000	15074	chr17	35083967	35084468	5.26	5.03	0.23	0.503	0.673
chr7	27190000	27250000	7488	chr7	27242741	27243242	7.53	7.36	0.17	0.503	0.674
chr11	78950000	78980000	11450	chr11	78950848	78951349	4.41	4.67	-0.26	0.503	0.674
chr19	8640000	8670000	15960	chr19	8654649	8655150	4.74	4.51	0.23	0.503	0.674
chr2	86220000	86240000	2191	chr2	86224159	86224660	4.7	4.47	0.23	0.503	0.674
chr1	111210000	111230000	793	chr1	111228290	111228791	4.95	5.16	-0.2	0.503	0.674
chr17	68390000	68490000	15335	chr17	68462636	68463137	5.03	5.25	-0.21	0.503	0.674
chr6	149010000	149090000	7169	chr6	149060651	149061152	5.67	5.52	0.15	0.503	0.674
chr2	71530000	71570000	2092	chr2	71545232	71545733	5.79	5.61	0.18	0.503	0.674
chr11	111760000	111860000	11602	chr11	111819586	111820087	4.98	4.78	0.2	0.504	0.674
chr12	95100000	95140000	12429	chr12	95116716	95117217	5.7	5.85	-0.15	0.504	0.674
chr8	48640000	48680000	8635	chr8	48653830	48654331	4.72	4.94	-0.22	0.504	0.674
chr14	44910000	44950000	13311	chr14	44913433	44913934	4.92	5.14	-0.21	0.504	0.674
chr19	38890000	38940000	16147	chr19	38930724	38931225	7.17	7.04	0.13	0.504	0.674
chr1	204770000	204820000	1298	chr1	204806987	204807488	5.48	5.28	0.2	0.504	0.674
chr11	69630000	69710000	11368	chr11	69655144	69655645	7.33	7.2	0.13	0.504	0.674
chr14	54760000	54790000	13351	chr14	54772891	54773392	6.49	6.35	0.14	0.504	0.674
chr7	101680000	101700000	8014	chr7	101688147	101688648	5.69	5.46	0.23	0.504	0.674
chr2	85540000	85570000	2182	chr2	85542165	85542666	4.23	4.5	-0.27	0.504	0.674
chr15	45430000	45470000	13852	chr15	45445463	45445964	5.7	5.9	-0.19	0.504	0.674
chr2	30680000	30740000	1820	chr2	30685660	30686161	5.48	5.69	-0.21	0.504	0.674
chr4	40300000	40320000	4498	chr4	40308081	40308582	5.01	4.8	0.21	0.504	0.675
chr17	50830000	50870000	15196	chr17	50834671	50835172	4.83	5.03	-0.2	0.504	0.675
chr9	108750000	108780000	9643	chr9	108759269	108759770	4.75	4.99	-0.25	0.505	0.675
chr7	129800000	129830000	8174	chr7	129825634	129826135	7	6.82	0.18	0.505	0.675
chr12	53980000	54030000	12189	chr12	53985158	53985659	4.54	4.79	-0.24	0.505	0.675
chr1	8690000	8740000	73	chr1	8726176	8726677	4.97	5.17	-0.2	0.505	0.675
chr17	14280000	14320000	14928	chr17	14301940	14302441	7.09	6.94	0.15	0.505	0.675
chr15	92890000	92950000	14213	chr15	92917241	92917742	7.19	7.32	-0.13	0.505	0.675
chr20	58070000	58110000	16725	chr20	58072889	58073390	6.23	5.99	0.24	0.505	0.675
chr11	62900000	62920000	11304	chr11	62912499	62913000	5.65	5.85	-0.2	0.505	0.675
chr11	2180000	2210000	10872	chr11	2208878	2209379	5.87	5.61	0.26	0.505	0.675
chr7	135660000	135690000	8213	chr7	135678997	135679498	4.11	4.48	-0.37	0.505	0.675
chr22	37280000	37330000	17165	chr22	37320957	37321458	4.93	5.17	-0.25	0.505	0.675
chr20	49900000	49940000	16651	chr20	49928262	49928763	5.43	5.61	-0.17	0.505	0.675
chr17	64940000	64970000	15307	chr17	64959920	64960421	3.77	4.11	-0.35	0.505	0.675
chr5	36730000	36750000	5272	chr5	36744851	36745352	7.35	7.48	-0.14	0.506	0.676
chr22	21700000	21740000	17011	chr22	21735179	21735680	6.53	6.34	0.19	0.506	0.676
chr16	58330000	58350000	14621	chr16	58336867	58337368	4.79	5	-0.21	0.506	0.676
chr3	128070000	128100000	3843	chr3	128098379	128098880	4.75	4.98	-0.23	0.506	0.676
chr15	98850000	98890000	14253	chr15	98860266	98860767	5.42	5.25	0.17	0.506	0.676
chr17	72520000	72590000	15374	chr17	72525422	72525923	6.09	6.26	-0.17	0.507	0.677
chr11	62380000	62430000	11299	chr11	62395974	62396475	4.47	4.75	-0.28	0.507	0.677
chr2	197190000	197210000	2718	chr2	197195103	197195604	4.61	4.33	0.28	0.507	0.677
chr3	184550000	184580000	4195	chr3	184560241	184560742	5.6	5.83	-0.23	0.507	0.677
chr4	87080000	87140000	4725	chr4	87093303	87093804	5.53	5.74	-0.21	0.507	0.677
chr8	97540000	97570000	8876	chr8	97560076	97560577	4.7	4.91	-0.21	0.508	0.677
chr1	3910000	3930000	24	chr1	3910892	3911393	5.09	5.28	-0.19	0.508	0.678
chr13	98640000	98690000	13083	chr13	98673114	98673615	5.59	5.75	-0.16	0.508	0.678
chr17	56580000	56600000	15231	chr17	56596435	56596936	5.18	4.94	0.24	0.508	0.678
chr15	23630000	23660000	13750	chr15	23647337	23647838	5.89	5.62	0.27	0.508	0.678
chr9	124010000	124060000	9771	chr9	124018121	124018622	5.06	4.77	0.29	0.508	0.678
chr1	153650000	153680000	927	chr1	153678439	153678940	6.27	6.09	0.18	0.508	0.678
chr5	149550000	149580000	5957	chr5	149552835	149553336	4.59	4.84	-0.24	0.509	0.678
chr8	37520000	37550000	8574	chr8	37541025	37541526	4.46	4.15	0.31	0.509	0.678
chr7	99290000	99360000	7994	chr7	99325803	99326304	7.64	7.5	0.15	0.509	0.678
chr2	10020000	10090000	1685	chr2	10053050	10053551	4.79	4.58	0.21	0.509	0.678
chr9	89530000	89630000	9485	chr9	89616503	89617004	5.05	4.84	0.21	0.509	0.678
chr2	197350000	197410000	2721	chr2	197378603	197379104	4.68	4.44	0.24	0.509	0.678
chr18	58740000	58800000	15793	chr18	58754887	58755388	6.12	6.27	-0.16	0.509	0.678
chr16	72800000	72850000	14679	chr16	72833551	72834052	4.9	5.09	-0.19	0.509	0.678
chr1	19330000	19400000	170	chr1	19398116	19398617	5.31	5.09	0.23	0.509	0.679
chr7	131050000	131110000	8185	chr7	131076703	131077204	5.16	5.36	-0.19	0.509	0.679
chr4	173000000	173050000	5070	chr4	173038068	173038569	6.28	6.12	0.16	0.509	0.679
chr15	62770000	62790000	13969	chr15	62782342	62782843	6.06	5.9	0.16	0.509	0.679
chr15	26880000	26900000	13761	chr15	26891658	26892159	5.93	6.12	-0.2	0.509	0.679
chr7	80910000	80940000	7864	chr7	80924112	80924613	4.78	4.54	0.25	0.509	0.679
chr18	3270000	3310000	15505	chr18	3297092	3297593	6.15	6.33	-0.18	0.51	0.679
chr10	125020000	125070000	10799	chr10	125044073	125044574	4.84	5.06	-0.22	0.51	0.679
chr10	103240000	103260000	10654	chr10	103241223	103241724	6.35	6.51	-0.15	0.51	0.679
chr3	188920000	188980000	4245	chr3	188944886	188945387	4.91	4.64	0.27	0.51	0.679
chr17	64410000	64430000	15302	chr17	64418459	64418960	4.72	4.51	0.21	0.51	0.679
chr6	137610000	137650000	7077	chr6	137649270	137649771	4.85	5.05	-0.21	0.51	0.679
chr11	86190000	86230000	11497	chr11	86193591	86194092	5	4.84	0.17	0.51	0.68
chr6	3950000	4020000	6199	chr6	4015266	4015767	3.65	3.29	0.37	0.511	0.68
chr16	48610000	48640000	14541	chr16	48613013	48613514	5.21	5	0.22	0.511	0.68
chr20	17970000	18010000	16365	chr20	18005735	18006236	5.32	5.12	0.2	0.511	0.68
chr15	92510000	92530000	14210	chr15	92525346	92525847	5.44	5.62	-0.19	0.511	0.68
chr11	114160000	114200000	11619	chr11	114188741	114189242	4.29	4.54	-0.25	0.511	0.68
chr12	93730000	93770000	12412	chr12	93763787	93764288	5.13	5.36	-0.24	0.511	0.68
chr5	119930000	119960000	5731	chr5	119950379	119950880	4.04	4.33	-0.29	0.511	0.68
chr14	54680000	54700000	13350	chr14	54689088	54689589	4.74	4.47	0.27	0.512	0.681
chr13	51770000	51800000	12989	chr13	51770853	51771354	4.8	4.58	0.22	0.512	0.681
chr16	84610000	84640000	14753	chr16	84616022	84616523	4.88	4.59	0.29	0.512	0.681
chr22	46100000	46140000	17247	chr22	46122499	46123000	5.82	5.62	0.2	0.512	0.681
chr1	8350000	8370000	67	chr1	8367269	8367770	5.45	5.27	0.18	0.512	0.681
chr11	46520000	46550000	11217	chr11	46520959	46521460	4.61	4.39	0.22	0.512	0.681
chr12	53420000	53430000	12184	chr12	53421223	53421724	5.44	5.6	-0.16	0.512	0.681
chr12	115750000	115800000	12612	chr12	115764280	115764781	6.14	6.31	-0.17	0.513	0.681
chr20	800000	820000	16252	chr20	812905	813406	4.62	4.32	0.3	0.513	0.681
chr2	106550000	106590000	2274	chr2	106581955	106582456	6.12	6.29	-0.18	0.513	0.681
chr2	223780000	223820000	2906	chr2	223799087	223799588	5.08	4.89	0.19	0.513	0.682
chr12	1560000	1600000	11817	chr12	1581575	1582076	4.68	4.88	-0.2	0.513	0.682
chr18	55220000	55250000	15765	chr18	55234382	55235254	5.69	5.5	0.19	0.513	0.682
chr18	56570000	56600000	15774	chr18	56574795	56575296	5.03	4.85	0.18	0.513	0.682
chr10	7500000	7540000	9956	chr10	7513894	7514395	5.64	5.48	0.16	0.513	0.682
chr12	89450000	89470000	12379	chr12	89451706	89452207	4.92	4.69	0.24	0.513	0.682
chr9	96840000	96870000	9552	chr9	96854085	96854586	7.59	7.45	0.14	0.513	0.682
chr9	119950000	119990000	9736	chr9	119952369	119952870	4.35	4.03	0.33	0.514	0.682
chr7	80760000	80820000	7862	chr7	80781515	80782016	4.63	4.82	-0.2	0.514	0.682
chr15	71400000	71470000	14053	chr15	71455206	71455707	5.16	4.97	0.19	0.514	0.683
chr6	18490000	18510000	6345	chr6	18497876	18498377	4.83	4.62	0.21	0.514	0.683
chr9	96200000	96230000	9547	chr9	96219192	96219693	4.66	4.34	0.31	0.514	0.683
chr8	141050000	141090000	9148	chr8	141084408	141084909	6.83	6.67	0.16	0.514	0.683
chr16	10950000	10990000	14346	chr16	10964157	10964658	5.36	5.18	0.18	0.514	0.683
chr20	8840000	8860000	16314	chr20	8854149	8854650	5.01	4.81	0.2	0.514	0.683
chr3	182240000	182280000	4172	chr3	182271344	182271845	5.94	6.17	-0.24	0.515	0.683
chr15	93020000	93100000	14216	chr15	93027415	93027916	4.23	4.5	-0.27	0.515	0.683
chr13	51060000	51080000	12982	chr13	51079871	51080372	2.55	1.96	0.59	0.515	0.683
chr10	15200000	15240000	10031	chr10	15209997	15210498	4.8	4.6	0.2	0.515	0.683
chr3	37850000	37870000	3283	chr3	37853346	37853847	6.08	6.26	-0.18	0.515	0.683
chr4	73650000	73690000	4606	chr4	73670129	73670630	5.52	5.35	0.18	0.515	0.683
chr5	134280000	134320000	5813	chr5	134302990	134303491	4.77	4.96	-0.19	0.515	0.684
chr17	66550000	66590000	15321	chr17	66583836	66584337	4.52	4.24	0.28	0.515	0.684
chr15	92890000	92950000	14213	chr15	92924228	92924729	4.64	4.41	0.23	0.515	0.684
chr16	27220000	27240000	14480	chr16	27222415	27222916	6.09	5.91	0.17	0.515	0.684
chr12	108620000	108670000	12548	chr12	108659728	108660229	4.7	4.47	0.23	0.515	0.684
chr10	131840000	131900000	10847	chr10	131885120	131885621	5.95	6.13	-0.18	0.516	0.684
chr13	50510000	50550000	12979	chr13	50529435	50529936	5.57	5.42	0.16	0.516	0.684
chr19	2950000	2970000	15911	chr19	2961915	2962416	5.97	5.78	0.19	0.516	0.684
chr12	115890000	115930000	12614	chr12	115916852	115917353	7.28	7.14	0.13	0.516	0.684
chr12	53530000	53550000	12185	chr12	53543811	53544312	6.68	6.81	-0.13	0.516	0.684
chr16	27150000	27210000	14479	chr16	27186566	27187067	4.24	4.53	-0.3	0.516	0.684
chr1	48200000	48230000	443	chr1	48215073	48215574	5.64	5.45	0.18	0.516	0.684
chr1	107520000	107550000	769	chr1	107528828	107529329	4.01	4.33	-0.32	0.516	0.684
chr8	102630000	102660000	8928	chr8	102652505	102653006	5.29	5.51	-0.22	0.516	0.684
chr12	118110000	118130000	12639	chr12	118120586	118121087	5.26	5.45	-0.19	0.516	0.684
chr1	180510000	180540000	1173	chr1	180523013	180523514	4.55	4.31	0.23	0.516	0.684
chr15	64800000	64820000	13991	chr15	64810020	64810521	4.23	4.48	-0.25	0.516	0.684
chr12	31650000	31690000	12038	chr12	31659179	31659680	7.78	7.66	0.12	0.516	0.685
chr17	35080000	35210000	15074	chr17	35192881	35193382	1.94	1.36	0.59	0.516	0.685
chr10	28360000	28400000	10126	chr10	28382066	28382567	4.84	4.57	0.27	0.516	0.685
chr2	134110000	134130000	2402	chr2	134124401	134124902	4.64	4.41	0.23	0.517	0.685
chr15	66760000	66790000	14008	chr15	66772994	66773495	6.05	5.88	0.17	0.517	0.685
chr3	114360000	114390000	3755	chr3	114381099	114381600	3.98	4.26	-0.28	0.517	0.685
chr9	120940000	120980000	9744	chr9	120944631	120945132	4.9	5.11	-0.21	0.517	0.685
chr8	125100000	125150000	9059	chr8	125144687	125145188	4.86	5.06	-0.21	0.517	0.685
chr21	41760000	41840000	16944	chr21	41777211	41777712	4.65	4.42	0.23	0.517	0.685
chr19	53800000	53840000	16226	chr19	53809855	53810356	5.43	5.03	0.4	0.517	0.685
