name	chr	start	end	strand	Ensembl_ID	22Rv1	DU145	LNCaP	MDA PCa 2b	NCI-H660	PC3	VCaP	start_tad	end_tad	Fraction
SYNJ2BP	chr14	70366498	70417090	-	ENSG00000213463.5		0.11502398247	0.159720071133	-0.00542848088922		0.314586670671		70320000	70560000	0.595458333333333
SYNJ2BP-COX16	chr14	70326063	70417074	-	ENSG00000258644.6		-0.337484006152	-0.504099710463	-0.273667719235		-0.512720763071		70320000	70560000	0.595525
SYNM	chr15	99098216	99135593	+	ENSG00000182253.15	0.0220274526159	0.0470061267315	-0.0371837087586	0.172942388904	0.107535042418	0.219840620227	-0.0856974720655	99080000	99240000	0.11385
SYNPO	chr5	150601079	150659207	+	ENSG00000171992.13	0.128252337386	0.0471876151128	-0.122549429888	0.12979017453	-0.0156624655539	0.158087786962	-0.0514384091791	150440000	150880000	0.366088636363636
SYNPO2	chr4	118850687	119061247	+	ENSG00000172403.11		-0.066030426839	-0.3120459149	-0.254700444541		-0.264686186657		118680000	119360000	0.251010294117647
SYNPO2L	chr10	73644880	73663803	-	ENSG00000166317.12		0.218979617817	0.168833461935	0.0972895741348		0.24689916059		72840000	73680000	0.0192821428571429
SYNPR	chr3	63228314	63616924	+	ENSG00000163630.11	-0.0461300296474	-0.0115316035667	-0.188452719469	0.179986769945	0.195891847007	0.0326161282273	0.0950878194225	62600000	63840000	0.506704838709677
SYNRG	chr17	37514806	37609472	-	ENSG00000275066.5	0.0039824509209	0.0288902015251	0.359711724701	0.156737234923	0.102167376482	0.26196694804	0.174902425708	37400000	37640000	0.1272
SYP	chrX	49187803	49200259	-	ENSG00000102003.10	-0.0977610846296	0.121442782474	-0.0482121555577	0.0481648647639	0.086991190375	-0.0324709735248	-0.168817259546	48920000	49320000	0.2993525
SYPL1	chr7	106090502	106112576	-	ENSG00000008282.8	0.00205238713602	-0.271742553653	-0.143048260473	0.131054786706	-0.121899822077	0.0892845348526	0.159250892837	106040000	106160000	0.3952
SYPL2	chr1	109466545	109482134	+	ENSG00000143028.9								109240000	109680000	0.514875
SYS1	chr20	45361936	45376798	+	ENSG00000204070.10								45280000	45480000	0.40968
SYS1-DBNDD2	chr20	45363199	45410610	+	ENSG00000254806.5		0.106659831724	0.233170774791	0.167378340381		0.230431777079		45280000	45480000	0.415995
SYT10	chr12	33374237	33439819	-	ENSG00000110975.8	-0.00897340798552	0.0463728070259	-0.0236886086503	0.0496395041756	0.174794213128	0.0808317809167	0.0469845563051	32960000	33520000	0.143180357142857
SYT11	chr1	155859566	155885199	+	ENSG00000132718.9	0.129591147061	0.00652795570917	-0.0343287682775	-0.00344051293	-0.0340196188865	0.0801996128389	-0.149988654108	155200000	156080000	0.749506818181818
SYT12	chr11	67006777	67050863	+	ENSG00000173227.14	0.042828417539	0.0432114515318	-0.0159776376727	0.0671999379736	0.230020084114	-0.0587710882978	-0.0119018729067	66880000	67320000	0.288129545454545
SYT13	chr11	45240301	45286341	-	ENSG00000019505.8								45120000	45360000	0.3069125
SYT14	chr1	209900922	210171389	+	ENSG00000143469.19	-0.354424333298	-0.133109275736	-0.234612772478	-0.216248142041	-0.0753894797606	-0.0541525717485	-0.0586535611174	209840000	210400000	0.108789285714286
SYT15	chr10	46578216	46594173	+	ENSG00000204176.14								45680000	47000000	0.680466666666667
SYT17	chr16	19167970	19268332	+	ENSG00000103528.17	-0.0436275953254	-0.123346958862	0.0709754273818	-0.0419650602648	-0.230639261132	-0.0769609942194	-0.0417383232339	19080000	19360000	0.314178571428571
SYT2	chr1	202590595	202710454	-	ENSG00000143858.12	0.121997753317	-0.351354082566	-0.104957765286	-0.0629273078126	-0.137627880474	-0.054785016926	0.11223073684	202320000	202720000	0.023865
SYT3	chr19	50621306	50639881	-	ENSG00000213023.11	0.0816359469333	0.132461382095	0.082134871568	0.034145357414	-0.172887613446	0.15197153078	-0.211534969851	50520000	50800000	0.571853571428571
SYT4	chr18	43267891	43277535	-	ENSG00000132872.12								42600000	43280000	0.003625
SYT5	chr19	55171195	55180289	-	ENSG00000129990.15	0.100351267559	0.179738138697	-0.124287871037	0.101019540076	0.147964371329	0.164311388837	0.0184794120953	55120000	55480000	0.832530555555556
SYT6	chr1	114089290	114153919	-	ENSG00000134207.16		0.143307411489	0.0188236898964	0.00792511339385		-0.00897361219762		113960000	114320000	0.461336111111111
SYT7	chr11	61513713	61581148	-	ENSG00000011347.10	-0.0435176255943	-0.213871674723	-0.272025899464	0.0228205567325	-0.140621431974	-0.109092548131	-0.035250951975	61440000	61640000	0.29426
SYT8	chr11	1828306	1837521	+	ENSG00000149043.16								1480000	1920000	0.791604545454546
SYT9	chr11	7238777	7469043	+	ENSG00000170743.17	0.231731807413	0.0809667814022	0.148138995558	0.0750592217354	-0.70892657546	0.0246585846	-0.111075035322	7080000	7480000	0.3969425
SYTL1	chr1	27342019	27353937	+	ENSG00000142765.18	-0.153883220773	-0.157282380159	0.0469687356557	0.0999176301862	0.257598713438	0.0433034025561	0.116635369465	27280000	27400000	0.516825
SYTL2	chr11	85694223	85811159	-	ENSG00000137501.17	0.138756781642	0.321265263383	0.0231193017113	0.032099564498	-0.0975756228579	0.278631290094	0.148848127144	85600000	85840000	0.120170833333333
SYTL3	chr6	158650013	158764876	+	ENSG00000164674.15		-0.0792950872331	0.2023056123	0.214423557724		0.0351581604203		158640000	159000000	0.0278138888888889
SYTL4	chrX	100674490	100732123	-	ENSG00000102362.15	-0.29034619505	0.0720354648572	0.0289731921002	0.0429652042972	0.361290383961	0.336492050907	-0.0673407598253	100640000	100840000	0.539385
SYTL5	chrX	38006552	38128819	+	ENSG00000147041.12	-0.169040497831	0.0696899284064	0.000820882462416	-0.0613524330509	7.02385916046e-05	-0.150687967032	-0.150167377177	37880000	38200000	0.395475
SYVN1	chr11	65121779	65134533	-	ENSG00000162298.18	-0.239790193157	0.200664116421	0.038408726025	0.00798120586931	0.147855178915	-0.0821654137016	-0.108994055618	65120000	65360000	0.939445833333333
SZRD1	chr1	16352574	16398145	+	ENSG00000055070.17		-0.0286552445442	-0.212164145395	0.0617645812024		0.0515376218287		16240000	16520000	0.40205
SZT2	chr1	43389881	43454247	+	ENSG00000198198.17								43160000	43480000	0.718378125
TAAR1	chr6	132644897	132646051	-	ENSG00000146399.2	-0.0729507034641	-0.0968223387506	-0.0792484339351	-0.0575785367738	-0.100263450056	0.00256341082505	0.052493939733	132520000	132840000	0.606090625
TAAR2	chr6	132617021	132624275	-	ENSG00000146378.6	0.0860675583339	-0.0785630821195	-0.0160888900385	-0.0731934035498	0.0306883284887	0.0593991593329	-0.0126015496667	132520000	132840000	0.674140625
TAAR5	chr6	132588672	132589686	-	ENSG00000135569.4	0.169889673166	-0.00601989974816	0.141320247559	-0.107616896525	0.428289077672	0.0172325005954	0.0168886002163	132520000	132840000	0.78223125
TAAR6	chr6	132570321	132571359	+	ENSG00000146383.7	0.0277903364098	-0.136404276272	-0.00373928387651	-0.225965180148	-0.13778786724	-0.103643597744	-0.368935280541	132520000	132840000	0.157253125
TAAR8	chr6	132552692	132553721	+	ENSG00000146385.1	0.194877733282	0.0380834497856	-0.0123034041195	0.250772016983	-0.0814545472069	0.130019986806	0.0799546689998	132520000	132840000	0.1021625
TAAR9	chr6	132538289	132539336	+	ENSG00000237110.2	-0.0766531209565	-0.0957674352085	-0.0174135557517	-0.136026630391	-0.361257865965	-0.138524816559	-0.149804481411	132520000	132840000	0.057153125
TAB1	chr22	39399777	39437060	+	ENSG00000100324.14	-0.158151998184	-0.0125537491327	-0.18266251051	-0.180368714189	0.169477221797	-0.0312601420866	0.313179542883	39320000	39520000	0.398885
TAB2	chr6	149218640	149411613	+	ENSG00000055208.19	-0.0184790064505	0.00674140406887	-0.197480627911	-0.176986856745	0.0899002645823	-0.125819546541	-0.0714093262037	149000000	149520000	0.420461538461538
TAB3	chrX	30827441	30975084	-	ENSG00000157625.15	-0.0711468921172	-0.382588666873	-0.23999483497	-0.41854461061	-0.172547282676	-0.258589148157	-0.448932831645	30560000	31040000	0.135241666666667
TAC1	chr7	97732083	97740472	+	ENSG00000006128.12		-0.0280186727368	0.0182465461875	0.111017581663		-0.11393960756		97080000	97880000	0.81510375
TAC3	chr12	57009999	57028883	-	ENSG00000166863.12		0.0416419662376	-0.244392131228	-0.00272747490279		-0.0841150464199		57000000	57200000	0.855585
TAC4	chr17	49838308	49848017	-	ENSG00000176358.15								49560000	49880000	0.099946875
TACC1	chr8	38728185	38853028	+	ENSG00000147526.20		0.121426376911	0.00636484192466	0.318196973216		0.295656077476		38720000	39000000	0.0292321428571429
TACC3	chr4	1712890	1745176	+	ENSG00000013810.19	-0.50538527112	-0.306760111772	-0.650679294735	-0.720767399996	-0.080881070861	-0.334694920478	-1.01094135061	1680000	1920000	0.137041666666667
TACO1	chr17	63600881	63608365	+	ENSG00000136463.8		-0.187285999808	0.0637638261309	0.0419141048479		-0.025356350405		63400000	63640000	0.837004166666667
TACR1	chr2	75046462	75199520	-	ENSG00000115353.11	-0.0192588587288	-0.202750051637	-0.300822769561	-0.0899808095266	-0.292938143032	-0.0291597467523	-0.0758349935237	74880000	75440000	0.429428571428571
TACR2	chr10	69403902	69416918	-	ENSG00000075073.15	-0.346303118663	-0.124324130453	0.0367900578966	-0.0999157489338	-0.047095847823	-0.0674625281618	0.222491600275	69400000	69960000	0.969789285714286
TACR3	chr4	103586030	103719985	-	ENSG00000169836.5	0.151522857014	-0.108525225826	-0.0403086510144	-0.0106861146881	0.153475331876	0.122186940242	-0.0536120002936	103440000	103760000	0.125046875
TACSTD2	chr1	58575432	58577252	-	ENSG00000184292.7	0.158019339785	-0.0995790912796	-0.0334425251826	0.170635415981	0.0753870073916	0.0230821254516	-0.0185045614002	58480000	58720000	0.594783333333333
TADA1	chr1	166856509	166876264	-	ENSG00000152382.6								166840000	167080000	0.8489
TADA2A	chr17	37406885	37479725	+	ENSG00000276234.5	-0.189816558194	-0.191203032201	-0.131571844178	-0.00654501248577	-0.0290005608729	-0.303052665177	-0.371282952345	37400000	37640000	0.0286875
TADA2B	chr4	7041898	7057952	+	ENSG00000173011.12		0.18401184903	-0.177691739506					6880000	7080000	0.80949
TADA3	chr3	9779859	9793011	-	ENSG00000171148.13	-0.289710599901	-0.342446813241	-0.325523369891	-0.418602376793	-0.259602172206	-0.118567780625	-0.477988133374	9720000	10320000	0.878315
TAF1	chrX	71366238	71532374	+	ENSG00000147133.15	-0.657241675136	-0.540426678685	-0.74589204173	-0.428183741409	-0.0794666036524	-0.232060688658	-0.444995344709	71200000	71680000	0.346329166666667
TAF10	chr11	6606293	6612539	-	ENSG00000166337.10	-0.562734193533	-0.89566205983	-0.398391222806	-0.512527266348	-0.175962271986	-0.527251924833	-0.669689826344	6520000	6720000	0.537305
TAF11	chr6	34877461	34888071	-	ENSG00000064995.18	-0.113905479784	-0.392381793249	0.206860075346	-0.208191727571	0.0102442593012	0.0547030322228	-0.411090847746	34440000	35280000	0.466582142857143
TAF11L10	chr5	17597231	17597828	-	ENSG00000284356.1								17520000	17600000	0.02715
TAF11L11	chr5	17604176	17605377	+	ENSG00000283740.1								17600000	17760000	0.0261
TAF11L12	chr5	17610495	17611583	+	ENSG00000249156.2								17600000	17760000	0.06559375
TAF11L13	chr5	17632087	17632684	+	ENSG00000283776.1								17600000	17760000	0.20054375
TAF11L14	chr5	17634459	17635053	+	ENSG00000250782.1								17600000	17760000	0.21536875
TAF11L2	chr5	17498230	17498827	+	ENSG00000284373.1								17200000	17520000	0.93196875
TAF11L3	chr5	17518366	17518963	+	ENSG00000284439.1								17200000	17520000	0.99489375
TAF11L4	chr5	17521800	17522397	+	ENSG00000284283.1								17520000	17600000	0.0225
TAF11L5	chr5	17525234	17525831	+	ENSG00000284234.1								17520000	17600000	0.065425
TAF11L6	chr5	17528668	17529265	+	ENSG00000284042.1								17520000	17600000	0.10835
TAF11L7	chr5	17585161	17585758	-	ENSG00000284465.1								17520000	17600000	0.178025
TAF11L8	chr5	17590363	17590960	-	ENSG00000283967.1								17520000	17600000	0.113
TAF11L9	chr5	17593797	17594394	-	ENSG00000283988.1								17520000	17600000	0.070075
TAF12	chr1	28589322	28643085	-	ENSG00000120656.11	-0.54313381867	-0.0827750339293	0.245271637409	-0.0595342923916	0.0116238066138	0.272755752269	0.0941512599203	28240000	29240000	0.596915
TAF13	chr1	109062485	109076003	-	ENSG00000197780.10	-0.105978602556	-0.200633057186	-0.285794864997	-0.253418369759	0.0981761556664	-0.0111461093041	-0.28621459728	108720000	109080000	0.0111027777777778
TAF15	chr17	35713790	35864615	+	ENSG00000270647.6	0.199496863954	0.0146487877812	0.0278838962858	-0.231097559579	-0.250399595603	0.0508804886752	0.194896946753	35560000	36160000	0.256316666666667
TAF1A	chr1	222557901	222589933	-	ENSG00000143498.18								222520000	222720000	0.650335
TAF1B	chr2	9843442	9934416	+	ENSG00000115750.17	-0.0724949740732	0.0751058253934	0.0214366074594	-0.0230913433811	0.102188192664	0.0393111000347	0.0682586880915	9800000	10120000	0.13575625
TAF1C	chr16	84177846	84187070	-	ENSG00000103168.16	0.0621432042991	0.0558574308128	-0.0882893768615	0.00669773089675	0.0198262465657	0.163949034813	0.287284657531	83920000	84200000	0.0461785714285714
TAF1D	chr11	93729947	93784391	-	ENSG00000166012.17		0.470402941214	-0.249428246265	-0.41922723236		0.235722488975		93680000	93840000	0.34755625
TAF1L	chr9	32629453	32635669	-	ENSG00000122728.6	0.152812687967	-0.190688539834	-0.22948655667	0.0759088884092	-0.0291759967762	-0.0154336222556	-0.0864990577421	32600000	33000000	0.9108275
TAF2	chr8	119730773	119832841	-	ENSG00000064313.12	-0.481609988413	-0.60947036568	-0.512924974965	-0.197763111037	0.00663364382128	-0.422028554927	-0.0702461015594	119440000	119840000	0.0178975
TAF3	chr10	7818504	8016631	+	ENSG00000165632.8	-0.172954163201	-0.253253337267	-0.602870824946	-0.158685422065	-0.286524576684	-0.0230966085342	-0.407046479516	7720000	9320000	0.061565
TAF4	chr20	61953468	62065810	-	ENSG00000130699.18	-0.603164148248	-0.2475006978	-0.0948505644084	-0.296631544995	-0.264307215794	-0.0369009253376	-0.287276082639	61920000	62160000	0.392458333333333
TAF5	chr10	103367975	103389065	+	ENSG00000148835.11	-0.099851488218	-0.285481271415	-0.402647061851	-0.443600775201	-0.211780503434	-0.205518873161	-0.0983813463175	103360000	103600000	0.0332291666666667
TAF5L	chr1	229593110	229626047	-	ENSG00000135801.9								229520000	229640000	0.116275
TAF6	chr7	100107069	100119841	-	ENSG00000106290.15	0.0249773844266	-0.0429855720603	0.010438650925	-0.271031349914	0.178169344372	-0.0846934193387	-0.00942097245963	99880000	100120000	0.0006625
TAF6L	chr11	62771356	62787342	+	ENSG00000162227.8								62560000	62880000	0.6604875
TAF7	chr5	141260224	141320784	-	ENSG00000178913.8	-0.110615482246	0.0255033778002	-0.317029970967	-0.0718867002426	-0.185390992414	0.0743294141361	-0.138779049049	141080000	141560000	0.498366666666667
TAF7L	chrX	101268252	101293057	-	ENSG00000102387.15	-0.147154054714	-0.196449985051	-0.0530747825698	-0.0936773402947	-0.301092749255	-0.436854473584	-0.0315410418817	100840000	101400000	0.190969642857143
TAF8	chr6	42050512	42087461	+	ENSG00000137413.16	-0.815780356458	-0.174756999156	-0.157485659123	-0.0617118571085	-0.170541753535	-0.152712579771	-0.197723040862	42040000	42240000	0.05256
TAF9	chr5	69364742	69370013	-	ENSG00000273841.5	-0.113571671275	0.000915971367769	0.400200652233	-0.0752106289351	0.156145114982	0.0808183175896	0.00587985841815	69040000	69520000	0.312472916666667
TAF9B	chrX	78129747	78139650	-	ENSG00000187325.5	0.155726196582	0.239342010195	0.0765770632536	-0.0442636627117	-0.022412390288	0.103853281663	-0.0766609093924	78080000	78760000	0.912279411764706
TAFA1	chr3	68004246	68545621	+	ENSG00000183662.11								67960000	68680000	0.0614527777777778
TAFA2	chr12	61708258	62279150	-	ENSG00000198673.10								59240000	63520000	0.289918224299065
TAFA3	chr1	112720418	112727235	+	ENSG00000184599.13								112720000	113080000	0.00116111111111111
TAFA4	chr3	68731765	68953297	-	ENSG00000163377.16								68720000	69000000	0.166796428571429
TAFA5	chr22	48489459	48850912	+	ENSG00000219438.8								46760000	49760000	0.576486333333333
TAGAP	chr6	159034467	159045152	-	ENSG00000164691.17	-0.390552975877	0.00649197995325	0.045177868822	-0.0758916076601	0.166952036079	-0.0319880896892	-0.100224354935	159000000	159160000	0.7178
TAGLN	chr11	117199369	117207464	+	ENSG00000149591.17	-0.440776192263	-0.0606437896884	-0.0912595006574	-0.0704042661272	-0.245358022402	-0.0841147125721	-0.340547442948	116720000	117400000	0.704954411764706
TAGLN2	chr1	159918106	159925732	-	ENSG00000158710.14		-0.272345068428	-0.34029830827	-0.383331865099		-0.50178233982		159760000	160080000	0.4820875
TAGLN3	chr3	111998738	112013887	+	ENSG00000144834.14		-0.110758268788	0.227213670418	-0.165352649719		-0.18372737877		111720000	112120000	0.696845
TAL1	chr1	47216289	47232220	-	ENSG00000162367.11	0.0166750126251	-0.0231141632074	0.0179943048027	0.0990462249248	0.0501601375096	0.230623262418	-0.0219892054473	47120000	47440000	0.6493125
TAL2	chr9	105662456	105663124	+	ENSG00000186051.7	0.0668294985856	0.108262710464	-0.234491731317	-0.00672477116638	-0.467924359401	0.199184432092	-0.0125175161208	105440000	105760000	0.695175
TALDO1	chr11	747414	765012	+	ENSG00000177156.11	-0.256670373024	0.0683698118476	0.164948061264	-0.216996118377	0.070460776548	0.144978019258	-0.138861337044	520000	840000	0.71066875
TAMM41	chr3	11790441	11846919	-	ENSG00000144559.10		-0.0903438544131	0.0804781342108	0.218775156652		0.0685918286652		11360000	11880000	0.0636173076923077
TANC1	chr2	158968639	159232659	+	ENSG00000115183.15		0.339294683785	0.161065714528	0.166515072967		-0.194045276708		158880000	159240000	0.246219444444444
TANC2	chr17	63009555	63427699	+	ENSG00000170921.15		0.0713640520642	0.133933450643					62280000	63440000	0.628926724137931
TANGO2	chr22	20017013	20067164	+	ENSG00000183597.16		0.115160851019	0.0447422169207	0.156054175413		-0.0506489057564		19960000	20280000	0.178165625
TANGO6	chr16	68843530	69085182	+	ENSG00000103047.8								68840000	69120000	0.0126071428571429
TANK	chr2	161136907	161236230	+	ENSG00000136560.14	-0.026116572716	-0.101119046298	-0.167574467998	-0.41478365461	-0.252083504182	-0.197253300292	-0.513814833956	161080000	161440000	0.158075
TAOK1	chr17	29390463	29551904	+	ENSG00000160551.11	-0.0608512866141	0.0224838327041	-0.16361003026	0.0143349473105	-0.061715923351	0.41392146735	0.164700339632	29320000	29600000	0.251653571428571
TAOK2	chr16	29973867	29992261	+	ENSG00000149930.18	-0.100022683058	0.0782155587829	-0.05191843454	-0.0421919265608	-0.0285624863703	0.111556012274	-0.00622388719652	29640000	30040000	0.8346675
TAOK3	chr12	118149800	118372907	-	ENSG00000135090.14	0.0659885739657	-0.0731828142207	-0.118698732725	0.0458765334925	-0.14225571419	-0.176508037552	0.113650979654	118040000	118400000	0.0752583333333333
TAP1	chr6	32845208	32853978	-	ENSG00000168394.11	-0.20346112836	-0.0313408753194	-0.121868607965	-0.10076843789	0.182344188737	-0.124236494539	0.24720749902	32840000	33000000	0.9126375
TAP2	chr6	32821832	32838770	-	ENSG00000204267.15	-0.149916343342	-0.0514160552522	-0.0988153909763	0.00666313251698	-0.153380063486	-0.177396921925	-0.00851419341341	32600000	32840000	0.005125
TAPBP	chr6	33299693	33314387	-	ENSG00000231925.11		-0.243004348607	-0.12575603503	-0.0895649574483		-0.00970203914677		33280000	33440000	0.78508125
TAPBPL	chr12	6451689	6466517	+	ENSG00000139192.12	-0.184970046731	0.166777749377	-0.213553598553	-0.163858932694	0.0318364105684	-0.132058609359	-0.208167726462	6320000	6600000	0.470317857142857
TAPT1	chr4	16160504	16227410	-	ENSG00000169762.17		0.258471601655	0.0974254389381	-0.10941124872		0.244154480043		16000000	16280000	0.187821428571429
TARBP1	chr1	234391312	234479179	-	ENSG00000059588.10	0.523142862067	-0.190752781618	-0.0463939334106	0.12409988796	-0.235411209992	-0.102237102821	0.0856373594672	234080000	234480000	0.0020525
TARBP2	chr12	53500920	53506431	+	ENSG00000139546.11	0.00936037177314	-0.199917661195	0.0558658287859	0.0312291315213	-0.0732533726727	-0.00479682832646	-0.0716076150255	53320000	53520000	0.9046
TARDBP	chr1	11012343	11026420	+	ENSG00000120948.17	-0.450006411758	-0.0371182338841	-0.300257475265	-0.340110892703	-0.299933702562	-0.349075092854	-0.356448308083	11000000	11240000	0.0514291666666667
TARM1	chr19	54069894	54081365	-	ENSG00000248385.8								53800000	54120000	0.120734375
TARS1	chr5	33440695	33469539	+	ENSG00000113407.13								33440000	34080000	0.0010859375
TARS2	chr1	150487363	150507609	+	ENSG00000143374.17	-0.0440109115196	-0.157939538651	0.00901200973305	0.0431454680828	-0.178359639237	-0.44680850524	-0.129680156986	150240000	150560000	0.773009375
TARS3	chr15	101653595	101724473	-	ENSG00000185418.16								101280000	101760000	0.0740145833333333
TAS1R1	chr1	6555306	6579755	+	ENSG00000173662.21	-0.623501062281	-0.249301288318	-0.0954212772035	-0.119305998045	-0.181110460557	-0.119921619626	0.0653466141624	6480000	6680000	0.37653
TAS1R2	chr1	18839598	18859682	-	ENSG00000179002.5	-0.00625468018255	-0.0150220547086	0.182256415423	0.220308125871	0.189561465133	0.233984115112	0.246761405088	18560000	18880000	0.06349375
TAS1R3	chr1	1331279	1335314	+	ENSG00000169962.5		0.0247969742199	-0.035209114464					880000	1640000	0.593788157894737
TAS2R1	chr5	9628996	9712378	-	ENSG00000169777.6	-0.130993633031	-0.282491009634	0.0917216437979	-0.168910826665	-0.130085039537	-0.176234605963	-0.233039025997	9600000	10240000	0.824409375
TAS2R10	chr12	10825316	10826358	-	ENSG00000121318.2	-0.280628029868	-0.274424100354	-0.28292546379	-0.272029484128	-0.129801730557	-0.365769835242	-0.226509017186	10760000	11280000	0.872388461538461
TAS2R13	chr12	10907925	10909562	-	ENSG00000212128.2	0.182246985113	0.396540357307	-0.0805353037177	-0.206106382435	-0.235771054854	-0.0843866873081	-0.129626948655	10760000	11280000	0.712380769230769
TAS2R14	chr12	10937407	11171573	-	ENSG00000212127.6	-0.0515082608335	0.0440500906161	0.0907615272698	0.111128170608	-0.0481635316753	0.0912135004918	-0.0396278270532	10760000	11280000	0.208513461538462
TAS2R16	chr7	122994703	122995700	-	ENSG00000128519.3	0.0164711018576	-0.162509103002	-0.0580672631094	-0.0246300917719	-0.641717774361	-0.123858333103	-0.179292801241	122880000	123440000	0.793392857142857
TAS2R19	chr12	11021618	11022620	-	ENSG00000212124.2	0.0226611497225	0.265816924733	-0.0721416747242	-0.0370540880907	0.133535706757	-0.0240749001745	0.062624032683	10760000	11280000	0.494961538461539
TAS2R20	chr12	10996494	10997875	-	ENSG00000255837.1	0.0345371164876	-0.0475014722463	0.1026918777	0.105681674597	-0.17839947785	-0.184787385341	0.340505149506	10760000	11280000	0.542548076923077
TAS2R3	chr7	141764096	141765197	+	ENSG00000127362.2	-0.00955727517455	0.494541856702	0.369454373511	0.156993012303	0.126361004426	0.650055230681	0.120361891234	141760000	142200000	0.00930909090909091
TAS2R30	chr12	11132957	11134644	-	ENSG00000256188.3								10760000	11280000	0.279530769230769
TAS2R31	chr12	11030386	11031407	-	ENSG00000256436.1	-0.00514638125825	0.365228395212	-0.280357466147	-0.325184756143	0.12382994879	0.124742055266	-0.140447112331	10760000	11280000	0.478063461538462
TAS2R38	chr7	141972630	141973773	-	ENSG00000257138.1	-0.104614523167	-0.472806678029	-0.139450059107	-0.240317223806	-0.428646307434	-0.102668410101	-0.378063709818	141760000	142200000	0.514152272727273
TAS2R39	chr7	143183418	143184435	+	ENSG00000236398.2	-0.0112499316088	0.249484724674	-0.0613806003652	0.182099962552	0.19152297319	-0.0289850811111	0.0212841505878	143000000	143240000	0.764241666666667
TAS2R4	chr7	141778441	141780819	+	ENSG00000127364.3	0.0554690989172	-0.225372644003	0.134590462738	-0.109541964535	-0.0668461156649	0.163348151429	0.395740865895	141760000	142200000	0.0419113636363636
TAS2R40	chr7	143222036	143223079	+	ENSG00000221937.4	-0.014738880769	-0.0476062695813	-0.205933983626	0.109933726982	-0.128353739836	0.079688617853	-0.101006845861	143000000	143240000	0.92515
TAS2R41	chr7	143477872	143478796	+	ENSG00000221855.1	-0.189564663087	0.166881564905	-0.0140139047133	-0.171162654345	-0.109966834539	0.115858427273	0.0731086859247	143240000	143520000	0.849542857142857
TAS2R42	chr12	11185992	11186937	-	ENSG00000186136.1	-0.299607146485	0.108597700516	-0.102477868577	-0.0070783085472	0.113365606833	0.112045921483	0.316761229873	10760000	11280000	0.178967307692308
TAS2R43	chr12	11091286	11092313	-	ENSG00000255374.3	0.376296647209	0.0141879475854	-0.0312568868778	0.211122511444	-0.11693961301	0.278130457539	0.301296866874	10760000	11280000	0.360936538461538
TAS2R46	chr12	11061364	11062294	-	ENSG00000226761.3	0.180341556341	0.259261175052	0.185484477301	0.0847845700474	0.0773654165474	-0.0658009925412	-0.0617553922271	10760000	11280000	0.418665384615385
TAS2R5	chr7	141790216	141791367	+	ENSG00000127366.5	0.0140839397145	-0.201386183165	-0.136217619054	-0.0382171041181	0.122540459547	0.164027930632	0.340851445143	141760000	142200000	0.0686727272727273
TAS2R50	chr12	10985912	10986912	-	ENSG00000212126.3	-0.15331404072	-0.229812045876	0.101218753047	-0.31109215972	0.237881183044	-0.124277659454	-0.387152356705	10760000	11280000	0.563630769230769
TAS2R60	chr7	143443452	143444409	+	ENSG00000185899.1	0.231875669552	0.217685746728	-0.0532214723962	0.178960023801	0.00712359575781	0.250287840038	0.127205075197	143240000	143520000	0.726614285714286
TAS2R7	chr12	10801531	10802627	-	ENSG00000121377.2	0.281080994915	0.177030991627	0.148173664215	0.170756566481	-0.348585276699	0.220752820594	-0.00315706451326	10760000	11280000	0.918025
TAS2R8	chr12	10806050	10807293	-	ENSG00000121314.2	0.179917405086	-0.00612460533014	0.0737424678588	0.0606889094471	-0.428335157299	-0.0533366799403	-0.00270884956351	10760000	11280000	0.909051923076923
TAS2R9	chr12	10809093	10810168	-	ENSG00000121381.4	-0.187646419442	0.0112252713939	-0.0661949333526	-0.0605808407259	-0.496485975784	-0.0791586848001	-0.327243122952	10760000	11280000	0.903523076923077
TASOR	chr3	56620132	56683237	-	ENSG00000163946.13								56560000	57080000	0.763005769230769
TASOR2	chr10	5684837	5763740	+	ENSG00000108021.20								5640000	5880000	0.186820833333333
TASP1	chr20	13389391	13638932	-	ENSG00000089123.16	-0.179150944184	0.0279323573036	0.00493469521462	-0.0127709390511	-0.628938017107	-0.0302756004731	-0.168608653418	13120000	13800000	0.236864705882353
TAT	chr16	71565659	71577092	-	ENSG00000198650.11	-0.315876754249	-0.0928794474411	-0.3401725962	-0.139243943006	-0.133223014573	0.135009251571	-0.182876122016	71400000	71640000	0.262116666666667
TATDN1	chr8	124488484	124539458	-	ENSG00000147687.19		0.0947200815646	0.209799233682	0.148969879725		-0.0954412189377		124440000	125000000	0.822396428571429
TATDN2	chr3	10248022	10281218	+	ENSG00000157014.11	-0.196121330823	-0.258455760055	-0.0141241026253	-0.22525351934	-0.225782080293	-0.0569865967538	0.0859684056151	9720000	10320000	0.880036666666667
TATDN3	chr1	212791827	212816830	+	ENSG00000203705.11								212480000	213040000	0.556833928571429
TAX1BP1	chr7	27739330	27844564	+	ENSG00000106052.13		-0.0863053752425	-0.243925220906	-0.210291452205		-0.11150849583		27600000	28160000	0.248803571428571
TAX1BP3	chr17	3662894	3668679	-	ENSG00000213977.8		-0.139392223835	0.298438090493	-0.0353981446587		-0.280004065741		3640000	3840000	0.856605
